Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
"HIST","3970","1","HIST 3970: 001","44%","44%","7%","0%","2%","0%","0%","2%","Bein, Amit",""
"HIST","4170","1","HIST 4170: 001","25%","50%","17%","0%","8%","0%","0%","0%","Taylor-Shockley, Meg",""
"HIST","4240","1","Top in Hist of Medicine & Hlth","62%","38%","0%","0%","0%","0%","0%","0%","Mack, Pamela E",""
"HIST","4360","1","HIST 4360: 001","23%","27%","41%","0%","9%","0%","0%","0%","Moise, Edwin E",""
"HIST","4600","1","Britain & WWII","58%","33%","8%","0%","0%","0%","0%","0%","Burns, James M.",""
"HIST","4710","1","The Great War 1914 & 1918","64%","27%","9%","0%","0%","0%","0%","0%","Grubb, C Alan",""
"HIST","4900","2","The Empire World","40%","27%","20%","0%","7%","0%","0%","7%","Silvestri, Michael S",""
"HIST","4900","3","Heroic Failures","64%","36%","0%","0%","0%","0%","0%","0%","Barczewski, Stephani",""
"HIST","4930","2","Urban History","38%","46%","15%","0%","0%","0%","0%","0%","Bartley, Abel A",""
"HLTH","2020","1","HLTH 2020: 001","23%","64%","13%","0%","0%","0%","0%","0%","Kingree, Jeffrey B",""
"HLTH","2020","2","HLTH 2020: 002","63%","26%","11%","0%","0%","0%","0%","0%","Welsh, Ralph Stewart",""
"HLTH","2020","3","HLTH 2020: 003","76%","12%","12%","0%","0%","0%","0%","0%","Griffin, Sarah F",""
"HLTH","2020","400","HLTH 2020: 400","65%","29%","6%","0%","0%","0%","0%","0%","Welsh, Ralph Stewart",""
"HLTH","2030","1","HLTH 2030: 001","89%","9%","2%","0%","0%","0%","0%","0%","Welsh, Ralph Stewart",""
"HLTH","2030","2","HLTH 2030: 002","65%","22%","11%","0%","0%","0%","0%","3%","Albury-Crandall, Son",""
"HLTH","2030","400","HLTH 2030: 400","73%","27%","0%","0%","0%","0%","0%","0%","Welsh, Ralph Stewart",""
"HLTH","2030","401","HLTH 2030: 401","83%","8%","8%","0%","0%","0%","0%","0%","Welsh, Ralph Stewart",""
"HLTH","2400","1","HLTH 2400: 001","68%","26%","3%","0%","0%","0%","0%","3%","Williams, Joel Edwar",""
"HLTH","2400","2","HLTH 2400: 002","73%","10%","15%","2%","0%","0%","0%","0%","Williams, Joel Edwar",""
"HLTH","2980","1","HLTH 2980: 001","52%","45%","2%","0%","0%","0%","0%","0%","Falta, Deborah Alma",""
"HLTH","2980","2","HLTH 2980: 002","71%","29%","0%","0%","0%","0%","0%","0%","Falta, Deborah Alma",""
"HLTH","3100","1","HLTH 3100: 001","19%","62%","15%","0%","0%","0%","0%","4%","Mayo, Rachel M",""
"HLTH","3100","2","HLTH 3100: 002","48%","36%","12%","4%","0%","0%","0%","0%","Mayo, Rachel M",""
"HLTH","3800","1","HLTH 3800: 001","41%","44%","13%","0%","3%","0%","0%","0%","Chen, Liwei",""
"HLTH","3800","2","HLTH 3800: 002","32%","50%","11%","4%","4%","0%","0%","0%","Chen, Liwei",""
"HLTH","3980","1","HLTH 3980: 001","62%","31%","0%","0%","0%","0%","0%","8%","Meyer, Kathleen M",""
"HLTH","4000","1","Adolescent Health","88%","13%","0%","0%","0%","0%","0%","0%","Kingree, Jeffrey B",""
"HLTH","4020","1","HLTH 4020: 001","45%","36%","9%","0%","0%","0%","0%","9%","Kemper, Karen A",""
"HLTH","4190","1","HLTH 4190: 001","31%","58%","9%","0%","0%","0%","0%","2%","Meyer, Kathleen M",""
"HLTH","4200","1","Hlth Science Intern","64%","25%","11%","0%","0%","0%","0%","0%","Meyer, Kathleen M",""
"HLTH","4300","1","HLTH 4300: 001","77%","23%","0%","0%","0%","0%","0%","0%","Dye, Cheryl Jo",""
"HLTH","4310","1","Public & Environ Hlt","63%","29%","4%","0%","2%","0%","0%","2%","Falta, Deborah Alma",""
"HLTH","4400","1","HLTH 4400: 001","59%","36%","5%","0%","0%","0%","0%","0%","Sherrill, Windsor We",""
"HLTH","4600","1","HLTH 4600: 001","59%","33%","4%","0%","0%","0%","0%","4%","Morrison, Deidra JoL",""
"HLTH","4780","1","HLTH 4780: 001","11%","56%","30%","0%","0%","0%","0%","4%","Spitler, Hugh D",""
"HLTH","4790","1","HLTH 4790: 001","17%","48%","24%","10%","0%","0%","0%","0%","Truong, Khoa Dang",""
"HLTH","4800","1","HLTH 4800: 001","71%","29%","0%","0%","0%","0%","0%","0%","Griffin, Sarah F",""
"HLTH","4900","1","HLTH 4900: 001","93%","3%","0%","0%","0%","0%","0%","3%","Shi, Lu",""
"HLTH","4900","2","HLTH 4900: 002","89%","7%","4%","0%","0%","0%","0%","0%","Shi, Lu",""
"HON","2030","2","Music and Politics (HON)","83%","6%","0%","6%","0%","0%","0%","6%","Lapin, Eric J","H"
"HON","2060","1","Intro to Nanotechnology","50%","50%","0%","0%","0%","0%","0%","0%","Kitchens, Christophe","H"
"HON","2210","1","The Great War 1914-1918","68%","32%","0%","0%","0%","0%","0%","0%","Schmidt, Johannes","H"
"HON","2210","3","20th Century Lit & Painting","89%","0%","0%","0%","6%","0%","0%","6%","Morgenstern, John D","H"
"HON","2210","5","Spies and Spy Novels","73%","20%","0%","0%","0%","0%","0%","7%","Lasser, William","H"
"HORT","1010","1","HORT 1010: 001","87%","10%","0%","0%","0%","0%","0%","3%","Vincent, Ellen Anita",""
"HORT","2110","1","HORT 2110: 001","33%","33%","19%","11%","4%","0%","0%","0%","Faust, James Emerson",""
"HORT","4040","1","HORT 4040: 001","6%","44%","19%","14%","14%","0%","0%","3%","Adelberg, Jeffrey W",""
"HORT","4050","2","HORT 4050: 002","69%","23%","8%","0%","0%","0%","0%","0%","Adelberg, Jeffrey W",""
"HORT","4270","1","Urban Tree Care","18%","36%","18%","5%","18%","0%","0%","5%","Polomski, Robert F",""
"HORT","4330","1","Turf Weed Management","13%","54%","25%","0%","4%","0%","0%","4%","Whitwell, Ted",""
"HORT","4720","1","HORT 4720: 001","93%","3%","3%","0%","0%","0%","0%","0%","Vincent, Ellen Anita",""
"HP","8900","400","Directed Studies: Pres Eng","44%","33%","22%","0%","0%","0%","0%","0%","Bennett, Craig Mille",""
"HP","8910","1","HP 8910: 001","0%","0%","0%","0%","0%","85%","15%","0%","Hudgins, Carter Lee",""
"HRD","8470","400","HRD 8470: 400","80%","20%","0%","0%","0%","0%","0%","0%","Newmark, Eileen",""
"HRD","8470","401","HRD 8470: 401","60%","30%","0%","0%","0%","0%","0%","10%","Newmark, Eileen",""
"HRD","8470","402","HRD 8470: 402","80%","10%","0%","0%","0%","0%","0%","10%","Newmark, Eileen",""
"HRD","8470","403","HRD 8470: 403","80%","20%","0%","0%","0%","0%","0%","0%","Newmark, Eileen",""
"HRD","8470","405","HRD 8470: 405","80%","20%","0%","0%","0%","0%","0%","0%","Newmark, Eileen",""
"IE","2010","1","IE 2010: 001","37%","27%","23%","13%","0%","0%","0%","0%","Greenstein, Joel S",""
"IE","2100","1","IE 2100: 001","46%","40%","8%","2%","2%","0%","0%","1%","Rodriguez, Antonia J",""
"IE","3610","1","IE 3610: 001","42%","32%","10%","9%","5%","0%","0%","3%","Neyens, David M",""
"IE","3810","1","IE 3810: 001","34%","42%","14%","7%","2%","0%","0%","1%","Kurz, Mary Elizabeth",""
"IE","3840","1","IE 3840: 001","36%","20%","16%","5%","8%","0%","0%","14%","Melloy, Brian J",""
"IE","3860","1","IE 3860: 001","60%","26%","12%","1%","0%","0%","0%","1%","Lowe, Jonathan J",""
"IE","4600","1","IE 4600: 001","33%","39%","22%","6%","0%","0%","0%","0%","Greenstein, Joel S",""
"IE","4620","1","IE 4620: 001","35%","60%","3%","0%","0%","2%","0%","0%","Cho, Byung Rae",""
"IE","4910","1","Appl Probability Models in IE","82%","0%","9%","9%","0%","0%","0%","0%","Melloy, Brian J",""
"IE","6620","1","IE 6620: 001","52%","48%","0%","0%","0%","0%","0%","0%","Cho, Byung Rae",""
"IE","8010","1","Human-Machine Sys","40%","60%","0%","0%","0%","0%","0%","0%","Greenstein, Joel S",""
"IE","8040","1","IE 8040: 001","29%","48%","24%","0%","0%","0%","0%","0%","Ferrell, William G",""
"IE","8050","1","IE 8050: 001","69%","25%","6%","0%","0%","0%","0%","0%","Cho, Byung Rae",""
"IE","8520","1","IE 8520: 001","86%","14%","0%","0%","0%","0%","0%","0%","Kurz, Mary Elizabeth",""
"IE","8540","1","IE 8540: 001","47%","39%","8%","0%","0%","0%","0%","6%","Ferrell, William G",""
"IE","8580","1","IE 8580: 001","83%","17%","0%","0%","0%","0%","0%","0%","Mason, Scott Jenning",""
"IE","8800","1","IE 8800: 001","67%","33%","0%","0%","0%","0%","0%","0%","Khademi, Amin",""
"IS","2100","615","Sel Topics Int Study","73%","27%","0%","0%","0%","0%","0%","0%","Turnbull, Sallie Bro",""
"ITAL","1010","1","ITAL 1010: 001","50%","39%","6%","0%","6%","0%","0%","0%","Schmidt, Julia",""
"ITAL","1020","1","ITAL 1020: 001","78%","17%","0%","0%","6%","0%","0%","0%","Barattoni, Luca",""
"ITAL","1020","2","ITAL 1020: 002","38%","31%","0%","8%","15%","0%","8%","0%","Barattoni, Luca",""
"ITAL","1020","3","ITAL 1020: 003","50%","25%","8%","8%","0%","0%","0%","8%","Lombardi, Valentina",""
"ITAL","2020","1","Intermediate Italian","28%","67%","6%","0%","0%","0%","0%","0%","Lombardi, Valentina",""
"ITAL","2020","2","Intermediate Italian","28%","39%","33%","0%","0%","0%","0%","0%","Lombardi, Valentina",""
"JAPN","1010","2","JAPN 1010: 002","21%","36%","7%","7%","21%","0%","0%","7%","Shoji, Kazuko",""
"JAPN","1020","1","JAPN 1020: 001","58%","33%","8%","0%","0%","0%","0%","0%","Williams, E Leslie",""
"JAPN","2020","1","JAPN 2020: 001","42%","42%","17%","0%","0%","0%","0%","0%","Shoji, Kazuko",""
"JAPN","3060","1","JAPN 3060: 001","40%","30%","10%","0%","0%","10%","0%","10%","Kishimoto, Toshiko",""
"JAPN","4170","1","Japan Cult & Soc","55%","35%","10%","0%","0%","0%","0%","0%","Williams, E Leslie",""
"LANG","4990","1","LANG 4990: 001","0%","0%","0%","0%","0%","88%","6%","6%","Chen, Su-I",""
"LARC","1160","1","History of Larch","31%","36%","20%","5%","5%","0%","0%","4%","Nassar, Hala Fouad",""
"LARC","1520","1","LARC 1520: 001","73%","9%","9%","0%","0%","0%","0%","9%","Ford, Daniel J",""
"LARC","2620","1","Design Impl I","69%","31%","0%","0%","0%","0%","0%","0%","Pearson, David D",""
"LARC","3520","1","LARC 3520: 001","55%","36%","9%","0%","0%","0%","0%","0%","Hewitt, Robert R",""
"LARC","6530","1","LARC 6530: 001","67%","33%","0%","0%","0%","0%","0%","0%","Lycke, David L",""
"LARC","8300","1","LARC 8300: 001","67%","33%","0%","0%","0%","0%","0%","0%","Schurch, Thomas Will",""
"LAW","3220","1","Legal Env of Bus","35%","40%","16%","3%","0%","0%","0%","6%","Claggett, Edward Ray",""
"LAW","3220","2","Legal Env of Bus","53%","31%","8%","5%","2%","0%","0%","2%","Claggett, Edward Ray",""
"LAW","3220","3","Legal Env of Bus","43%","41%","13%","2%","0%","0%","0%","2%","Edwards, Frances L",""
"LAW","3220","4","Legal Env of Bus","30%","49%","17%","3%","0%","0%","0%","0%","Edwards, Frances L",""
"LAW","3220","5","Legal Env of Bus","41%","44%","13%","2%","0%","0%","0%","2%","Edwards, Frances L",""
"LAW","3220","6","Legal Env of Bus","0%","17%","29%","20%","7%","0%","0%","27%","Ward-Vaughn, Virgini",""
"LAW","3220","7","Legal Env of Bus","8%","25%","25%","14%","8%","0%","0%","19%","Ward-Vaughn, Virgini",""
"LAW","3220","8","Legal Env of Bus","2%","14%","36%","12%","12%","0%","0%","24%","Ward-Vaughn, Virgini",""
"LAW","3220","9","Legal Env of Bus","3%","28%","21%","23%","15%","0%","0%","10%","Ward-Vaughn, Virgini",""
"LAW","3330","1","Real Estate Law","15%","31%","46%","2%","4%","0%","0%","2%","Jahn, Judson R",""
"LAW","3330","2","Real Estate Law","13%","38%","38%","6%","2%","0%","0%","2%","Jahn, Judson R",""
"LAW","8480","1","LAW 8480: 001","40%","60%","0%","0%","0%","0%","0%","0%","Jahn, Judson R",""
"LAW","8500","1","LAW 8500: 001","95%","5%","0%","0%","0%","0%","0%","0%","Mowrey, Megan E.",""
"LAW","8500","2","LAW 8500: 002","89%","8%","0%","0%","3%","0%","0%","0%","Mowrey, Megan E.",""
"LS","1000","2","Fitness Leadership","80%","13%","0%","0%","0%","0%","0%","7%","Lynch, Mary Allison",""
"LS","1000","20","Intro to Volleyball","80%","15%","5%","0%","0%","0%","0%","0%","Ator, Kelly Lynn",""
"LS","1000","22","Forestry Skills","88%","0%","6%","0%","0%","0%","0%","6%","Cushing, Tamara Lee",""
"LS","1410","2","LS 1410: 002","79%","11%","0%","0%","0%","0%","0%","11%","Middleton, Glenn Dav",""
"LS","1450","2","LS 1450: 002","83%","0%","0%","0%","0%","0%","0%","17%","Thompson, George Wal",""
"LS","1560","1","LS 1560: 001","92%","0%","0%","0%","0%","0%","0%","8%","Cottrell, David Brad",""
"LS","1560","3","LS 1560: 003","83%","0%","0%","0%","0%","0%","0%","17%","Cottrell, David Brad",""
"LS","1570","6","LS 1570: 006","92%","0%","0%","0%","0%","0%","0%","8%","Atkinson, Jeffrey La",""
"LS","1570","10","LS 1570: 010","82%","0%","0%","0%","0%","0%","0%","18%","Couch, Audrey Caroli",""
"LS","1580","1","LS 1580: 001","83%","0%","8%","0%","0%","0%","0%","8%","Strickland, Herbert",""
"LS","1580","5","LS 1580: 005","60%","33%","7%","0%","0%","0%","0%","0%","Strickland, Herbert",""
"LS","1610","1","LS 1610: 001","88%","0%","6%","0%","0%","0%","0%","6%","Willey, Richard D",""
"LS","1790","1","LS 1790: 001","96%","2%","0%","0%","0%","0%","0%","2%","Bogan, Robert O",""
"LS","1830","1","LS 1830: 001","77%","9%","9%","5%","0%","0%","0%","0%","Hickey, Justin M",""
"LS","1850","1","LS 1850: 001","93%","0%","7%","0%","0%","0%","0%","0%","Hughes, Matthew Davi",""
"LS","1850","2","LS 1850: 002","93%","0%","0%","4%","0%","0%","0%","4%","Hughes, Matthew Davi",""
"LS","1850","4","LS 1850: 004","96%","0%","0%","0%","4%","0%","0%","0%","Cato, Megan Elizabet",""
"LS","1880","1","LS 1880: 001","73%","0%","0%","0%","7%","0%","0%","20%","Bachman, Jarrett R",""
"LS","1890","1","LS 1890: 001","83%","0%","6%","0%","0%","0%","0%","11%","Garrity, Jennifer Jo",""
"LS","1990","1","LS 1990: 001","88%","0%","0%","0%","0%","0%","0%","13%","Jordan, Jason L",""
"LS","2040","2","LS 2040: 002","83%","0%","0%","9%","0%","0%","0%","9%","Adams, Denise Ann",""
"LS","2100","4","LS 2100: 004","86%","5%","0%","0%","0%","0%","0%","9%","Hoke, Paul E",""
"LS","2110","2","LS 2110: 002","88%","0%","12%","0%","0%","0%","0%","0%","Pack, Stephanie L",""
"LS","2190","1","LS 2190: 001","87%","0%","0%","0%","0%","0%","0%","13%","Krabbe, Matthew Lee",""
"LS","2200","5","LS 2200: 005","89%","0%","0%","0%","5%","0%","0%","5%","Fleming, Broadus D",""
"LS","2200","7","LS 2200: 007","86%","0%","0%","0%","0%","0%","0%","14%","Krabbe, Matthew Lee",""
"LS","2200","8","LS 2200: 008","80%","0%","0%","0%","0%","0%","0%","20%","Krabbe, Matthew Lee",""
"LS","2200","9","LS 2200: 009","85%","5%","5%","0%","0%","0%","0%","5%","Krabbe, Matthew Lee",""
"LS","2210","1","LS 2210: 001","89%","0%","0%","0%","0%","0%","0%","11%","Hoke, Paul E",""
"LS","2270","1","LS 2270: 001","90%","3%","0%","0%","0%","0%","0%","8%","Hoke, Paul E",""
"LS","2270","2","LS 2270: 002","89%","0%","0%","0%","0%","0%","0%","11%","Hoke, Paul E",""
"LS","2320","1","LS 2320: 001","87%","0%","0%","0%","4%","0%","0%","9%","Moreno, Diane F",""
"LS","2320","2","LS 2320: 002","87%","0%","0%","0%","0%","0%","0%","13%","Moreno, Diane F",""
"LS","2320","3","LS 2320: 003","82%","0%","0%","0%","0%","0%","0%","18%","Moreno, Diane F",""
"LS","2320","5","LS 2320: 005","90%","10%","0%","0%","0%","0%","0%","0%","Moreno, Diane F",""
"LS","2350","1","LS 2350: 001","72%","22%","0%","0%","0%","0%","0%","6%","Amin, Ranjanbala Dil",""
"LS","2350","2","LS 2350: 002","87%","13%","0%","0%","0%","0%","0%","0%","Amin, Ranjanbala Dil",""
"LS","2350","3","LS 2350: 003","70%","9%","13%","0%","0%","0%","0%","9%","Gahan, Renee Warren",""
"LS","2350","4","LS 2350: 004","79%","8%","0%","0%","0%","0%","0%","13%","Gahan, Renee Warren",""
"LS","2350","5","LS 2350: 005","65%","17%","0%","0%","0%","0%","0%","17%","Gahan, Renee Warren",""
"LS","2350","6","LS 2350: 006","70%","22%","4%","0%","0%","0%","0%","4%","Amin, Ranjanbala Dil",""
"LS","2350","8","LS 2350: 008","84%","4%","0%","4%","8%","0%","0%","0%","Amin, Ranjanbala Dil",""
"LS","2360","1","LS 2360: 001","92%","0%","0%","0%","4%","0%","0%","4%","Reina-Nunnelley, Ani",""
"LS","2360","2","LS 2360: 002","75%","15%","0%","0%","0%","0%","0%","10%","Reina-Nunnelley, Ani",""
"LS","2360","3","LS 2360: 003","92%","4%","0%","0%","0%","0%","0%","4%","Reina-Nunnelley, Ani",""
"LS","2370","1","LS 2370: 001","90%","5%","0%","0%","5%","0%","0%","0%","Lester, Ashley Austi",""
"LS","2370","2","LS 2370: 002","83%","0%","0%","0%","8%","0%","0%","8%","Lester, Ashley Austi",""
"LS","2370","3","LS 2370: 003","72%","17%","0%","0%","0%","0%","0%","11%","Lester, Ashley Austi",""
"LS","2370","4","LS 2370: 004","92%","8%","0%","0%","0%","0%","0%","0%","Lester, Ashley Austi",""
"LS","2370","5","LS 2370: 005","77%","9%","0%","0%","5%","0%","0%","9%","Lester, Ashley Austi",""
"LS","2380","2","LS 2380: 002","89%","5%","0%","0%","0%","0%","0%","5%","O'Connell, Phaedra J",""
"LS","2380","3","LS 2380: 003","74%","13%","4%","0%","0%","0%","0%","9%","O'Connell, Phaedra J",""
"LS","2380","5","LS 2380: 005","91%","0%","0%","0%","0%","0%","0%","9%","O'Connell, Phaedra J",""
"LS","2420","1","LS 2420: 001","91%","4%","0%","0%","0%","0%","0%","4%","Reina-Nunnelley, Ani",""
"LS","2420","2","LS 2420: 002","88%","4%","4%","0%","0%","0%","0%","4%","O'Connell, Phaedra J",""
"LS","2420","3","LS 2420: 003","85%","10%","0%","0%","5%","0%","0%","0%","Amin, Ranjanbala Dil",""
"LS","2420","4","LS 2420: 004","87%","0%","9%","0%","0%","0%","0%","4%","O'Connell, Phaedra J",""
"LS","2420","5","LS 2420: 005","83%","4%","0%","0%","0%","0%","0%","13%","Amin, Ranjanbala Dil",""
"LS","2770","1","LS 2770: 001","36%","55%","0%","0%","0%","0%","0%","9%","Womack, Kelly Lynn",""
"MATH","1010","1","Essen Math for Informed Soc","18%","35%","29%","6%","12%","0%","0%","0%","Snyder, Chelsea Rose",""
"MATH","1010","2","Essen Math for Informed Soc","35%","24%","32%","9%","0%","0%","0%","0%","Cottingham, Judith E",""
"MATH","1010","3","Essen Math for Informed Soc","27%","40%","20%","13%","0%","0%","0%","0%","Keogh, Matthew M",""
"MATH","1010","4","Essen Math for Informed Soc","40%","27%","10%","10%","7%","0%","0%","7%","Cottingham, Judith E",""
"MATH","1010","5","Essen Math for Informed Soc","37%","16%","21%","11%","11%","0%","0%","5%","Golubinski Capaverde",""
"MATH","1010","6","Essen Math for Informed Soc","21%","24%","21%","18%","6%","0%","0%","9%","Cottingham, Judith E",""
"MATH","1010","7","Essen Math for Informed Soc","29%","36%","36%","0%","0%","0%","0%","0%","Xu, Honghai",""
"MATH","1020","1","Intro to Mathematical Analysis","11%","32%","21%","11%","26%","0%","0%","0%","Dranichak, Garrett M",""
"MATH","1020","2","Intro to Mathematical Analysis","11%","26%","16%","32%","11%","0%","0%","5%","Muir, Karyn K",""
"MATH","1020","3","Intro to Mathematical Analysis","11%","14%","14%","17%","37%","0%","0%","6%","Dandurand, Brian C",""
"MATH","1020","4","Intro to Mathematical Analysis","30%","5%","30%","20%","15%","0%","0%","0%","Burch, Caroline Lee",""
"MATH","1020","5","Intro to Mathematical Analysis","10%","29%","26%","5%","24%","0%","0%","7%","Davidson, Randy E",""
"MATH","1020","6","Intro to Mathematical Analysis","29%","29%","14%","0%","19%","0%","0%","10%","Stasikelis, Kara Ail",""
"MATH","1020","7","Intro to Mathematical Analysis","18%","23%","30%","18%","8%","0%","0%","5%","Walker, S Erwin",""
"MATH","1020","8","Intro to Mathematical Analysis","17%","24%","31%","10%","17%","0%","0%","2%","Stoddard, Allison K",""
"MATH","1020","9","Intro to Mathematical Analysis","26%","21%","12%","12%","24%","0%","0%","6%","Dandurand, Brian C",""
"MATH","1020","10","Intro to Mathematical Analysis","25%","14%","28%","8%","17%","0%","0%","8%","Davidson, Randy E",""
"MATH","1020","11","Intro to Mathematical Analysis","17%","29%","26%","9%","14%","0%","0%","6%","Davidson, Randy E",""
"MATH","1020","12","Intro to Mathematical Analysis","6%","19%","31%","13%","13%","0%","0%","19%","Lipman, Drew Jared",""
"MATH","1020","13","Intro to Mathematical Analysis","39%","17%","11%","6%","17%","0%","0%","11%","Cubre, Paul James",""
"MATH","1020","14","Intro to Mathematical Analysis","6%","17%","23%","23%","20%","0%","0%","11%","Dandurand, Brian C",""
"MATH","1040","1","MATH 1040: 001","0%","0%","0%","0%","0%","62%","31%","8%","Weerasena, Lakmali",""
"MATH","1040","2","MATH 1040: 002","0%","0%","0%","0%","0%","62%","31%","7%","Weerasena, Lakmali",""
"MATH","1050","400","MATH 1050: 400","0%","0%","0%","0%","0%","63%","35%","2%","Gallagher, Eliza Dar",""
"MATH","1060","1","Calculus of One Variable I","0%","36%","21%","7%","29%","0%","0%","7%","Anderson, Sarah Eliz",""
"MATH","1060","2","Calculus of One Variable I","5%","20%","25%","30%","20%","0%","0%","0%","Watson, Charity N",""
"MATH","1060","3","Calculus of One Variable I","4%","25%","25%","4%","21%","0%","0%","21%","Guest, Allen Anderso",""
"MATH","1060","4","Calculus of One Variable I","12%","4%","24%","16%","32%","0%","0%","12%","Guest, Allen Anderso",""
"MATH","1060","5","Calculus of One Variable I","9%","22%","25%","9%","25%","0%","0%","9%","Hanna, Marion L",""
"MATH","1060","6","Calculus of One Variable I","4%","18%","32%","18%","14%","0%","0%","14%","Reba, Marilyn",""
"MATH","1060","7","Calculus of One Variable I","5%","21%","42%","16%","16%","0%","0%","0%","Bandara, Damitha",""
"MATH","1060","8","Calculus of One Variable I","5%","30%","35%","10%","15%","0%","0%","5%","Bandara, Damitha",""
"MATH","1060","202","Calculus of One Variable I","32%","32%","11%","0%","16%","0%","0%","11%","Peterson, James K",""
"MATH","1070","1","Differen and Integral Calculus","16%","43%","18%","9%","11%","0%","0%","2%","Simms, Donna M",""
"MATH","1070","2","Differen and Integral Calculus","15%","57%","15%","7%","4%","0%","0%","2%","Simms, Donna M",""
"MATH","1070","3","Differen and Integral Calculus","23%","30%","38%","6%","2%","0%","0%","0%","Brown, Christy Jenki",""
"MATH","1070","4","Differen and Integral Calculus","33%","29%","22%","7%","2%","0%","0%","7%","Hanna, Jennifer Mari",""
"MATH","1070","5","Differen and Integral Calculus","36%","21%","28%","9%","6%","0%","0%","0%","Hanna, Jennifer Mari",""
"MATH","1070","6","Differen and Integral Calculus","26%","36%","26%","9%","4%","0%","0%","0%","Hanna, Jennifer Mari",""
"MATH","1080","1","Calculus of One Variable II","9%","20%","18%","7%","16%","0%","0%","31%","Johnson, Christa Con",""
"MATH","1080","2","Calculus of One Variable II","5%","24%","21%","3%","5%","0%","0%","42%","Johnson, Terri A",""
"MATH","1080","3","Calculus of One Variable II","18%","25%","11%","5%","18%","0%","0%","23%","Wilson, Anastasia Br",""
"MATH","1080","4","Calculus of One Variable II","4%","24%","20%","7%","13%","0%","0%","33%","Novick, Beth A",""
"MATH","1080","5","Calculus of One Variable II","9%","26%","24%","4%","0%","0%","0%","37%","Johnson, Terri A",""
"MATH","1080","6","Calculus of One Variable II","2%","29%","11%","9%","7%","0%","0%","42%","Novick, Beth A",""
"MATH","1080","7","Calculus of One Variable II","13%","26%","17%","9%","11%","0%","0%","24%","Burr, Meredith Nicol",""
"MATH","1080","8","Calculus of One Variable II","11%","22%","29%","2%","18%","0%","0%","18%","Johnson, Christa Con",""
"MATH","1080","9","Calculus of One Variable II","6%","36%","15%","11%","17%","0%","0%","15%","Chao, Shih-Wei",""
"MATH","1080","10","Calculus of One Variable II","2%","16%","27%","11%","16%","0%","0%","29%","Gupte, Akshay Sunil",""
"MATH","1080","11","Calculus of One Variable II","11%","24%","18%","9%","20%","0%","0%","18%","Buckingham, Patrick",""
"MATH","1080","12","Calculus of One Variable II","42%","27%","18%","2%","2%","0%","0%","9%","Zantout, Dania Moham",""
"MATH","1080","13","Calculus of One Variable II","7%","11%","20%","5%","36%","0%","0%","20%","Chenette, Nathan L",""
"MATH","1080","14","Calculus of One Variable II","9%","9%","21%","2%","9%","0%","0%","49%","Grotheer, Rachel Eli",""
"MATH","1080","15","Calculus of One Variable II","11%","19%","26%","6%","17%","0%","0%","22%","Black, Nathanael Dav",""
"MATH","1150","1","Contemp Math for Elem Teach I","90%","10%","0%","0%","0%","0%","0%","0%","Dogbey, James Kwame",""
"MATH","1160","1","Contemp Math for Elem Teach II","56%","31%","3%","9%","0%","0%","0%","0%","Stoddard, Allison K",""
"MATH","1160","2","Contemp Math for Elem Teach II","74%","22%","4%","0%","0%","0%","0%","0%","Stoddard, Allison K",""
"MATH","1990","400","MATH 1990: 400","0%","0%","0%","0%","0%","88%","7%","4%","Hanna, Marion L",""
"MATH","2030","1","Elemen Statistical Inference","62%","26%","5%","3%","3%","0%","0%","3%","Shick, Laura Jane",""
"MATH","2030","2","Elemen Statistical Inference","44%","23%","15%","13%","0%","0%","0%","5%","Shick, Laura Jane",""
"MATH","2030","3","Elemen Statistical Inference","71%","12%","7%","7%","0%","0%","0%","2%","Shick, Laura Jane",""
"MATH","2030","4","Elemen Statistical Inference","49%","29%","6%","6%","9%","0%","0%","3%","Wilson, Christopher",""
"MATH","2030","5","Elemen Statistical Inference","56%","17%","14%","8%","3%","0%","0%","3%","Carden, Stephen Wesl",""
"MATH","2030","6","Elemen Statistical Inference","60%","18%","13%","5%","3%","0%","0%","3%","Morgan, Dominique J",""
"MATH","2030","7","Elemen Statistical Inference","47%","47%","0%","0%","0%","0%","0%","5%","Liu, Yan",""
"MATH","2060","1","Calculus of Several Variables","10%","13%","17%","37%","23%","0%","0%","0%","Cox, Christopher L",""
"MATH","2060","2","Calculus of Several Variables","26%","59%","6%","3%","0%","0%","0%","6%","Kiessler, Peter C",""
"MATH","2060","3","Calculus of Several Variables","41%","16%","27%","5%","8%","0%","0%","3%","Johnson, Charles C",""
"MATH","2060","4","Calculus of Several Variables","29%","29%","35%","0%","3%","0%","0%","3%","Park, Chanseok",""
"MATH","2060","5","Calculus of Several Variables","43%","14%","29%","9%","6%","0%","0%","0%","Teitloff, Timothy Ch",""
"MATH","2060","6","Calculus of Several Variables","25%","34%","28%","3%","6%","0%","0%","3%","Poznanovikj, Svetlan",""
"MATH","2060","7","Calculus of Several Variables","32%","44%","21%","0%","3%","0%","0%","0%","Kiessler, Peter C",""
"MATH","2060","8","Calculus of Several Variables","18%","35%","24%","3%","15%","0%","0%","6%","Adelgren, Nathan Jos",""
"MATH","2060","9","Calculus of Several Variables","78%","17%","6%","0%","0%","0%","0%","0%","Schmoll, Martin Joha",""
