Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
,,,,,,,,,,,,,,,,Louise,
CPSC,4720,1,Software Devel Methodolg,87%,0%,7%,0%,7%,0%,0%,0%,0%,0%,0%,0%,"Rodeghero, Paige",
,,,,,,,,,,,,,,,,Anne,
CPSC,4820,1,Special Topics: Tang and E,80%,13%,0%,0%,7%,0%,0%,0%,0%,0%,0%,0%,"Ullmer, Brygg Anders",
CPSC,4820,2,Special Topic: Game Desig,85%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Freeman, Guo",
CPSC,4820,3,Special Topic: Computer Vi,75%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,"Duchowski, Andrew T",
CPSC,4890,1,Programming Team Semin,80%,15%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Dean, Brian",
,,,,,,,,,,,,,,,,Christopher,
CPSC,4910,1,Professional Issues II,78%,16%,4%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,4910,2,Professional Issues II,79%,11%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Herzog, Alexander",
,,,,,,,,,,,,,,,,Christoph,
CPSC,6050,1,Computer Graphics,57%,14%,7%,0%,0%,0%,0%,21%,0%,0%,0%,0%,"Tessendorf, Jerry A.",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Friday, September 10, 2021",,,,,,,,,,,,,,,,Page 36 of 146,
Grades Report for 202101,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,6110,1,Virtual Reality Systems,60%,30%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Robb, Andrew C",
CPSC,6160,1,2-D Game Engine Construc,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Zordan, Victor B",
CPSC,6300,1,Applied Data Science,76%,18%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Herzog, Alexander",
,,,,,,,,,,,,,,,,Christoph,
CPSC,6430,1,Machine Learning: Impl &,89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hodges, Larry F",
CPSC,6620,1,Database Management Sys,33%,58%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wang, Zijun",
CPSC,6810,311,MSCS Ready: Module 3,78%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kraemer, Eileen",
,,,,,,,,,,,,,,,,Theresa,
CPSC,6810,312,MSCS Ready: Module 4,38%,38%,13%,0%,13%,0%,0%,0%,0%,0%,0%,0%,"Kraemer, Eileen",
,,,,,,,,,,,,,,,,Theresa,
CPSC,6820,1,Spec Topic: Tangi and Emb,40%,30%,20%,0%,0%,0%,0%,0%,10%,0%,0%,0%,"Ullmer, Brygg Anders",
CPSC,6820,3,Special Topic: Computer Vi,71%,0%,0%,0%,0%,0%,0%,29%,0%,0%,0%,0%,"Duchowski, Andrew T",
CPSC,8050,1,Adv Comp Graphics,29%,57%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,"Dhillon, Daljit Singh",
CPSC,8190,1,Physically Based Visual Eff,33%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Tessendorf, Jerry A.",
CPSC,8270,1,Translation of Progr Langu,82%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ge, Rong",
CPSC,8400,1,Design & Anlys of Algorith,13%,19%,34%,0%,28%,0%,0%,6%,0%,0%,0%,0%,"Dean, Brian",
,,,,,,,,,,,,,,,,Christopher,
CPSC,8430,1,Deep Learning,81%,12%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Luo, Feng",
CPSC,8520,1,Internetworking,75%,13%,0%,0%,13%,0%,0%,0%,0%,0%,0%,0%,"Martin, James J",
CPSC,8650,1,Data Mining,41%,33%,15%,0%,4%,0%,0%,7%,0%,0%,0%,0%,"Wang, Zijun",
CPSC,8810,1,Select Topic: Deep Reinfor,39%,17%,44%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Karamouzas, Ioannis",
CPSC,9500,1,School of Computing Semi,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Rodeghero, Paige",
,,,,,,,,,,,,,,,,Anne,
CPSC,9500,7,New PhD Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Sorber, Jacob M",
CPSC,9910,5,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Cheng, Long",
CPSC,9910,6,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Dean, Brian",
,,,,,,,,,,,,,,,,Christopher,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Friday, September 10, 2021",,,,,,,,,,,,,,,,Page 37 of 146,
Grades Report for 202101,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,9910,23,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Luo, Feng",
CRP,2010,1,"Cities, Technology and Soci",33%,47%,3%,0%,7%,0%,0%,10%,0%,0%,0%,0%,"Morris, Eric A",
CRP,8090,1,Current Issues in Planning,38%,46%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Nocks, Barry C",
CSM,1000,1,Intro to Construct,87%,0%,7%,0%,7%,0%,0%,0%,0%,0%,0%,0%,"Fuduric, Thomas",
,,,,,,,,,,,,,,,,George,
CSM,2010,1,Structures I,20%,27%,0%,33%,7%,0%,0%,13%,0%,0%,0%,0%,"Clarke, Shima N",
CSM,2030,401,Mats & Meth of Const,36%,38%,15%,5%,0%,0%,0%,5%,0%,0%,0%,0%,"Lucas, Jason D",
CSM,2040,1,Cont Documents,67%,25%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Coffey, Robert",
,,,,,,,,,,,,,,,,Dawson,
CSM,2040,2,Cont Documents,48%,36%,12%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Coffey, Robert",
,,,,,,,,,,,,,,,,Dawson,
CSM,2050,1,Mats & Methods II,37%,47%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gajjar, Dhaval R",
CSM,2050,401,Mats & Methods II,22%,70%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gajjar, Dhaval R",
CSM,2060,2,Construction Science Work,58%,42%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gauthier, Richard",
,,,,,,,,,,,,,,,,William,
CSM,2070,1,Construction Industry Semi,64%,25%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fuduric, Thomas",
,,,,,,,,,,,,,,,,George,
CSM,3040,1,Environmental Systems I,63%,28%,3%,6%,0%,0%,0%,0%,0%,0%,0%,0%,"Burgett, Joseph",
,,,,,,,,,,,,,,,,Michael,
CSM,3050,1,Environmental Systems II,17%,40%,31%,6%,6%,0%,0%,0%,0%,0%,0%,0%,"Burgett, Joseph",
,,,,,,,,,,,,,,,,Michael,
CSM,3060,1,Emerging Tech in Construc,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Harnish",
CSM,3060,401,Emerging Tech in Construc,50%,27%,12%,4%,8%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Harnish",
CSM,3070,1,Sustainable Construction,69%,29%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Harnish",
CSM,3070,2,Sustainable Construction,59%,35%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Harnish",
CSM,3510,1,Construction Estimating,27%,45%,9%,7%,9%,0%,0%,2%,0%,0%,0%,0%,"Mousavi Rizi, Seyed",
,,,,,,,,,,,,,,,,Ehsan,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Friday, September 10, 2021",,,,,,,,,,,,,,,,Page 38 of 146,
Grades Report for 202101,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CSM,3520,1,Const Scheduling,41%,41%,14%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Townsend, Craig N",
CSM,3520,2,Const Scheduling,62%,27%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Bausman, Dennis C",
CSM,3530,1,Const Estimating II,36%,60%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Mousavi Rizi, Seyed",
,,,,,,,,,,,,,,,,Ehsan,
CSM,3530,2,Const Estimating II,67%,29%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Harden, Anthony",
,,,,,,,,,,,,,,,,Dwayne,
CSM,4110,401,Safety in Bldg Const,77%,15%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,"Corley, Nicholas L",
CSM,4500,1,Construction Internship,79%,11%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Jackson, Nathaniel M",
CSM,4530,1,Const Proj Mgmt,33%,60%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Bausman, Dennis C",
CSM,4530,401,Const Proj Mgmt,40%,40%,10%,0%,10%,0%,0%,0%,0%,0%,0%,0%,"Malone, Bryan W",
CSM,4540,1,Construction Capstone,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Vivek",
CSM,4610,1,Const Econ Seminar,58%,42%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Nove-Josserand,",
,,,,,,,,,,,,,,,,Catherine Jackson,
CSM,4610,401,Const Econ Seminar,80%,10%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Nove-Josserand,",
,,,,,,,,,,,,,,,,Catherine Jackson,
CSM,8330,401,Fundam of Integr Prog Del,83%,13%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Clarke, Shima N",
CSM,8600,1,Constr Finan Plan & Analys,38%,63%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Nove-Josserand,",
,,,,,,,,,,,,,,,,Catherine Jackson,
CSM,8600,401,Constr Finan Plan & Analys,50%,30%,10%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Nove-Josserand,",
,,,,,,,,,,,,,,,,Catherine Jackson,
CSM,8900,1,Directed Studies:Subcon R,40%,60%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gajjar, Dhaval R",
CU,1000,1,Clemson Connect,0%,0%,0%,0%,0%,68%,31%,1%,0%,0%,0%,0%,"Whorton, Susan S",
CU,1000,14,Clemson Connect,0%,0%,0%,0%,0%,43%,53%,4%,0%,0%,0%,0%,"Whorton, Susan S",
CU,1010,1,Univ Success Skills,50%,20%,10%,0%,10%,0%,0%,10%,0%,0%,0%,0%,"Oonk, Valerie Kay",
CU,1010,2,Univ Success Skills,80%,0%,10%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Neel, Catherine",
,,,,,,,,,,,,,,,,Maroska,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Friday, September 10, 2021",,,,,,,,,,,,,,,,Page 39 of 146,
Grades Report for 202101,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CU,1010,3,Univ Success Skills,59%,14%,0%,5%,14%,0%,0%,5%,5%,0%,0%,0%,"Babb, Bryn",
,,,,,,,,,,,,,,,,Zimmermann,
CU,1010,7,Univ Success Skills,48%,19%,5%,10%,14%,0%,0%,5%,0%,0%,0%,0%,"Babb, Bryn",
,,,,,,,,,,,,,,,,Zimmermann,
CU,1110,1,Intro Supplemental Instruc,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Anderson, Rachel K",
CU,1110,5,Intro Supplemental Instruc,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Anderson, Rachel K",
DPA,3070,1,Method 3d Production,46%,8%,12%,0%,15%,0%,0%,19%,0%,0%,0%,0%,"Florencio Da Costa,",
,,,,,,,,,,,,,,,,Rodney,
DPA,4020,1,Visual Found of Digital Pro,60%,20%,10%,0%,10%,0%,0%,0%,0%,0%,0%,0%,"Summey, Anthony K",
DPA,4030,1,Vis Foundations II,29%,53%,6%,0%,6%,0%,0%,6%,0%,0%,0%,0%,"Summey, Anthony K",
DPA,8080,1,Artistic Character Animatio,75%,13%,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,"Donar, David Stewart",
DPA,8150,1,Special Effects Compositin,63%,38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Patterson, Eric K",
DPA,8150,843,Special Effects Compositin,43%,57%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Patterson, Eric K",
DPA,8600,1,Production Studio,57%,14%,14%,0%,14%,0%,0%,0%,0%,0%,0%,0%,"Tessendorf, Jerry A.",
DPA,8910,8,MFA Thesis Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Patterson, Eric K",
DSA,8420,401,Adv Mathematical Progra,60%,32%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Saltzman, Matthew J",
ECAS,1990,101,CI LeadForward I,82%,0%,0%,0%,9%,0%,0%,9%,0%,0%,0%,0%,"Putman, Bradley J",
ECAS,4990,101,CI LEAD Forward IV,89%,0%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,"Putman, Bradley J",
ECE,2010,1,Logic and Computing Devic,30%,25%,23%,10%,5%,0%,0%,8%,0%,0%,0%,0%,"Zhu, Lin",
ECE,2020,1,Electric Circuits I,13%,32%,25%,5%,19%,0%,0%,6%,0%,0%,0%,0%,"Harrell, William R",
ECE,2070,1,Basic Electrical Engineering,32%,27%,16%,10%,9%,0%,0%,6%,0%,0%,0%,0%,"Osterberg, Jeffrey",
,,,,,,,,,,,,,,,,Andrew,
ECE,2070,2,Basic Electrical Engineering,43%,36%,14%,4%,1%,0%,0%,2%,0%,0%,0%,0%,"Raza, Tehseen Z",
ECE,2070,3,Basic Electrical Engineering,50%,25%,21%,3%,1%,0%,0%,0%,0%,0%,0%,0%,"Anglea, Timothy B",
ECE,2080,1,Basic Electrical Engr Lab,86%,10%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Friday, September 10, 2021",,,,,,,,,,,,,,,,Page 40 of 146,
Grades Report for 202101,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ECE,2080,2,Basic Electrical Engr Lab,89%,0%,5%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2080,3,Basic Electrical Engr Lab,85%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2080,5,Basic Electrical Engr Lab,80%,10%,0%,0%,5%,0%,0%,5%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2080,7,Basic Electrical Engr Lab,45%,20%,0%,5%,15%,0%,0%,15%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2080,10,Basic Electrical Engr Lab,60%,25%,5%,0%,5%,0%,0%,5%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2080,11,Basic Electrical Engr Lab,80%,15%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2080,12,Basic Electrical Engr Lab,90%,5%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2080,17,Basic Electrical Engr Lab,88%,0%,6%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2080,18,Basic Electrical Engr Lab,84%,5%,0%,5%,0%,0%,0%,5%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2080,19,Basic Electrical Engr Lab,90%,5%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2090,1,Logic & Computing Devices,80%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2090,3,Logic & Computing Devices,60%,0%,10%,0%,10%,0%,0%,20%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2090,4,Logic & Computing Devices,70%,10%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2110,3,Elec Engr Lab I,56%,6%,6%,6%,17%,0%,0%,11%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Friday, September 10, 2021",,,,,,,,,,,,,,,,Page 41 of 146,
Grades Report for 202101,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ECE,2110,4,Elec Engr Lab I,42%,8%,8%,17%,8%,0%,0%,17%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2120,4,Electrical Engineering Lab I,69%,15%,0%,0%,0%,0%,0%,15%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2120,6,Electrical Engineering Lab I,67%,6%,17%,0%,6%,0%,0%,6%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2120,7,Electrical Engineering Lab I,64%,7%,0%,0%,7%,0%,0%,21%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2120,9,Electrical Engineering Lab I,78%,6%,0%,0%,6%,0%,0%,11%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2220,1,Syst Prog Concept,9%,38%,17%,6%,19%,0%,0%,11%,0%,0%,0%,0%,"Yu, Lu",
ECE,2230,1,Comp Sys Eng,16%,21%,19%,12%,12%,0%,0%,21%,0%,0%,0%,0%,"Calhoun, Jon",
,,,,,,,,,,,,,,,,Cameron,
ECE,2620,1,Electric Circuits II,35%,31%,15%,4%,8%,0%,0%,7%,0%,0%,0%,0%,"Raza, Hassan",
ECE,2620,2,Elec Circuits II (HON),63%,19%,0%,0%,0%,0%,0%,19%,0%,0%,0%,0%,"Raza, Tehseen Z",H
ECE,2720,1,Comp Organization,30%,37%,20%,7%,5%,0%,0%,1%,0%,0%,0%,0%,"Reid, William J",
ECE,2730,1,Computer Organization La,61%,22%,11%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2730,2,Computer Organization La,56%,28%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2730,4,Computer Organization La,61%,28%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2730,5,Computer Organization La,72%,28%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,2730,6,Computer Organization La,79%,11%,5%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,3110,2,Electrical Engineering Lab I,82%,6%,6%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Friday, September 10, 2021",,,,,,,,,,,,,,,,Page 42 of 146,
Grades Report for 202101,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ECE,3110,3,Electrical Engineering Lab I,88%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,3110,4,Electrical Engineering Lab I,80%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,3120,1,Electrical Engineering Lab I,52%,13%,9%,9%,17%,0%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,3120,3,Electrical Engineering Lab I,64%,9%,0%,5%,9%,0%,0%,14%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,3170,1,Rand Signal Analysis,39%,29%,22%,4%,0%,0%,0%,6%,0%,0%,0%,0%,"Hubbard, Stephen J",
ECE,3200,1,Electronics I,22%,34%,20%,11%,8%,0%,0%,5%,0%,0%,0%,0%,"Hubbard, Stephen J",
ECE,3210,1,Electronics II,58%,31%,8%,0%,2%,0%,0%,2%,0%,0%,0%,0%,"Hubbard, Stephen J",
ECE,3220,1,Intro Operating Sys,25%,31%,19%,6%,19%,0%,0%,0%,0%,0%,0%,0%,"Sorber, Jacob M",
ECE,3220,2,Intro Operating Sys,50%,35%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Smotherman, Mark K",
ECE,3270,1,Dig Comp Design,25%,30%,16%,0%,7%,0%,0%,18%,5%,0%,0%,0%,"Lao, Yingjie",
ECE,3300,1,Signals & Systems,15%,14%,28%,11%,20%,0%,0%,12%,0%,0%,0%,0%,"Baum, Carl W",
ECE,3520,1,Programming Systems,86%,8%,3%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Ligon, Walter B",
ECE,3600,1,Elect Power Engr,45%,22%,22%,2%,8%,0%,0%,2%,0%,0%,0%,0%,"Collins, Edward R",
ECE,3710,1,Microcontr Interface,30%,38%,18%,4%,8%,0%,0%,1%,0%,0%,0%,0%,"Reid, William J",
ECE,3720,3,Micro Int Lab,50%,25%,0%,8%,0%,0%,0%,17%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,3720,4,Micro Int Lab,73%,0%,9%,0%,0%,0%,0%,18%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,3720,5,Micro Int Lab,85%,8%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,3720,7,Micro Int Lab,75%,8%,8%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,3800,1,Electromagnetics,10%,15%,26%,13%,31%,0%,0%,4%,0%,0%,0%,0%,"Martin, Anthony Q",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Friday, September 10, 2021",,,,,,,,,,,,,,,,Page 43 of 146,
Grades Report for 202101,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ECE,3810,1,Field Waves & Ckts,58%,43%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Johnson, Eric Gordon",
ECE,4090,1,Intr to Linear Control Syste,43%,32%,16%,0%,5%,0%,0%,3%,0%,0%,0%,0%,"Groff, Richard E",
ECE,4160,1,Smart Grid,24%,71%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Venayagamoorthy,",
,,,,,,,,,,,,,,,,Ganesh Kumar,
ECE,4190,1,Elec Mach and Drives,67%,5%,10%,5%,5%,0%,0%,10%,0%,0%,0%,0%,"Edrington,",
,,,,,,,,,,,,,,,,Christopher Shannon,
ECE,4200,1,Renewable Energy,25%,50%,6%,13%,0%,0%,0%,6%,0%,0%,0%,0%,"Enslin, Johan",
,,,,,,,,,,,,,,,,Heinrich Richter,
ECE,4270,1,Communication Systems,52%,39%,4%,2%,2%,0%,0%,2%,0%,0%,0%,0%,"Guo, Linke",
ECE,4380,1,Computer Commun,18%,9%,18%,14%,5%,0%,0%,36%,0%,0%,0%,0%,"Yu, Lu",
ECE,4400,1,Local Computer Nets,64%,23%,8%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Russell, Harlan B",
ECE,4680,1,Embedded Computing,79%,7%,3%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Hoover, Adam W",
ECE,4710,1,Electrific of Transportation,94%,3%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Singh, Rajendra",
ECE,4930,2,Silicon Photonic ICs,83%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,"Ryckman, Judson",
,,,,,,,,,,,,,,,,Douglas,
ECE,4950,1,Int Sys Design I,70%,26%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Kapadia, Apoorva",
,,,,,,,,,,,,,,,,Deepak,
ECE,4960,1,Int Sys Design II,77%,19%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Raza, Hassan",
ECE,6160,1,Smart Grid,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Venayagamoorthy,",
,,,,,,,,,,,,,,,,Ganesh Kumar,
ECE,6380,1,Computer Commun,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Yu, Lu",
