Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ACCT,2020,8,Managerial Accounting Concepts,16%,23%,37%,9%,0%,0%,9%,5%,"Davis-Culler, Phebia",
ACCT,2020,401,Managerial Accounting Concepts,28%,35%,22%,4%,1%,0%,0%,11%,"Anderson, Henry K.",
ACCT,2900,1,Special Topics - Soft Skills,91%,9%,0%,0%,0%,0%,0%,0%,"Mendonca, Michael R",
ACCT,3030,1,Cost Accounting,38%,31%,28%,3%,0%,0%,0%,0%,"Mammadov, Babak",
ACCT,3030,2,Cost Accounting,29%,37%,29%,5%,0%,0%,0%,0%,"Mammadov, Babak",
ACCT,3030,3,Cost Accounting,12%,36%,36%,6%,3%,0%,0%,6%,"Garrett, Jace B",
ACCT,3030,4,Cost Accounting,33%,25%,33%,3%,3%,0%,0%,3%,"Garrett, Jace B",
ACCT,3030,5,Cost Accounting,28%,44%,8%,11%,0%,0%,0%,8%,"Garrett, Jace B",
ACCT,3110,1,Intermediate Financial Acct I,14%,29%,18%,11%,21%,0%,0%,7%,"Hawkins, Erin Michel",
ACCT,3110,2,Intermediate Financial Acct I,19%,31%,23%,8%,15%,0%,0%,4%,"Hawkins, Erin Michel",
ACCT,3110,3,Intermediate Financial Acct I,23%,26%,32%,3%,3%,0%,0%,13%,"Donnelly, Amy Meliss",
ACCT,3110,4,Intermediate Financial Acct I,28%,38%,22%,9%,0%,0%,0%,3%,"Donnelly, Amy Meliss",
ACCT,3110,5,Intermediate Financial Acct I,10%,42%,35%,3%,0%,0%,0%,10%,"Goodson, Brian Matth",
ACCT,3110,6,Intermediate Financial Acct I,17%,23%,37%,7%,0%,0%,0%,17%,"Goodson, Brian Matth",
ACCT,3110,401,Intermediate Financial Acct I,32%,22%,20%,2%,5%,0%,0%,20%,"Anderson, Henry K.",
ACCT,3120,1,Intermediate Financial Acct II,16%,21%,32%,11%,5%,0%,0%,16%,"Vinson, Jeremy Micha",
ACCT,3120,2,Intermediate Financial Acct II,35%,26%,29%,6%,0%,0%,0%,3%,"Vinson, Jeremy Micha",
ACCT,3120,3,Intermediate Financial Acct II,41%,45%,10%,0%,0%,0%,0%,3%,"Knause, Terry Daniel",
ACCT,3120,4,Intermediate Financial Acct II,29%,53%,12%,0%,3%,0%,0%,3%,"Knause, Terry Daniel",
ACCT,3120,5,Intermediate Financial Acct II,14%,48%,29%,0%,0%,0%,0%,10%,"Knause, Terry Daniel",
ACCT,3120,6,Intermediate Financial Acct II,32%,42%,16%,0%,3%,0%,0%,6%,"Knause, Terry Daniel",
ACCT,3120,101,Intermed Fin Acct II (HON),67%,25%,8%,0%,0%,0%,0%,0%,"Knause, Terry Daniel",H
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 2 of 119,
Grades Report for 201901,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ACCT,3130,1,Intermediate Fin Acct III,24%,50%,24%,0%,0%,0%,0%,2%,"Madray, J Russell",
ACCT,3130,2,Intermediate Fin Acct III,22%,44%,20%,10%,2%,0%,0%,2%,"Madray, J Russell",
ACCT,3130,3,Intermediate Fin Acct III,38%,43%,17%,2%,0%,0%,0%,0%,"Madray, J Russell",
ACCT,3130,4,Intermediate Fin Acct III,45%,42%,9%,3%,0%,0%,0%,0%,"Madray, J Russell",
ACCT,3130,101,Intermed Fin Acct III (HON),78%,22%,0%,0%,0%,0%,0%,0%,"Madray, J Russell",H
ACCT,3220,1,Accounting Information Systems,8%,25%,38%,8%,4%,0%,0%,17%,"Maiberger, Philip A",
ACCT,3220,2,Accounting Information Systems,4%,48%,30%,9%,4%,0%,0%,4%,"Maiberger, Philip A",
ACCT,3220,3,Accounting Information Systems,21%,38%,25%,8%,4%,0%,0%,4%,"Maiberger, Philip A",
ACCT,3220,4,Accounting Information Systems,10%,38%,29%,0%,0%,0%,10%,14%,"Maiberger, Philip A",
ACCT,4040,1,Individual Taxation,45%,36%,12%,6%,0%,0%,0%,0%,"Martin, Sarah L",
ACCT,4040,2,Individual Taxation,38%,35%,18%,5%,3%,0%,0%,3%,"Martin, Sarah L",
ACCT,4040,3,Individual Taxation,24%,53%,16%,5%,0%,0%,0%,3%,"Birtwistle, Lisa Whe",
ACCT,4040,4,Individual Taxation,27%,27%,27%,16%,3%,0%,0%,0%,"Birtwistle, Lisa Whe",
ACCT,4040,101,Individual Taxation (HON),88%,13%,0%,0%,0%,0%,0%,0%,"Martin, Sarah L",H
ACCT,4100,1,Reporting and Mgmt Control Sys,62%,31%,7%,0%,0%,0%,0%,0%,"Kennedy, Frances A",
ACCT,4100,2,Reporting and Mgmt Control Sys,79%,18%,4%,0%,0%,0%,0%,0%,"Kennedy, Frances A",
ACCT,4100,3,Reporting and Mgmt Control Sys,33%,50%,13%,3%,0%,0%,0%,0%,"McPhee, Gregory Patr",
ACCT,4150,1,Auditing,8%,42%,44%,6%,0%,0%,0%,0%,"Hollingsworth, Carl",
ACCT,4150,2,Auditing,26%,31%,28%,15%,0%,0%,0%,0%,"Hollingsworth, Carl",
ACCT,8520,1,Fin Acct Theory/Res,13%,52%,32%,0%,3%,0%,0%,0%,"Welton, Ralph Edward",
ACCT,8520,2,Fin Acct Theory/Res,28%,59%,14%,0%,0%,0%,0%,0%,"Welton, Ralph Edward",
ACCT,8540,1,Prof Responsibility,30%,70%,0%,0%,0%,0%,0%,0%,"Radtke, Robin R",
ACCT,8540,2,Prof Responsibility,58%,39%,3%,0%,0%,0%,0%,0%,"Radtke, Robin R",
ACCT,8540,3,Prof Responsibility,60%,40%,0%,0%,0%,0%,0%,0%,"Radtke, Robin R",
ACCT,8620,1,Financial Auditing,47%,53%,0%,0%,0%,0%,0%,0%,"Harp, Nancy Lee",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 3 of 119,
Grades Report for 201901,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ACCT,8620,2,Financial Auditing,68%,32%,0%,0%,0%,0%,0%,0%,"Harp, Nancy Lee",
ACCT,8710,1,Corporate Taxation,30%,61%,9%,0%,0%,0%,0%,0%,"Dalton, Derek W.",
ACCT,8710,2,Corporate Taxation,49%,44%,8%,0%,0%,0%,0%,0%,"Dalton, Derek W.",
ACCT,8710,3,Corporate Taxation,46%,43%,11%,0%,0%,0%,0%,0%,"Dalton, Derek W.",
ACCT,8730,1,Intl/Spec Tax Topic,48%,39%,13%,0%,0%,0%,0%,0%,"Kisska-Schulze, Kath",
ACCT,8740,1,Tax Aspects of Finan Planning,41%,59%,0%,0%,0%,0%,0%,0%,"Jahn, Judson R",
AGED,1000,1,Orientation & Field Experience,72%,17%,0%,0%,6%,0%,0%,6%,"Fravel, Philip M",
AGED,2030,1,Teaching Agriscience,38%,54%,0%,0%,0%,0%,0%,8%,"DiBenedetto, Catheri",
AGED,8890,1,Intro to Res in Ed,80%,20%,0%,0%,0%,0%,0%,0%,"Byrd, Alex P",
AGM,2050,1,Prin of Fabrication,29%,42%,11%,5%,8%,0%,0%,5%,"Massey, Hunter F",
AGM,2060,1,Machinery Mgt,28%,48%,12%,4%,4%,0%,0%,4%,"Massey, Hunter F",
AGM,2200,1,Calc for Mechanized Agricult,37%,34%,21%,5%,0%,0%,0%,3%,"Turner, Aaron Paul",
AGM,2210,1,Land Measurements,60%,26%,13%,1%,0%,0%,0%,0%,"Hammond, Robert Gord",
AGM,2210,1,Land Measurements,60%,26%,13%,1%,0%,0%,0%,0%,"Privette, Charles V",
AGM,4020,1,Irrigation System Design,26%,51%,23%,0%,0%,0%,0%,0%,"Privette, Charles V",
AGM,4100,1,Precision Ag Tech,36%,43%,15%,6%,0%,0%,0%,0%,"Massey, Hunter F",
AGM,4520,1,Mobile Power,50%,39%,5%,0%,3%,0%,0%,3%,"Koc, Ali Bulent",
AGM,4720,1,Capstone,68%,28%,4%,0%,0%,0%,0%,0%,"Chastain, John P",
AGRB,2020,1,Agricultural Economics,34%,37%,14%,8%,7%,0%,0%,0%,"Apperson, George P",
AGRB,2050,1,Agriculture and Society,18%,48%,22%,6%,3%,0%,0%,3%,"Apperson, George P",
AGRB,3080,1,Quant Agribusiness Analysis I,15%,42%,18%,15%,3%,0%,0%,6%,"Zhang, Lisha",
AGRB,3190,1,Agribusiness Management,20%,19%,30%,16%,4%,0%,0%,11%,"Vassalos, Michael",
AGRB,3510,1,Prin of Agricultural Sales Mgt,6%,50%,38%,3%,3%,0%,0%,0%,"Apperson, George P",
AGRB,3570,1,Natural Resources Economics,21%,23%,36%,17%,0%,0%,0%,2%,"Willis, David Brian",
AGRB,4020,1,Production Economics,23%,38%,0%,31%,0%,0%,0%,8%,"Vassalos, Michael",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 4 of 119,
Grades Report for 201901,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
AGRB,4080,1,Quant Agribusiness Analysis II,42%,33%,21%,2%,2%,0%,0%,0%,"Zhang, Lisha",
AGRB,4560,1,Prices,43%,40%,12%,5%,0%,0%,0%,0%,"Bolotova, Yuliya Val",
AL,3490,400,Principles of Coaching,71%,21%,8%,0%,0%,0%,0%,0%,"Cadorette, Deborah J",
AL,3490,401,Principles of Coaching,61%,29%,11%,0%,0%,0%,0%,0%,"Cadorette, Deborah J",
AL,3490,402,Principles of Coaching,70%,11%,4%,4%,4%,0%,0%,7%,"Mezzanotte, Frank P",
AL,3490,403,Principles of Coaching,60%,28%,4%,8%,0%,0%,0%,0%,"Connor, Clyde Keith",
AL,3490,404,Principles of Coaching,89%,7%,4%,0%,0%,0%,0%,0%,"Whitrow, Nicholas Ph",
AL,3490,406,Principles of Coaching,60%,28%,8%,0%,0%,0%,0%,4%,"Plumblee, John T",
AL,3490,407,Principles of Coaching,72%,12%,16%,0%,0%,0%,0%,0%,"Plumblee, John T",
AL,3490,408,Principles of Coaching,84%,4%,8%,0%,0%,0%,0%,4%,"Whitrow, Nicholas Ph",
AL,3490,409,Principles of Coaching,88%,8%,0%,0%,4%,0%,0%,0%,"Whitrow, Nicholas Ph",
AL,3490,410,Principles of Coaching,81%,15%,4%,0%,0%,0%,0%,0%,"Fry, Edmond H",
AL,3500,400,Sci Basis I/Ex Phy,20%,24%,28%,20%,4%,0%,0%,4%,"Godfrey, Michael G",
AL,3500,401,Sci Basis I/Ex Phy,19%,26%,33%,15%,4%,0%,0%,4%,"Godfrey, Michael G",
AL,3520,400,Kinesiology,27%,13%,0%,20%,20%,0%,0%,20%,"Colbert, Isaac Sean",
AL,3530,400,Athletic Injuries,12%,32%,48%,4%,4%,0%,0%,0%,"Colbert, Isaac Sean",
AL,3530,401,Athletic Injuries,16%,32%,40%,8%,4%,0%,0%,0%,"Colbert, Isaac Sean",
AL,3600,400,Hgh Sch Athl Ethical/Legal Iss,36%,36%,24%,4%,0%,0%,0%,0%,"Connor, Clyde Keith",
AL,3610,400,Admin/Org of Athletic Programs,81%,15%,4%,0%,0%,0%,0%,0%,"Oates, Henry C.",
AL,3610,401,Admin/Org of Athletic Programs,78%,19%,4%,0%,0%,0%,0%,0%,"Oates, Henry C.",
AL,3610,402,Admin/Org of Athletic Programs,83%,8%,4%,0%,4%,0%,0%,0%,"Oates, Henry C.",
AL,3620,400,Psychology of Coaching,24%,36%,32%,0%,4%,0%,0%,4%,"Carter, Natalie Anne",
AL,3620,401,Psychology of Coaching,36%,36%,20%,4%,0%,0%,0%,4%,"Carter, Natalie Anne",
AL,3620,402,Psychology of Coaching,38%,25%,29%,0%,4%,0%,0%,4%,"Carter, Natalie Anne",
AL,3710,400,Coaching Baseball,55%,30%,5%,0%,0%,0%,0%,10%,"Cadorette, Deborah J",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 5 of 119,
Grades Report for 201901,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
AL,3720,400,Coaching Basketball,72%,12%,8%,4%,4%,0%,0%,0%,"Fry, Edmond H",
AL,3740,400,Coaching Football,48%,24%,20%,8%,0%,0%,0%,0%,"Fry, Edmond H",
AL,3750,400,Coaching Soccer,72%,24%,0%,0%,0%,0%,0%,4%,"Cadorette, Deborah J",
AL,3760,400,Coaching Strength/Conditioning,56%,19%,19%,4%,0%,0%,0%,4%,"Fry, Edmond H",
AL,3760,401,Coaching Strength/Conditioning,58%,21%,8%,0%,8%,0%,0%,4%,"Fry, Edmond H",
AL,4380,401,Officiating in Athl Leadership,68%,16%,8%,4%,4%,0%,0%,0%,"Connor, Clyde Keith",
AL,4380,403,Social Issues,85%,15%,0%,0%,0%,0%,0%,0%,"Soles, Misty B",
AL,4490,400,Athlete Beliefs,41%,30%,15%,15%,0%,0%,0%,0%,"Cadorette, Deborah J",
AL,4490,401,Athlete Beliefs,58%,21%,8%,4%,8%,0%,0%,0%,"Cadorette, Deborah J",
AL,8380,400,Intercoll Ath Personnel Mgm,85%,7%,4%,0%,4%,0%,0%,0%,"Young, Kyle McLendon",
AL,8530,400,Legal Iss in Intercoll Athlet,81%,15%,0%,0%,0%,0%,0%,4%,"Soles, Misty B",
AL,8630,400,Socio Dynam in Intercol Athlet,60%,32%,4%,0%,0%,0%,0%,4%,"Godfrey, Michael G",
AL,8630,401,Socio Dynam in Intercol Athlet,58%,26%,11%,0%,5%,0%,0%,0%,"Godfrey, Michael G",
AL,8640,400,Ethical Iss in Collegiate Athl,85%,11%,4%,0%,0%,0%,0%,0%,"Magette, Janna There",
AL,8640,401,Ethical Iss in Collegiate Athl,69%,19%,8%,0%,0%,0%,0%,4%,"Magette, Janna There",
AL,8700,400,Intercoll Athletics Finance,84%,12%,0%,0%,0%,0%,0%,4%,"Soles, Misty B",
AL,8700,401,Intercoll Athletics Finance,87%,7%,0%,0%,7%,0%,0%,0%,"Soles, Misty B",
ANTH,2010,1,Introduction to Anthropology,36%,56%,7%,0%,0%,0%,0%,1%,"Markus, David M",
ANTH,2010,2,Introduction to Anthropology,25%,64%,7%,1%,0%,0%,0%,2%,"Markus, David M",
ANTH,2010,3,Introduction to Anthropology,46%,32%,5%,4%,4%,0%,0%,11%,"Rapaport, Lisa G",
ANTH,2010,4,Introduction to Anthropology,47%,31%,14%,3%,2%,0%,0%,3%,"Wu, Yi",
ANTH,3010,1,Cultural Anthropology,7%,32%,43%,14%,0%,0%,4%,0%,"Coggeshall, John M",
ANTH,3250,1,The Anthropology of Food,33%,24%,14%,0%,0%,0%,0%,29%,"Wu, Yi",
ANTH,3310,1,Archaeology,71%,26%,3%,0%,0%,0%,0%,0%,"Markus, David M",
ANTH,4040,1,Anthropological Theories,27%,55%,18%,0%,0%,0%,0%,0%,"Coggeshall, John M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 6 of 119,
Grades Report for 201901,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ANTH,4800,1,Business Anthropology,77%,23%,0%,0%,0%,0%,0%,0%,"Vogel, Melissa A",
ARCH,1510,1,Arch Communication,36%,50%,7%,0%,0%,0%,0%,7%,"Hambright-Belue, Sal",
ARCH,1510,2,Arch Communication,31%,44%,25%,0%,0%,0%,0%,0%,"Hambright-Belue, Sal",
ARCH,1510,2,Arch Communication,31%,44%,25%,0%,0%,0%,0%,0%,"Silance, Robert T",
ARCH,1510,3,Arch Communication,57%,21%,0%,7%,7%,0%,0%,7%,"Hambright-Belue, Sal",
ARCH,1510,3,Arch Communication,57%,21%,0%,7%,7%,0%,0%,7%,"Mendez, Clarissa A",
ARCH,1510,4,Arch Communication,20%,60%,13%,7%,0%,0%,0%,0%,"Schafer, George J",
ARCH,1510,4,Arch Communication,20%,60%,13%,7%,0%,0%,0%,0%,"Hambright-Belue, Sal",
ARCH,1510,5,Arch Communication,40%,40%,7%,7%,0%,0%,0%,7%,"Hambright-Belue, Sal",
ARCH,1510,5,Arch Communication,40%,40%,7%,7%,0%,0%,0%,7%,"Terim, Berrin",
ARCH,1510,6,Arch Communication,71%,21%,7%,0%,0%,0%,0%,0%,"Hambright-Belue, Sal",
ARCH,2520,1,Arch Foundations II,36%,57%,7%,0%,0%,0%,0%,0%,"Brown, Timothy Burl",
ARCH,2520,1,Arch Foundations II,36%,57%,7%,0%,0%,0%,0%,0%,"Pass, Brandon George",
ARCH,2520,2,Arch Foundations II,33%,42%,25%,0%,0%,0%,0%,0%,"Mendez, Clarissa A",
ARCH,2520,2,Arch Foundations II,33%,42%,25%,0%,0%,0%,0%,0%,"Brown, Timothy Burl",
ARCH,2520,3,Arch Foundations II,31%,69%,0%,0%,0%,0%,0%,0%,"Mills, Criss B.",
ARCH,2520,3,Arch Foundations II,31%,69%,0%,0%,0%,0%,0%,0%,"Brown, Timothy Burl",
ARCH,2520,4,Arch Foundations II,64%,36%,0%,0%,0%,0%,0%,0%,"Bruhns, Robert A.",
ARCH,2520,4,Arch Foundations II,64%,36%,0%,0%,0%,0%,0%,0%,"Brown, Timothy Burl",
ARCH,2520,5,Arch Foundations II,71%,29%,0%,0%,0%,0%,0%,0%,"Choma, Joseph",
ARCH,2520,5,Arch Foundations II,71%,29%,0%,0%,0%,0%,0%,0%,"Brown, Timothy Burl",
ARCH,2520,6,Arch Foundations II,33%,58%,8%,0%,0%,0%,0%,0%,"Terim, Berrin",
ARCH,2520,6,Arch Foundations II,33%,58%,8%,0%,0%,0%,0%,0%,"Brown, Timothy Burl",
ARCH,2700,1,Structures I,55%,9%,27%,0%,9%,0%,0%,0%,"Kleiss, Michael Carl",
ARCH,2710,1,Structures II,46%,42%,8%,0%,0%,0%,0%,4%,"Albright, Dustin Gra",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 7 of 119,
Grades Report for 201901,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ARCH,3510,2,Studio Clemson,33%,50%,17%,0%,0%,0%,0%,0%,"Harding, Daniel Nevi",
ARCH,3540,1,Studio Barcelona,75%,25%,0%,0%,0%,0%,0%,0%,"Roldan, Miguel",
ARCH,3540,1,Studio Barcelona,75%,25%,0%,0%,0%,0%,0%,0%,"Heine, Ulrike Ann-So",
ARCH,4050,1,American Arch Styles 1650-1950,63%,25%,6%,0%,6%,0%,0%,0%,"Bruhns, Robert A.",
ARCH,4120,2,History Research,92%,8%,0%,0%,0%,0%,0%,0%,"Houayek, Henrique M",
ARCH,4120,2,History Research,92%,8%,0%,0%,0%,0%,0%,0%,"Heine, Ulrike Ann-So",
ARCH,4140,2,Design Seminar,92%,8%,0%,0%,0%,0%,0%,0%,"Heine, Ulrike Ann-So",
ARCH,4140,2,Design Seminar,92%,8%,0%,0%,0%,0%,0%,0%,"Roldan, Miguel",
ARCH,4210,1,Arch Seminar,27%,73%,0%,0%,0%,0%,0%,0%,"Huff, Raymond Thadde",
ARCH,4290,1,Architectural Graphics,69%,23%,8%,0%,0%,0%,0%,0%,"Jennings, Ashley K",
ARCH,4520,1,Synthesis Studio,0%,67%,25%,8%,0%,0%,0%,0%,"Lee, David M",
ARCH,4520,1,Synthesis Studio,0%,67%,25%,8%,0%,0%,0%,0%,"Heine, Ulrike Ann-So",
ARCH,4520,1,Synthesis Studio,0%,67%,25%,8%,0%,0%,0%,0%,"Franco Santa Cruz, D",
ARCH,4520,1,Synthesis Studio,0%,67%,25%,8%,0%,0%,0%,0%,"Schafer, George J",
ARCH,4520,1,Synthesis Studio,0%,67%,25%,8%,0%,0%,0%,0%,"Brown, Timothy Burl",
ARCH,4520,2,Synthesis Studio,0%,67%,33%,0%,0%,0%,0%,0%,"Lee, David M",
ARCH,4520,2,Synthesis Studio,0%,67%,33%,0%,0%,0%,0%,0%,"Brown, Timothy Burl",
ARCH,4520,2,Synthesis Studio,0%,67%,33%,0%,0%,0%,0%,0%,"Schafer, George J",
ARCH,4520,2,Synthesis Studio,0%,67%,33%,0%,0%,0%,0%,0%,"Heine, Ulrike Ann-So",
ARCH,4520,2,Synthesis Studio,0%,67%,33%,0%,0%,0%,0%,0%,"Franco Santa Cruz, D",
ARCH,4520,3,Synthesis Studio,0%,83%,17%,0%,0%,0%,0%,0%,"Heine, Ulrike Ann-So",
ARCH,4520,3,Synthesis Studio,0%,83%,17%,0%,0%,0%,0%,0%,"Franco Santa Cruz, D",
ARCH,4520,3,Synthesis Studio,0%,83%,17%,0%,0%,0%,0%,0%,"Schafer, George J",
ARCH,4520,3,Synthesis Studio,0%,83%,17%,0%,0%,0%,0%,0%,"Brown, Timothy Burl",
ARCH,4520,3,Synthesis Studio,0%,83%,17%,0%,0%,0%,0%,0%,"Lee, David M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 8 of 119,
Grades Report for 201901,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ARCH,4520,4,Synthesis Studio,0%,83%,17%,0%,0%,0%,0%,0%,"Franco Santa Cruz, D",
ARCH,4520,4,Synthesis Studio,0%,83%,17%,0%,0%,0%,0%,0%,"Heine, Ulrike Ann-So",
ARCH,4520,4,Synthesis Studio,0%,83%,17%,0%,0%,0%,0%,0%,"Schafer, George J",
ARCH,4520,4,Synthesis Studio,0%,83%,17%,0%,0%,0%,0%,0%,"Lee, David M",
ARCH,4520,4,Synthesis Studio,0%,83%,17%,0%,0%,0%,0%,0%,"Brown, Timothy Burl",
ARCH,4520,5,Synthesis Studio,0%,73%,27%,0%,0%,0%,0%,0%,"Heine, Ulrike Ann-So",
ARCH,4520,5,Synthesis Studio,0%,73%,27%,0%,0%,0%,0%,0%,"Lee, David M",
ARCH,4520,5,Synthesis Studio,0%,73%,27%,0%,0%,0%,0%,0%,"Brown, Timothy Burl",
ARCH,4520,5,Synthesis Studio,0%,73%,27%,0%,0%,0%,0%,0%,"Schafer, George J",
ARCH,4520,5,Synthesis Studio,0%,73%,27%,0%,0%,0%,0%,0%,"Franco Santa Cruz, D",
ARCH,4710,1,Arch Hist of Place,8%,75%,17%,0%,0%,0%,0%,0%,"White, Jason Matthew",
ARCH,8110,1,Visualization II,45%,45%,9%,0%,0%,0%,0%,0%,"Hecker, Douglas A.",
