Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CPSC,2200,1,Microcomputer Appl,41%,24%,12%,6%,12%,0%,0%,6%,"Lambert, Renee S",
CPSC,2200,2,Microcomputer Appl,40%,30%,15%,0%,5%,0%,0%,10%,"Lambert, Renee S",
CPSC,2310,1,Intro Computer Org,49%,31%,13%,8%,0%,0%,0%,0%,"Lowe, Rose M",
CPSC,2310,2,Intro Computer Org,36%,21%,21%,7%,7%,0%,0%,7%,"Lowe, Rose M",
CPSC,2910,2,Prof Issues I,73%,27%,0%,0%,0%,0%,0%,0%,"Jones, James H.",
CPSC,2910,5,Prof Issues I,25%,33%,8%,8%,0%,0%,0%,25%,"Lambert, Renee S",
CPSC,2910,6,Prof Issues I,60%,10%,0%,10%,0%,0%,0%,20%,"Lambert, Renee S",
CPSC,2910,7,Prof Issues I,53%,7%,7%,13%,7%,0%,0%,13%,"Lambert, Renee S",
CPSC,3220,1,Intro to Operating Systems,13%,31%,23%,8%,12%,0%,0%,13%,"Sorber, Jacob M",
CPSC,3300,1,Computer Systems Org,14%,22%,38%,12%,12%,0%,0%,1%,"Smotherman, Mark K",
CPSC,3500,1,Foundations of Computer Sci,25%,13%,38%,0%,15%,0%,0%,10%,"Safro, Ilya Mark",
CPSC,3520,1,Programming Systems,36%,26%,17%,0%,14%,0%,0%,7%,"Schalkoff, Robert J",
CPSC,3600,1,Network Programming,16%,30%,39%,9%,5%,0%,0%,2%,"Remy, Sekou Lionel",
CPSC,3600,2,Network Programming,40%,43%,10%,0%,8%,0%,0%,0%,"McKenzie, Kevin M",
CPSC,3620,1,Distributed/Cluster Computing,28%,50%,15%,3%,0%,0%,0%,5%,"Ngo, Linh Bao",
CPSC,3720,1,Software Engineering,34%,41%,22%,0%,3%,0%,0%,0%,"Sitaraman, Murali",
CPSC,3720,2,Software Engineering,28%,33%,28%,3%,3%,0%,0%,6%,"Schaub, Stephen",
CPSC,3990,4,Adv Creative Inquiry Computing,82%,9%,9%,0%,0%,0%,0%,0%,"Martin, James J",
CPSC,3990,10,Adv CI:Google Glass,83%,8%,0%,0%,0%,0%,0%,8%,"Pargas, Roy P",
CPSC,4040,1,Cmptr Graphics Image,47%,32%,16%,5%,0%,0%,0%,0%,"Levine, Joshua A",
CPSC,4110,1,Virtual Reality Systems,17%,67%,8%,8%,0%,0%,0%,0%,"Babu, Sabarish Venka",
CPSC,4200,1,Computer Security Principles,59%,28%,14%,0%,0%,0%,0%,0%,"Hu, Hongxin",
CPSC,4620,1,Database Management Systems,12%,27%,18%,15%,12%,0%,0%,15%,"Srimani, Pradip K.",
CPSC,4780,1,Gen Purpose Computation on GPU,27%,36%,18%,9%,9%,0%,0%,0%,"Geist, Robert M",
CPSC,4810,16,Sel Top:Programming Team,94%,3%,0%,0%,0%,0%,0%,3%,"Dean, Brian Christop",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 27 of 109,
Grades Report for 201508,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CPSC,4820,1,Spec Top:Embedded Systems,75%,0%,0%,0%,0%,0%,0%,25%,"Sorber, Jacob M",
CPSC,4820,3,Spec Top:Mobile Device Sftware,61%,17%,11%,0%,6%,0%,0%,6%,"Pargas, Roy P",
CPSC,4910,1,Professional Issues II,96%,0%,1%,0%,1%,0%,0%,1%,"Jones, James H.",
CPSC,6040,1,Cptr Graphics Image,50%,11%,4%,0%,18%,0%,0%,18%,"Levine, Joshua A",
CPSC,6110,1,Virtual Reality Systems,62%,38%,0%,0%,0%,0%,0%,0%,"Babu, Sabarish Venka",
CPSC,6620,1,Database Management Systems,40%,50%,10%,0%,0%,0%,0%,0%,"Srimani, Pradip K.",
CPSC,6780,1,Gen Purpose Computation on GPU,79%,21%,0%,0%,0%,0%,0%,0%,"Geist, Robert M",
CPSC,8040,1,Data Visualization,50%,30%,10%,0%,5%,0%,0%,5%,"Levine, Joshua A",
CPSC,8070,1,3d Model Animation,62%,23%,0%,0%,8%,0%,0%,8%,"Joerg, Christina Sop",
CPSC,8100,1,Intro Artif Intell,18%,71%,11%,0%,0%,0%,0%,0%,"Luo, Feng",
CPSC,8150,1,Fx Compositing,60%,40%,0%,0%,0%,0%,0%,0%,"Davis, Timothy A",
CPSC,8170,1,Physically Based Animation,62%,27%,8%,0%,0%,0%,0%,4%,"House, Donald Henry",
CPSC,8390,1,Theoretical Cp Sci Foundations,31%,61%,6%,0%,0%,0%,0%,2%,"Goddard, Wayne D",
CPSC,8480,1,Network Science,44%,11%,44%,0%,0%,0%,0%,0%,"Safro, Ilya Mark",
CPSC,8520,1,Internetworking,40%,33%,27%,0%,0%,0%,0%,0%,"Martin, James J",
CPSC,8700,1,O O Software Design,46%,33%,14%,0%,3%,0%,0%,3%,"Malloy, Brian A",
CPSC,8710,1,Found. of Software Engineering,52%,48%,0%,0%,0%,0%,0%,0%,"McGregor, John D",
CPSC,8730,1,"Software Verif, Valid & Measur",79%,21%,0%,0%,0%,0%,0%,0%,"McGregor, John D",
CPSC,8810,3,Selected Topics: Visual Design,50%,50%,0%,0%,0%,0%,0%,0%,"Donar, David Stewart",
CRP,8000,1,Human Settlement,56%,34%,5%,0%,0%,0%,0%,5%,"Farris, John Terrenc",
CRP,8010,1,Planning Process & Legal Found,38%,38%,10%,10%,0%,0%,0%,5%,"Dyckman, Caitlin",
CRP,8020,1,Site Planning,79%,21%,0%,0%,0%,0%,0%,0%,"Ellis, Clifford Dona",
CRP,8030,1,Quant Analysis,84%,16%,0%,0%,0%,0%,0%,0%,"Sperry, Stephen L",
CRP,8060,1,Urban & Reg Econ for Planners,82%,14%,0%,0%,0%,0%,0%,5%,"Green, Timothy F",
CRP,8340,1,Spatial Modeling/Gis,79%,7%,0%,0%,0%,0%,0%,14%,"Sperry, Stephen L",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 28 of 109,
Grades Report for 201508,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CRP,8580,2,Research Design,80%,20%,0%,0%,0%,0%,0%,0%,"Green, Timothy F",
CSM,1000,1,Intro to Construct,41%,47%,11%,2%,0%,0%,0%,0%,"Wintz, Joseph A",
CSM,2010,1,Structures I,30%,33%,26%,11%,0%,0%,0%,0%,"Clarke, Shima N",
CSM,2010,2,Structures I,50%,19%,19%,12%,0%,0%,0%,0%,"Clarke, Shima N",
CSM,2030,1,Mats & Meth of Const,11%,67%,22%,0%,0%,0%,0%,0%,"Lucas, Jason D",
CSM,2030,2,Mats & Meth of Const,22%,63%,15%,0%,0%,0%,0%,0%,"Lucas, Jason D",
CSM,3030,1,Soils & Foundations,8%,63%,29%,0%,0%,0%,0%,0%,"Wintz, Joseph A",
CSM,3030,2,Soils & Foundations,12%,69%,19%,0%,0%,0%,0%,0%,"Wintz, Joseph A",
CSM,3040,1,Envir Systems I,42%,42%,12%,0%,4%,0%,0%,0%,"Burgett, Joseph Mich",
CSM,3040,2,Envir Systems I,13%,67%,21%,0%,0%,0%,0%,0%,"Burgett, Joseph Mich",
CSM,3510,1,Const Estimating,19%,69%,8%,4%,0%,0%,0%,0%,"Smith, James Packer",
CSM,3510,2,Const Estimating,11%,48%,26%,15%,0%,0%,0%,0%,"Smith, James Packer",
CSM,4110,1,Safety in Bldg Const,88%,12%,0%,0%,0%,0%,0%,0%,"DeVita, David J",
CSM,4500,1,Construction Intern,59%,38%,3%,0%,0%,0%,0%,0%,"Liska, Roger William",
CSM,4530,1,Const Proj Mgmt,19%,67%,14%,0%,0%,0%,0%,0%,"Piper, Christine A",
CSM,4530,2,Const Proj Mgmt,11%,72%,17%,0%,0%,0%,0%,0%,"Piper, Christine A",
CSM,4610,1,Const Econ Seminar,41%,47%,12%,0%,0%,0%,0%,0%,"Bausman, Dennis C",
CSM,4610,2,Const Econ Seminar,5%,76%,19%,0%,0%,0%,0%,0%,"Bausman, Dennis C",
CSM,8640,1,Construction Bus Strat & Mktg,33%,58%,0%,0%,0%,0%,0%,8%,"Piper, Christine A",
CSM,8650,1,Project Management,63%,38%,0%,0%,0%,0%,0%,0%,"Bausman, Dennis C",
CSM,8650,400,Project Management,50%,50%,0%,0%,0%,0%,0%,0%,"Bausman, Dennis C",
CSM,8660,1,Role in Development,31%,63%,0%,0%,0%,0%,0%,6%,"Bausman, Dennis C",
CSM,8900,401,Directed Studies,80%,20%,0%,0%,0%,0%,0%,0%,"Burgett, Joseph Mich",
CSM,8900,402,Directed Studies,57%,14%,14%,0%,14%,0%,0%,0%,"Lucas, Jason D",
CU,1000,1,Clemson Connect,0%,0%,0%,0%,0%,91%,9%,1%,"Whorton, Susan S",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 29 of 109,
Grades Report for 201508,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CU,1000,2,Clemson Connect,0%,0%,0%,0%,0%,88%,12%,1%,"Whorton, Susan S",
CU,1000,3,Clemson Connect,0%,0%,0%,0%,0%,82%,16%,2%,"Whorton, Susan S",
CU,1000,4,Clemson Connect,0%,0%,0%,0%,0%,73%,26%,1%,"Whorton, Susan S",
CU,1000,5,Clemson Connect,0%,0%,0%,0%,0%,94%,6%,0%,"Whorton, Susan S",
CU,1000,6,Clemson Connect,0%,0%,0%,0%,0%,94%,6%,0%,"Whorton, Susan S",
CU,1000,7,Clemson Connect,0%,0%,0%,0%,0%,94%,6%,0%,"Whorton, Susan S",
CU,1000,8,Clemson Connect,0%,0%,0%,0%,0%,94%,5%,1%,"Whorton, Susan S",
CU,1000,9,Clemson Connect,0%,0%,0%,0%,0%,92%,7%,1%,"Whorton, Susan S",
CU,1000,10,Clemson Connect,0%,0%,0%,0%,0%,91%,8%,1%,"Whorton, Susan S",
CU,1000,11,Clemson Connect,0%,0%,0%,0%,0%,90%,9%,1%,"Whorton, Susan S",
CU,1000,12,Clemson Connect,0%,0%,0%,0%,0%,93%,7%,0%,"Whorton, Susan S",
CU,1000,13,Clemson Connect,0%,0%,0%,0%,0%,88%,11%,2%,"Whorton, Susan S",
CU,1010,1,Univ Success Skills,50%,19%,6%,0%,13%,0%,0%,13%,"Reabold, Emma Reynol",
CU,1010,2,Univ Success Skills,45%,14%,32%,5%,5%,0%,0%,0%,"Brooks, Cari Allyn",
CU,1010,3,Univ Success Skills,32%,32%,16%,4%,8%,0%,0%,8%,"Kirk, Matthew James",
CU,1010,5,Univ Success Skills,55%,18%,0%,9%,18%,0%,0%,0%,"Crisp, Ashley E",
CU,1010,6,Univ Success Skills,67%,33%,0%,0%,0%,0%,0%,0%,"Mulkey, Amber Allen",
CU,1010,7,Univ Success Skills,59%,41%,0%,0%,0%,0%,0%,0%,"Mulkey, Amber Allen",
CU,1110,3,Intro Supplemental Instruction,0%,0%,0%,0%,0%,88%,6%,6%,"Whisler, Laurel Ann",
CU,1400,1,The Entrepreneurial Mindset,76%,17%,5%,1%,0%,0%,0%,2%,"Hannon, John Michael",
CU,2010,1,Sustainability Leadership,72%,11%,11%,0%,0%,0%,0%,6%,"Klotz, Leidy E",
CVT,2260,1,Intro Cardiovas Sono,20%,60%,13%,0%,0%,0%,0%,7%,"Walker, Eric J",
DANC,3300,1,University Dance Company,85%,8%,0%,0%,8%,0%,0%,0%,"Hosler, Cheryl L",
DPA,4000,1,Tech Foundations I,65%,6%,6%,0%,0%,0%,0%,24%,"Malloy, Brian A",
DPA,8600,1,Production Studio,75%,25%,0%,0%,0%,0%,0%,0%,"Donar, David Stewart",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 30 of 109,
Grades Report for 201508,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECE,2010,1,Logic and Computing Devices,20%,35%,24%,5%,13%,0%,0%,3%,"Reid, William J",
ECE,2010,2,Logic & Comp Device (HON),80%,20%,0%,0%,0%,0%,0%,0%,"Reid, William J",H
ECE,2020,1,Electric Circuits I,29%,27%,24%,4%,10%,0%,0%,6%,"Harrell, William R",
ECE,2020,2,Electric Circuits I (HON),67%,33%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Dee",H
ECE,2020,3,Electric Circuits I,21%,17%,30%,12%,16%,0%,0%,3%,"Cutshall, Daniel Bla",
ECE,2070,1,Basic Electrical Engineering,14%,31%,33%,12%,3%,0%,0%,7%,"Kolodzey, William Th",
ECE,2070,2,Basic Electrical Engineering,45%,25%,13%,5%,5%,0%,0%,8%,"Sivov, Oleg Viktorov",
ECE,2070,3,Basic Electrical Engineering,33%,35%,16%,10%,4%,0%,0%,2%,"Asif, Amir Ahmed",
ECE,2080,7,Electrical Engineering Lab I,90%,0%,0%,0%,0%,0%,0%,10%,"Kapadia, Apoorva Dee",
ECE,2080,9,Electrical Engineering Lab I,83%,0%,6%,0%,0%,0%,0%,11%,"Kapadia, Apoorva Dee",
ECE,2080,10,Electrical Engineering Lab I,65%,5%,0%,0%,10%,0%,0%,20%,"Kapadia, Apoorva Dee",
ECE,2080,13,Electrical Engineering Lab I,82%,0%,0%,0%,0%,0%,0%,18%,"Kapadia, Apoorva Dee",
ECE,2090,1,Logic Lab,73%,27%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Dee",
ECE,2090,9,Logic Lab,82%,0%,0%,0%,18%,0%,0%,0%,"Kapadia, Apoorva Dee",
ECE,2090,10,Logic Lab,83%,0%,0%,0%,0%,0%,0%,17%,"Kapadia, Apoorva Dee",
ECE,2090,11,Logic Lab,83%,0%,8%,0%,8%,0%,0%,0%,"Kapadia, Apoorva Dee",
ECE,2090,13,Logic Lab,82%,0%,0%,0%,9%,0%,0%,9%,"Kapadia, Apoorva Dee",
ECE,2110,6,Elec Engr Lab I,90%,0%,0%,0%,0%,0%,0%,10%,"Kapadia, Apoorva Dee",
ECE,2110,8,Elec Engr Lab I,90%,0%,5%,0%,0%,0%,0%,5%,"Kapadia, Apoorva Dee",
ECE,2110,9,Elec Engr Lab I,67%,17%,0%,0%,0%,0%,0%,17%,"Kapadia, Apoorva Dee",
ECE,2220,1,Syst Prog Concept,12%,27%,22%,10%,10%,0%,0%,20%,"Russell, Harlan B",
ECE,2230,1,Comp Sys Eng,18%,25%,20%,11%,14%,0%,0%,11%,"Russell, Harlan B",
ECE,2620,1,Electric Circuits II,59%,15%,10%,3%,3%,0%,0%,10%,"Dong, Liang",
ECE,2720,1,Comp Organization,19%,29%,33%,5%,10%,0%,0%,5%,"Reid, William J",
ECE,2730,2,Computer Org Lab,54%,38%,0%,0%,0%,0%,0%,8%,"Kapadia, Apoorva Dee",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 31 of 109,
Grades Report for 201508,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECE,2730,3,Computer Org Lab,57%,14%,21%,0%,7%,0%,0%,0%,"Kapadia, Apoorva Dee",
ECE,3110,2,Electrical Engineering Lab III,63%,25%,6%,0%,0%,0%,0%,6%,"Kapadia, Apoorva Dee",
ECE,3110,4,Electrical Engineering Lab III,88%,13%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Dee",
ECE,3110,6,Electrical Engineering Lab III,87%,0%,7%,0%,0%,0%,0%,7%,"Kapadia, Apoorva Dee",
ECE,3110,7,Electrical Engineering Lab III,88%,6%,0%,0%,0%,0%,0%,6%,"Kapadia, Apoorva Dee",
ECE,3120,2,Electrical Engineering Lab IV,84%,11%,5%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Dee",
ECE,3170,1,Rand Signal Analysis,23%,23%,25%,14%,11%,0%,0%,5%,"Hubbard, Stephen J",
ECE,3200,1,Electronics I,25%,18%,18%,18%,22%,0%,0%,0%,"Hubbard, Stephen J",
ECE,3210,1,Electronics II,37%,32%,20%,10%,2%,0%,0%,0%,"Hubbard, Stephen J",
ECE,3220,1,Intro Operating Sys,25%,35%,15%,15%,10%,0%,0%,0%,"Sorber, Jacob M",
ECE,3270,1,Dig Comp Design,15%,15%,20%,15%,13%,0%,0%,23%,"Smith, Melissa Crawl",
ECE,3300,1,Signals & Systems,14%,23%,26%,17%,6%,0%,0%,15%,"Baum, Carl W",
ECE,3300,2,Signals & Systems (HON),61%,30%,9%,0%,0%,0%,0%,0%,"Noneaker, Daniel L",H
ECE,3520,1,Programming Systems,50%,25%,15%,0%,10%,0%,0%,0%,"Schalkoff, Robert J",
ECE,3600,1,Elect Power Engr,31%,30%,28%,2%,2%,0%,0%,8%,"Collins, Edward R",
ECE,3710,1,Microcontr Interface,38%,34%,21%,6%,0%,0%,0%,1%,"Reid, William J",
ECE,3720,1,Micro Int Lab,73%,27%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Dee",
ECE,3720,3,Micro Int Lab,75%,17%,0%,8%,0%,0%,0%,0%,"Kapadia, Apoorva Dee",
ECE,3720,6,Micro Int Lab,58%,33%,8%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Dee",
ECE,3800,1,Electromagnetics,30%,20%,18%,13%,15%,0%,0%,5%,"Martin, Anthony Q",
ECE,3810,1,Field Waves & Ckts,45%,21%,24%,7%,2%,0%,0%,0%,"Martin, Anthony Q",
ECE,4040,1,Semiconductor Devices,25%,44%,25%,0%,6%,0%,0%,0%,"Harrell, William R",
ECE,4090,1,Cont & Discrete Sys,40%,37%,15%,3%,3%,0%,0%,1%,"Kapadia, Apoorva Dee",
ECE,4120,1,Elect Mach Lab,85%,8%,0%,0%,0%,0%,0%,8%,"Makram, Elham B",
ECE,4180,1,Power Syst Analysis,31%,12%,27%,15%,8%,0%,0%,8%,"Makram, Elham B",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 32 of 109,
Grades Report for 201508,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECE,4270,1,Communications Sys,31%,22%,22%,17%,8%,0%,0%,0%,"Manandhar, Madhabi",
ECE,4290,1,Organiz of Compu,27%,73%,0%,0%,0%,0%,0%,0%,"Shen, Hai Ying",
ECE,4350,1,Grounding/Shielding,43%,29%,7%,14%,0%,0%,0%,7%,"Hubing, Todd H",
ECE,4420,1,Knowledge Engr,37%,32%,11%,5%,5%,0%,0%,11%,"Schalkoff, Robert J",
ECE,4490,1,Comp Ntwrk Security,35%,30%,5%,0%,0%,0%,0%,30%,"Brooks, Richard R",
ECE,4610,1,Fundamentals of Solar Energy,63%,25%,7%,5%,0%,0%,0%,0%,"Singh, Rajendra",
ECE,4730,1,Intro Parallel Sys,44%,39%,11%,0%,0%,0%,0%,6%,"Ligon, Walter B",
ECE,4950,1,Int Sys Design I,74%,23%,4%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Dee",
ECE,4960,1,Int Sys Design II,58%,42%,0%,0%,0%,0%,0%,0%,"Groff, Richard E",
ECE,6040,1,Semiconductor Devices,53%,40%,7%,0%,0%,0%,0%,0%,"Harrell, William R",
ECE,6350,1,Grounding/Shielding,60%,20%,10%,0%,10%,0%,0%,0%,"Hubing, Todd H",
ECE,6420,1,Knowledge Engr,26%,63%,5%,0%,5%,0%,0%,0%,"Schalkoff, Robert J",
ECE,6490,1,Comp Ntwrk Security,88%,0%,12%,0%,0%,0%,0%,0%,"Brooks, Richard R",
ECE,6610,1,Fundamentals of Solar Energy,64%,21%,7%,0%,7%,0%,0%,0%,"Singh, Rajendra",
ECE,6930,1,Intro to Computer Vision,47%,53%,0%,0%,0%,0%,0%,0%,"Hoover, Adam W",
ECE,6930,3,Power Electronics,50%,50%,0%,0%,0%,0%,0%,0%,"Corzine, Keith A",
ECE,8010,1,Analysis of Lin Sys,32%,50%,11%,2%,2%,0%,0%,2%,"Groff, Richard E",
ECE,8190,1,Detection & Estimation Theory,55%,27%,18%,0%,0%,0%,0%,0%,"Baum, Carl W",
ECE,8470,400,Digital Image Proc,87%,11%,3%,0%,0%,0%,0%,0%,"Birchfield, Stanley",
ECE,8540,1,Analysis of Tracking Systems,89%,6%,0%,0%,0%,0%,0%,6%,"Hoover, Adam W",
ECE,8750,1,Peer to Peer Wireless & Cloud,87%,13%,0%,0%,0%,0%,0%,0%,"Shen, Hai Ying",
ECE,9910,32,Doctoral Dissertation Research,0%,0%,0%,0%,0%,86%,14%,0%,"Shen, Hai Ying",
ECON,2000,1,Economic Concepts,31%,38%,27%,4%,0%,0%,0%,0%,"Garg, Mallika",
ECON,2000,2,Economic Concepts,32%,29%,24%,3%,0%,0%,0%,12%,"Garg, Mallika",
ECON,2000,3,Economic Concepts,31%,34%,10%,17%,0%,0%,0%,7%,"Ivankovic, Miren",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 33 of 109,
Grades Report for 201508,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECON,2110,1,Principles of Microeconomics,16%,32%,37%,0%,11%,0%,0%,5%,"Hanssen, Frederick A",
ECON,2110,2,Principles of Microeconomics,16%,21%,47%,5%,5%,0%,0%,5%,"Hanssen, Frederick A",
ECON,2110,3,Principles of Microeconomics,5%,37%,42%,5%,11%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,4,Principles of Microeconomics,10%,50%,20%,5%,15%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,5,Principles of Microeconomics,16%,37%,26%,0%,16%,0%,0%,5%,"Hanssen, Frederick A",
ECON,2110,6,Principles of Microeconomics,18%,47%,24%,6%,0%,0%,0%,6%,"Hanssen, Frederick A",
ECON,2110,7,Principles of Microeconomics,5%,42%,21%,21%,0%,0%,0%,11%,"Hanssen, Frederick A",
ECON,2110,8,Principles of Microeconomics,11%,47%,26%,11%,5%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,9,Principles of Microeconomics,16%,26%,47%,11%,0%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,10,Principles of Microeconomics,0%,37%,42%,0%,11%,0%,0%,11%,"Hanssen, Frederick A",
ECON,2110,11,Principles of Microeconomics,33%,39%,22%,6%,0%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,12,Principles of Microeconomics,5%,53%,21%,11%,0%,0%,0%,11%,"Hanssen, Frederick A",
ECON,2110,13,Principles of Microeconomics,6%,28%,56%,0%,6%,0%,0%,6%,"Hanssen, Frederick A",
ECON,2110,14,Principles of Microeconomics,37%,32%,21%,11%,0%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,15,Principles of Microeconomics,21%,37%,37%,0%,5%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,16,Principles of Microeconomics,22%,28%,28%,6%,0%,0%,0%,17%,"Hanssen, Frederick A",
ECON,2110,17,Principles of Microeconomics,21%,53%,16%,5%,5%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,18,Principles of Microeconomics,17%,39%,22%,11%,11%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,19,Principles of Microeconomics,11%,53%,32%,5%,0%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,20,Principles of Microeconomics,24%,27%,25%,13%,8%,0%,0%,3%,"Bacon, Timothy Jay",
ECON,2110,21,Principles of Microeconomics,21%,48%,29%,2%,0%,0%,0%,0%,"Makowsky, Michael D",
ECON,2110,22,Principles of Microeconomics,23%,43%,23%,7%,0%,0%,0%,5%,"Sessa, Richard Alan",
ECON,2110,23,Principles of Microeconomics,18%,45%,30%,4%,0%,0%,0%,3%,"Fiore, Alexander J",
ECON,2110,24,Principles of Microeconomics,32%,33%,21%,7%,2%,0%,0%,3%,"Kitashima, Leah Jacq",
ECON,2110,25,Principles of Microeconomics,28%,33%,23%,8%,3%,0%,0%,8%,"Thomas, Charles J",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 34 of 109,
Grades Report for 201508,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECON,2110,26,Principles of Microeconomics,29%,39%,18%,5%,8%,0%,0%,0%,"Ernest, Jonathan Orr",
ECON,2110,31,Principles of Microeconomics,20%,59%,21%,1%,0%,0%,0%,0%,"Fiore, Alexander J",
ECON,2110,32,Principles of Microeconomics,38%,24%,14%,10%,0%,0%,0%,14%,"Droganova, Maria",
ECON,2110,33,Principles of Microeconomics,21%,29%,32%,13%,3%,0%,0%,3%,"Thomas, Charles J",
ECON,2110,34,Principles of Microeconomics,26%,28%,28%,10%,3%,0%,0%,5%,"Schwall, Benjamin Jo",
ECON,2110,35,Principles of Microeconomics,34%,34%,23%,3%,3%,0%,0%,3%,"Droganova, Maria",
ECON,2110,38,Principles of Microeconomics,36%,48%,10%,0%,5%,0%,0%,2%,"Kerr, Amanda Caitlin",
ECON,2110,40,Principles of Micro (HON),54%,46%,0%,0%,0%,0%,0%,0%,"Fleck, Robert Kennet",H
ECON,2110,41,Principles of Microeconomics,15%,45%,20%,15%,5%,0%,0%,0%,"Castellon Chicas, Ce",
ECON,2120,1,Principles of Macroeconomics,17%,16%,22%,12%,20%,0%,0%,13%,"Allen, Ralph Charles",
ECON,2120,2,Principles of Macroeconomics,33%,27%,31%,7%,2%,0%,0%,0%,"Lorenz, Peter David",
ECON,2120,3,Principles of Macroeconomics,27%,13%,24%,16%,7%,0%,0%,13%,"Allen, Ralph Charles",
ECON,2120,4,Principles of Macroeconomics,26%,30%,24%,9%,4%,0%,0%,7%,"Swanson, Andew L",
ECON,2120,5,Principles of Macroeconomics,29%,29%,23%,17%,0%,0%,0%,3%,"Swanson, Andew L",
ECON,2120,6,Principles of Macroeconomics,38%,19%,28%,0%,13%,0%,0%,3%,"Lorenz, Peter David",
ECON,2120,7,Principles of Macroeconomics,18%,46%,21%,10%,0%,0%,0%,5%,"Wang, Chen",
