Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ACCT,2020,1,Managerial Accounting Co,14%,17%,23%,11%,11%,0%,0%,25%,0%,0%,0%,0%,"Carver, Brian Todd",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 15, 2022",,,,,,,,,,,,,,,,Page 1 of 148,
Grades Report for 202201,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ACCT,2020,2,Managerial Accounting Co,44%,29%,15%,4%,0%,0%,0%,8%,0%,0%,0%,0%,"Garrison J, David",
,,,,,,,,,,,,,,,,Walter,
ACCT,2020,3,Managerial Accounting Co,45%,38%,15%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Garrison J, David",
,,,,,,,,,,,,,,,,Walter,
ACCT,2020,4,Managerial Accounting Co,51%,30%,4%,9%,0%,0%,0%,6%,0%,0%,0%,0%,"Garrison J, David",
,,,,,,,,,,,,,,,,Walter,
ACCT,2020,5,Managerial Accounting Co,40%,38%,16%,2%,4%,0%,0%,0%,0%,0%,0%,0%,"Garrison J, David",
,,,,,,,,,,,,,,,,Walter,
ACCT,2020,101,Mgr Acct Concepts (HON),33%,58%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"McCorkle, Emily",H
,,,,,,,,,,,,,,,,Suzanne,
ACCT,2020,400,Managerial Accounting Co,31%,24%,29%,13%,2%,0%,0%,2%,0%,0%,0%,0%,"McCorkle, Emily",
,,,,,,,,,,,,,,,,Suzanne,
ACCT,2020,401,Managerial Accounting Co,21%,38%,24%,12%,3%,0%,0%,2%,0%,0%,0%,0%,"McCorkle, Emily",
,,,,,,,,,,,,,,,,Suzanne,
ACCT,2020,402,Managerial Accounting Co,26%,39%,15%,8%,6%,0%,0%,5%,2%,0%,0%,0%,"McCorkle, Emily",
,,,,,,,,,,,,,,,,Suzanne,
ACCT,3030,1,Cost Accounting,19%,38%,21%,7%,12%,0%,0%,2%,0%,0%,0%,0%,"Carver, Brian Todd",
ACCT,3030,2,Cost Accounting,23%,19%,37%,7%,2%,0%,0%,12%,0%,0%,0%,0%,"Carver, Brian Todd",
ACCT,3030,3,Cost Accounting,33%,38%,17%,7%,5%,0%,0%,0%,0%,0%,0%,0%,"Radtke, Robin R",
ACCT,3030,4,Cost Accounting,24%,44%,27%,2%,0%,0%,0%,2%,0%,0%,0%,0%,"Radtke, Robin R",
ACCT,3030,5,Cost Accounting,24%,39%,24%,11%,3%,0%,0%,0%,0%,0%,0%,0%,"Garrett, Jace B",
ACCT,3030,6,Cost Accounting,19%,40%,29%,5%,0%,0%,0%,7%,0%,0%,0%,0%,"Garrett, Jace B",
ACCT,3110,1,Intermediate Financial Acc,18%,42%,29%,3%,0%,0%,0%,8%,0%,0%,0%,0%,"Philo, Annieka C",
ACCT,3110,2,Intermediate Financial Acc,24%,47%,21%,8%,0%,0%,0%,0%,0%,0%,0%,0%,"Philo, Annieka C",
ACCT,3110,3,Intermediate Financial Acc,18%,45%,13%,13%,3%,0%,0%,8%,0%,0%,0%,0%,"Philo, Annieka C",
ACCT,3110,4,Intermediate Financial Acc,35%,35%,16%,5%,5%,0%,0%,3%,0%,0%,0%,0%,"Philo, Annieka C",
ACCT,3110,5,Intermediate Financial Acc,13%,39%,34%,11%,0%,0%,0%,3%,0%,0%,0%,0%,"Goodson, Brian",
,,,,,,,,,,,,,,,,Matthew,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 15, 2022",,,,,,,,,,,,,,,,Page 2 of 148,
Grades Report for 202201,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ACCT,3110,6,Intermediate Financial Acc,13%,38%,41%,5%,0%,0%,0%,3%,0%,0%,0%,0%,"Goodson, Brian",
,,,,,,,,,,,,,,,,Matthew,
ACCT,3110,7,Intermediate Financial Acc,17%,33%,33%,3%,6%,0%,0%,8%,0%,0%,0%,0%,"Donnelly, Amy",
,,,,,,,,,,,,,,,,Melissa,
ACCT,3110,8,Intermediate Financial Acc,0%,39%,32%,23%,6%,0%,0%,0%,0%,0%,0%,0%,"Donnelly, Amy",
,,,,,,,,,,,,,,,,Melissa,
ACCT,3110,9,Intermediate Financial Acc,3%,16%,22%,22%,27%,0%,0%,11%,0%,0%,0%,0%,"Maiberger, Philip A",
ACCT,3110,108,Intermediate Fin Acct I (HO,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Donnelly, Amy",H
,,,,,,,,,,,,,,,,Melissa,
ACCT,3120,1,Intermediate Financial Acc,27%,56%,12%,0%,2%,0%,0%,2%,0%,0%,0%,0%,"Gibson, Mary",
,,,,,,,,,,,,,,,,Robinson,
ACCT,3120,2,Intermediate Financial Acc,28%,44%,19%,7%,2%,0%,0%,0%,0%,0%,0%,0%,"Gibson, Mary",
,,,,,,,,,,,,,,,,Robinson,
ACCT,3120,3,Intermediate Financial Acc,16%,41%,24%,3%,3%,0%,0%,14%,0%,0%,0%,0%,"Knause, Terry Daniel",
ACCT,3120,4,Intermediate Financial Acc,38%,41%,15%,0%,3%,0%,0%,3%,0%,0%,0%,0%,"Knause, Terry Daniel",
ACCT,3120,5,Intermediate Financial Acc,30%,25%,35%,3%,5%,0%,0%,3%,0%,0%,0%,0%,"Knause, Terry Daniel",
ACCT,3120,6,Intermediate Financial Acc,36%,38%,15%,5%,5%,0%,0%,0%,0%,0%,0%,0%,"Knause, Terry Daniel",
ACCT,3120,104,Intermed Fin Acct II (HON),83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Knause, Terry Daniel",H
ACCT,3130,1,Analytics for Acct Dec Mak,35%,26%,35%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Mammadov, Babak",
ACCT,3130,2,Analytics for Acct Dec Mak,31%,31%,27%,0%,4%,0%,0%,8%,0%,0%,0%,0%,"Mammadov, Babak",
ACCT,3130,3,Analytics for Acct Dec Mak,21%,48%,14%,7%,7%,0%,0%,3%,0%,0%,0%,0%,"Davis-Culler, Phebian",
,,,,,,,,,,,,,,,,L,
ACCT,3130,4,Analytics for Acct Dec Mak,29%,26%,29%,6%,6%,0%,0%,3%,0%,0%,0%,0%,"Davis-Culler, Phebian",
,,,,,,,,,,,,,,,,L,
ACCT,3130,5,Analytics for Acct Dec Mak,8%,42%,38%,12%,0%,0%,0%,0%,0%,0%,0%,0%,"Davis-Culler, Phebian",
,,,,,,,,,,,,,,,,L,
ACCT,3130,6,Analytics for Acct Dec Mak,61%,23%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Barnes, James D",
ACCT,3220,1,Accounting Information Sy,4%,12%,28%,16%,24%,0%,0%,16%,0%,0%,0%,0%,"Maiberger, Philip A",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 15, 2022",,,,,,,,,,,,,,,,Page 3 of 148,
Grades Report for 202201,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ACCT,3220,2,Accounting Information Sy,39%,14%,18%,11%,14%,0%,0%,4%,0%,0%,0%,0%,"Maiberger, Philip A",
ACCT,3220,3,Accounting Information Sy,32%,25%,32%,7%,0%,0%,0%,4%,0%,0%,0%,0%,"Maiberger, Philip A",
ACCT,3220,4,Accounting Information Sy,47%,47%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Martin, Caleb Jay",
ACCT,4040,1,Individual Taxation,58%,29%,10%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Martin, Sarah L",
ACCT,4040,2,Individual Taxation,78%,19%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Martin, Sarah L",
ACCT,4040,3,Individual Taxation,78%,14%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gibson, Mary",
,,,,,,,,,,,,,,,,Robinson,
ACCT,4040,4,Individual Taxation,64%,28%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gibson, Mary",
,,,,,,,,,,,,,,,,Robinson,
ACCT,4100,1,Reporting and Mgmt Contr,20%,49%,29%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"McPhee, Gregory",
,,,,,,,,,,,,,,,,Patrick,
ACCT,4100,2,Reporting and Mgmt Contr,35%,53%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"McPhee, Gregory",
,,,,,,,,,,,,,,,,Patrick,
ACCT,4150,1,Auditing,54%,32%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Vinson, Jeremy",
,,,,,,,,,,,,,,,,Michael,
ACCT,4150,2,Auditing,50%,39%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Vinson, Jeremy",
,,,,,,,,,,,,,,,,Michael,
ACCT,8520,1,Fin Acct Theory/Res,34%,55%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Welton, Ralph",
,,,,,,,,,,,,,,,,Edward,
ACCT,8520,2,Fin Acct Theory/Res,17%,78%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Welton, Ralph",
,,,,,,,,,,,,,,,,Edward,
ACCT,8540,1,Prof Responsibility,46%,54%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Barnes, James D",
ACCT,8540,2,Prof Responsibility,52%,48%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Barnes, James D",
ACCT,8540,3,Prof Responsibility,52%,43%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Barnes, James D",
ACCT,8560,1,CPA Exam Review-A,0%,0%,0%,0%,0%,98%,2%,0%,0%,0%,0%,0%,"Pearse, Suzanne",
ACCT,8580,1,CPA Exam Review-F,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Pearse, Suzanne",
ACCT,8620,1,Financial Auditing,81%,19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Harp, Nancy Lee",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 15, 2022",,,,,,,,,,,,,,,,Page 4 of 148,
Grades Report for 202201,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ACCT,8620,2,Financial Auditing,57%,40%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Harp, Nancy Lee",
ACCT,8710,1,Corporate Taxation,38%,53%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Dalton, Derek W.",
ACCT,8710,2,Corporate Taxation,23%,65%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Dalton, Derek W.",
ACCT,8710,3,Corporate Taxation,13%,67%,17%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Dalton, Derek W.",
ACCT,8730,1,Intl/Spec Tax Topic,38%,47%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kisska-Schulze,",
,,,,,,,,,,,,,,,,Kathryn,
ACCT,8810,1,Internal Controls,78%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Pearse, Suzanne",
AGED,2030,1,Teaching Agriscience,33%,50%,8%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"DiBenedetto,",
,,,,,,,,,,,,,,,,Catherine A,
AGED,4800,1,Digital Media & Learning,65%,15%,15%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Layfield, Kevin D",
AGM,2050,1,Prin of Fabrication,20%,46%,24%,6%,4%,0%,0%,0%,0%,0%,0%,0%,"Massey, Hunter F",
AGM,2050,1,Prin of Fabrication,20%,46%,24%,6%,4%,0%,0%,0%,0%,0%,0%,0%,"Massey, Hunter F",
AGM,2060,1,Machinery Management,30%,57%,8%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Massey, Hunter F",
AGM,2060,1,Machinery Management,30%,57%,8%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Massey, Hunter F",
AGM,2210,1,Land Measurements,49%,35%,11%,6%,0%,0%,0%,0%,0%,0%,0%,0%,"Teddy, Brennan",
,,,,,,,,,,,,,,,,Edward,
AGM,4020,1,Irrigation System Design,17%,50%,31%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Privette, Charles V",
AGM,4100,1,Precision Ag Tech,42%,19%,16%,10%,6%,0%,0%,6%,0%,0%,0%,0%,"Massey, Hunter F",
AGM,4100,1,Precision Ag Tech,42%,19%,16%,10%,6%,0%,0%,6%,0%,0%,0%,0%,"Massey, Hunter F",
AGM,4520,1,Mobile Power,29%,42%,23%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Koc, Ali Bulent",
AGM,4720,1,Capstone,47%,16%,37%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Turner, Aaron Paul",
AGRB,2020,1,Agricultural Economics,15%,20%,28%,20%,13%,0%,0%,4%,0%,0%,0%,0%,"Vertino De Queiroz,",
,,,,,,,,,,,,,,,,Pedro Wesley,
AGRB,2050,1,Agriculture and Society,32%,39%,20%,5%,2%,0%,0%,2%,0%,0%,0%,0%,"Vertino De Queiroz,",
,,,,,,,,,,,,,,,,Pedro Wesley,
AGRB,3080,1,Quant Agribusiness Analysi,47%,16%,16%,16%,6%,0%,0%,0%,0%,0%,0%,0%,"Herrin, Gracie",
,,,,,,,,,,,,,,,,Elizabeth,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 15, 2022",,,,,,,,,,,,,,,,Page 5 of 148,
Grades Report for 202201,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
AGRB,3190,1,Agribusiness Management,12%,21%,17%,36%,12%,0%,0%,2%,0%,0%,0%,0%,"Vassalos, Michael",
AGRB,3510,1,Prin of Agricultural Sales M,19%,38%,38%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Vertino De Queiroz,",
,,,,,,,,,,,,,,,,Pedro Wesley,
AGRB,3570,1,Natural Resources Econom,21%,25%,17%,15%,12%,0%,0%,10%,0%,0%,0%,0%,"Willis, David Brian",
AGRB,4020,1,Production Economics,17%,13%,17%,21%,25%,0%,0%,8%,0%,0%,0%,0%,"De Figueiredo Silva,",
,,,,,,,,,,,,,,,,Felipe,
AGRB,4080,1,Quant Agribusiness Analysi,17%,28%,28%,17%,6%,0%,0%,6%,0%,0%,0%,0%,"Hassett, Anastasia",
,,,,,,,,,,,,,,,,Thayer,
AGRB,4560,1,Prices,3%,37%,23%,17%,17%,0%,0%,3%,0%,0%,0%,0%,"De Figueiredo Silva,",
,,,,,,,,,,,,,,,,Felipe,
AGRB,4570,1,"Natural Res Use, Tech & P",21%,5%,47%,11%,16%,0%,0%,0%,0%,0%,0%,0%,"Willis, David Brian",
AL,3490,400,Principles of Coaching,88%,8%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cadorette, Deborah",
,,,,,,,,,,,,,,,,Jo,
AL,3490,401,Principles of Coaching,75%,13%,8%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Cadorette, Deborah",
,,,,,,,,,,,,,,,,Jo,
AL,3490,402,Principles of Coaching,64%,20%,12%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Cadorette, Deborah",
,,,,,,,,,,,,,,,,Jo,
AL,3490,403,Principles of Coaching,63%,29%,0%,0%,4%,0%,0%,4%,0%,0%,0%,0%,"Cadorette, Deborah",
,,,,,,,,,,,,,,,,Jo,
AL,3490,404,Principles of Coaching,69%,23%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cadorette, Deborah",
,,,,,,,,,,,,,,,,Jo,
AL,3490,406,Principles of Coaching,52%,28%,12%,8%,0%,0%,0%,0%,0%,0%,0%,0%,"Connor, Clyde Keith",
AL,3490,407,Principles of Coaching,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fry, Edmond H",
AL,3490,408,Principles of Coaching,84%,12%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Plumblee, John T",
AL,3490,409,Principles of Coaching,72%,16%,0%,4%,0%,0%,0%,8%,0%,0%,0%,0%,"Plumblee, John T",
AL,3490,410,Principles of Coaching,73%,19%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,"Mezzanotte, Frank P",
AL,3490,411,Principles of Coaching,85%,8%,4%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Mezzanotte, Frank P",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 15, 2022",,,,,,,,,,,,,,,,Page 6 of 148,
Grades Report for 202201,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
AL,3490,412,Principles of Coaching,80%,8%,4%,4%,4%,0%,0%,0%,0%,0%,0%,0%,"Whitrow, Nicholas",
,,,,,,,,,,,,,,,,Philip Edward,
AL,3490,413,Principles of Coaching,88%,8%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Whitrow, Nicholas",
,,,,,,,,,,,,,,,,Philip Edward,
AL,3500,400,Sci Basis I/Ex Phy,32%,28%,20%,20%,0%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Michael G",
AL,3500,401,Sci Basis I/Ex Phy,20%,40%,32%,8%,0%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Michael G",
AL,3520,400,Kinesiology,29%,14%,7%,14%,7%,0%,0%,29%,0%,0%,0%,0%,"Colbert, Isaac Sean",
AL,3530,400,Athletic Injuries,44%,24%,20%,4%,4%,0%,0%,4%,0%,0%,0%,0%,"Colbert, Isaac Sean",
AL,3530,401,Athletic Injuries,24%,20%,36%,12%,8%,0%,0%,0%,0%,0%,0%,0%,"Colbert, Isaac Sean",
AL,3600,400,Hgh Sch Athl Ethical/Legal I,54%,33%,8%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Connor, Clyde Keith",
AL,3610,400,Admin/Org of Athletic Pro,81%,7%,7%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Oates, Henry C.",
AL,3610,401,Admin/Org of Athletic Pro,88%,4%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Oates, Henry C.",
AL,3610,402,Admin/Org of Athletic Pro,73%,19%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Oates, Henry C.",
AL,3620,400,Psychology of Coaching,42%,29%,17%,4%,4%,0%,0%,4%,0%,0%,0%,0%,"Carter, Natalie Anne",
AL,3620,401,Psychology of Coaching,44%,32%,16%,8%,0%,0%,0%,0%,0%,0%,0%,0%,"Carter, Natalie Anne",
AL,3620,402,Psychology of Coaching,52%,20%,12%,8%,0%,0%,0%,8%,0%,0%,0%,0%,"Carter, Natalie Anne",
AL,3720,400,Coaching Basketball,52%,35%,4%,0%,4%,0%,0%,4%,0%,0%,0%,0%,"Fry, Edmond H",
AL,3740,400,Coaching Football,72%,16%,8%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Fry, Edmond H",
AL,3750,400,Coaching Soccer,88%,8%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hickey, Justin M",
AL,3760,400,Coaching Strength/Conditi,74%,11%,7%,0%,4%,0%,0%,4%,0%,0%,0%,0%,"Fry, Edmond H",
AL,3760,401,Coaching Strength/Conditi,69%,23%,0%,4%,0%,0%,0%,4%,0%,0%,0%,0%,"Fry, Edmond H",
AL,4000,400,Athletic Leadership Interns,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Cadorette, Deborah",
,,,,,,,,,,,,,,,,Jo,
AL,4380,400,Student Athlete Developm,33%,44%,17%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Michael G",
AL,4380,401,Coaching Softball/Baseball,54%,17%,4%,17%,8%,0%,0%,0%,0%,0%,0%,0%,"Hickey, Justin M",
AL,4380,402,High School Sports Officiati,72%,16%,0%,0%,0%,0%,0%,12%,0%,0%,0%,0%,"Connor, Clyde Keith",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 15, 2022",,,,,,,,,,,,,,,,Page 7 of 148,
Grades Report for 202201,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
AL,8380,400,Intercoll Ath Personnel Mg,65%,30%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Young, Kyle",
,,,,,,,,,,,,,,,,McLendon,
AL,8380,401,Intercoll Ath Personnel Mg,40%,20%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Young, Kyle",
,,,,,,,,,,,,,,,,McLendon,
AL,8380,402,Sports Op & Team Culture,56%,25%,13%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Carlson, Julianna",
,,,,,,,,,,,,,,,,Davis,
AL,8380,403,Sports Op & Team Culture,69%,31%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Carlson, Julianna",
,,,,,,,,,,,,,,,,Davis,
AL,8500,400,Principles Strength and Co,58%,42%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Michael G",
AL,8630,400,Socio Dynam in Intercol At,63%,29%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Michael G",
AL,8630,401,Socio Dynam in Intercol At,27%,27%,36%,0%,9%,0%,0%,0%,0%,0%,0%,0%,"Stokowski, Sarah E",
AL,8630,402,Socio Dynam in Intercol At,45%,36%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Stokowski, Sarah E",
AL,8640,400,Ethical Iss in Collegiate Ath,84%,12%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Butler, Janna",
,,,,,,,,,,,,,,,,Magette,
AL,8640,401,Ethical Iss in Collegiate Ath,65%,25%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Butler, Janna",
,,,,,,,,,,,,,,,,Magette,
AL,8640,402,Ethical Iss in Collegiate Ath,45%,25%,10%,0%,20%,0%,0%,0%,0%,0%,0%,0%,"Butler, Janna",
,,,,,,,,,,,,,,,,Magette,
AL,8700,400,Intercoll Athletics Finance,89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Soles, Misty B",
AL,8700,401,Intercoll Athletics Finance,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Soles, Misty B",
ANTH,2010,1,Introduction to Anthropol,65%,22%,8%,1%,2%,0%,0%,1%,0%,0%,0%,0%,"Tremblay, Suzanna",
,,,,,,,,,,,,,,,,Eve,
ANTH,2010,2,Introduction to Anthropol,73%,25%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Tremblay, Suzanna",
,,,,,,,,,,,,,,,,Eve,
ANTH,2010,3,Introduction to Anthropol,75%,17%,7%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Markus, David M",
ANTH,2010,4,Introduction to Anthropol,37%,38%,9%,5%,5%,0%,0%,6%,0%,0%,0%,0%,"Rapaport, Lisa G",
ANTH,2010,5,Introduction to Anthropol,9%,16%,52%,5%,7%,0%,0%,11%,0%,0%,0%,0%,"Coggeshall, John M",
