Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CE,2010,4,Statics,23%,30%,23%,5%,5%,0%,0%,14%,"Sternhagen, Melissa",
CE,2010,5,Statics,23%,33%,16%,5%,12%,0%,0%,12%,"Rashidian Dezfouli,",
CE,2010,6,Statics,12%,35%,19%,7%,14%,0%,0%,14%,"Sternhagen, Melissa",
CE,2010,7,Statics (HON),68%,32%,0%,0%,0%,0%,0%,0%,"Sternhagen, Melissa",H
CE,2060,1,Structural Mechanics,19%,35%,25%,14%,2%,0%,0%,5%,"Nielson, Bryant G",
CE,2080,1,Dynamics,13%,25%,30%,18%,7%,0%,0%,7%,"Kaye, Nigel Gregory",
CE,2550,1,Geomatics,34%,52%,10%,2%,1%,0%,0%,1%,"Sarasua, Wayne A",
CE,3010,1,Structural Analysis,32%,26%,24%,12%,3%,0%,0%,3%,"Csernak, Stephen F",
CE,3010,2,Structural Analysis,40%,28%,25%,8%,0%,0%,0%,0%,"Nielson, Bryant G",
CE,3110,1,Transportation Engr,58%,33%,7%,0%,2%,0%,0%,0%,"Ogle, Jennifer H",
CE,3210,1,Geotechnical Engineering,42%,24%,32%,0%,3%,0%,0%,0%,"Chen, Qiushi",
CE,3310,1,Constr Engr & Mgmnt,40%,32%,20%,4%,1%,0%,0%,4%,"Burati, James L",
CE,3410,1,Intro to Fluid Mech,26%,44%,26%,4%,0%,0%,0%,0%,"Kaye, Nigel Gregory",
CE,3410,2,Intro to Fluid Mech,27%,36%,22%,7%,5%,0%,0%,2%,"Khan, Abdul A",
CE,3420,1,Hydraulics & Hydro,43%,43%,15%,0%,0%,0%,0%,0%,"Mishra, Ashok",
CE,3510,1,Civil Engineering Materials,55%,43%,0%,0%,0%,0%,0%,3%,"Esmaeilpoursaee, Ami",
CE,3510,2,Civil Engineering Materials,77%,23%,0%,0%,0%,0%,0%,0%,"Lyons, Kimberly Rene",
CE,3520,1,Econ Eval of Proj,32%,29%,20%,5%,5%,0%,0%,8%,"Rockow, Zoraya Rolda",
CE,4010,1,Matrix Str Analysis,74%,15%,7%,0%,4%,0%,0%,0%,Atamturktur Russcher,
CE,4020,1,Reinfor Con Design,27%,50%,7%,7%,0%,0%,0%,10%,"Cousins, Thomas Edfo",
CE,4060,1,Struct Steel Design,31%,47%,14%,6%,2%,0%,0%,0%,"Csernak, Stephen F",
CE,4100,1,Traffic Engr Oper,65%,25%,10%,0%,0%,0%,0%,0%,"Khan, Sakib M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 19 of 112,
Grades Report for 201608,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CE,4240,1,Earth Slopes & Struc,30%,35%,30%,0%,3%,0%,0%,3%,"Ravichandran, Nadara",
CE,4330,1,Const Plan & Sched,41%,41%,15%,2%,0%,0%,0%,0%,"Sanders, Steve Richa",
CE,4370,2,Sustainable Energy Proj Design,82%,18%,0%,0%,0%,0%,0%,0%,"Young, David Morgan",
CE,4390,1,Con Eqpmt Sel & Main,41%,46%,10%,0%,0%,0%,0%,2%,"Burati, James L",
CE,4460,1,Flood Haz & Prot Des,19%,50%,25%,0%,0%,0%,0%,6%,"Aziz, Nadim M",
CE,4560,1,Pave Design & Constr,39%,59%,0%,0%,0%,0%,0%,2%,"Putman, Bradley J",
CE,4590,1,Capstone Design Proj,48%,48%,4%,0%,0%,0%,0%,0%,"Csernak, Stephen F",
CE,4910,1,BIM in Construction Management,58%,37%,0%,0%,5%,0%,0%,0%,"Piratla, Kalyan Ram",
CE,6010,1,Matrix Str Analysis,71%,18%,0%,0%,12%,0%,0%,0%,Atamturktur Russcher,
CE,6100,1,Traffic Engr Oper,50%,50%,0%,0%,0%,0%,0%,0%,"Chowdhury, Mashrur A",
CE,6330,1,Const Plan & Sched,64%,18%,18%,0%,0%,0%,0%,0%,"Sanders, Steve Richa",
CE,6370,2,Sustainable Energy Proj Design,79%,21%,0%,0%,0%,0%,0%,0%,"Young, David Morgan",
CE,6460,1,Flood Haz & Prot Des,33%,33%,33%,0%,0%,0%,0%,0%,"Aziz, Nadim M",
CE,6910,1,BIM in Construction Management,64%,36%,0%,0%,0%,0%,0%,0%,"Piratla, Kalyan Ram",
CE,8040,1,Prestressed Concrete,63%,33%,0%,0%,0%,0%,0%,4%,"Ross, Brandon E",
CE,8050,1,Adv Struc Mech,29%,50%,0%,0%,0%,0%,0%,21%,"Nielson, Bryant G",
CE,8080,1,Earthquake Engr,90%,10%,0%,0%,0%,0%,0%,0%,"Pang, Weichiang",
CE,8220,1,Foundation Engr,71%,29%,0%,0%,0%,0%,0%,0%,"Ravichandran, Nadara",
CE,8230,1,Asphalt Conc Prop,60%,40%,0%,0%,0%,0%,0%,0%,"Putman, Bradley J",
CE,8240,1,Infrastructure Corrosion,67%,33%,0%,0%,0%,0%,0%,0%,"Esmaeilpoursaee, Ami",
CE,8540,1,Travl Demnd Forecast,63%,38%,0%,0%,0%,0%,0%,0%,"Sarasua, Wayne A",
CE,8570,500,Uncertainty Modeling Risk Engr,63%,26%,4%,0%,0%,0%,0%,7%,"Nielson, Bryant G",
CE,8930,3,Automated Vehicle System,50%,50%,0%,0%,0%,0%,0%,0%,"Chowdhury, Mashrur A",
CH,1010,1,General Chemistry,22%,35%,30%,6%,5%,0%,0%,1%,"Houjeiry, Tania Issa",
CH,1010,2,General Chemistry,10%,35%,28%,9%,9%,0%,0%,8%,"Cox, Princess MyCia",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 20 of 112,
Grades Report for 201608,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CH,1010,3,General Chemistry,26%,37%,19%,6%,9%,0%,0%,3%,"Hickman, Thomas D",
CH,1010,4,General Chemistry,19%,27%,26%,12%,11%,0%,0%,4%,"Taylor, Dennis F",
CH,1010,5,General Chemistry,19%,38%,22%,12%,4%,0%,0%,4%,"Cox, Princess MyCia",
CH,1010,6,General Chemistry,20%,34%,25%,10%,8%,0%,0%,3%,"Taylor, Dennis F",
CH,1010,7,General Chemistry,5%,30%,39%,10%,12%,0%,0%,5%,"McWhorter, William W",
CH,1010,8,General Chemistry,23%,27%,28%,10%,8%,0%,0%,4%,"Taylor, Dennis F",
CH,1010,9,General Chemistry,13%,34%,27%,14%,10%,0%,0%,3%,"Geiculescu, Olt E",
CH,1010,10,General Chemistry,7%,32%,31%,16%,10%,0%,0%,4%,"McWhorter, William W",
CH,1010,11,General Chemistry,16%,33%,30%,13%,7%,0%,0%,1%,"McWhorter, William W",
CH,1010,12,General Chemistry,24%,41%,24%,5%,5%,0%,0%,1%,"Houjeiry, Tania Issa",
CH,1010,13,General Chemistry,21%,29%,25%,10%,9%,0%,0%,5%,"Lanni, Laura M",
CH,1010,14,General Chemistry,16%,38%,24%,13%,5%,0%,0%,3%,"Ennis, Elliot",
CH,1010,20,General Chemistry,29%,37%,24%,5%,3%,0%,0%,2%,"Houjeiry, Tania Issa",
CH,1010,21,General Chemistry,20%,41%,22%,5%,9%,0%,0%,3%,"Ennis, Elliot",
CH,1010,22,General Chemistry,17%,37%,28%,12%,5%,0%,0%,1%,"Lanni, Laura M",
CH,1010,50,General Chemistry,17%,38%,38%,4%,4%,0%,0%,0%,"Hwu, Shiou-jyh",
CH,1010,51,General Chemistry (HON),76%,22%,2%,0%,0%,0%,0%,0%,"Pennington, William",H
CH,1010,52,General Chemistry (HON),62%,32%,5%,0%,0%,0%,0%,0%,"Thrasher, Joseph Stu",H
CH,1010,501,General Chemistry,44%,29%,27%,0%,0%,0%,0%,0%,"Gloor, Brian E",
CH,1020,1,General Chemistry,30%,30%,25%,10%,4%,0%,0%,2%,"Schvaneveldt, Stephe",
CH,1020,2,General Chemistry,28%,34%,13%,11%,9%,0%,0%,5%,"Schvaneveldt, Stephe",
CH,1020,3,General Chemistry,24%,34%,23%,9%,6%,0%,0%,3%,"Schvaneveldt, Stephe",
CH,1020,400,General Chemistry,8%,8%,41%,25%,11%,0%,0%,8%,"Schvaneveldt, Stephe",
CH,1050,1,Chemistry in Context I,27%,56%,16%,1%,1%,0%,0%,0%,"Geiculescu, Olt E",
CH,1050,2,Chemistry in Context I,35%,43%,15%,5%,1%,0%,0%,1%,"Geiculescu, Olt E",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 21 of 112,
Grades Report for 201608,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CH,2010,1,Survey of Organic Chemistry,29%,30%,23%,9%,6%,0%,0%,3%,"Hickman, Thomas D",
CH,2010,2,Survey of Organic Chemistry,31%,39%,22%,2%,4%,0%,0%,0%,"Hickman, Thomas D",
CH,2020,1,Surv of Organic Chemistry Lab,76%,12%,0%,0%,0%,0%,0%,12%,"O'Connor, Sean",
CH,2020,2,Surv of Organic Chemistry Lab,89%,6%,6%,0%,0%,0%,0%,0%,"O'Connor, Sean",
CH,2020,3,Surv of Organic Chemistry Lab,89%,6%,0%,0%,6%,0%,0%,0%,"O'Connor, Sean",
CH,2020,5,Surv of Organic Chemistry Lab,89%,6%,0%,0%,6%,0%,0%,0%,"O'Connor, Sean",
CH,2020,7,Surv of Organic Chemistry Lab,50%,33%,11%,0%,6%,0%,0%,0%,"O'Connor, Sean",
CH,2020,8,Surv of Organic Chemistry Lab,60%,20%,7%,0%,7%,0%,0%,7%,"O'Connor, Sean",
CH,2230,1,Organic Chemistry,32%,34%,12%,13%,4%,0%,0%,5%,"Wetzler, Modi",
CH,2230,2,Organic Chemistry,41%,31%,13%,6%,6%,0%,0%,3%,"Wetzler, Modi",
CH,2230,3,Organic Chemistry,24%,33%,26%,6%,6%,0%,0%,4%,"Schroeder, Jacob D",
CH,2230,4,Organic Chemistry,37%,31%,18%,6%,4%,0%,0%,4%,"Lanni, Laura M",
CH,2230,5,Organic Chemistry,28%,39%,17%,5%,9%,0%,0%,1%,"Ennis, Elliot",
CH,2230,6,Organic Chemistry,32%,27%,13%,8%,11%,0%,0%,8%,"Smith, Rhett C",
CH,2230,7,Organic Chemistry,23%,36%,21%,6%,7%,0%,0%,8%,"Arya, Dev Priya",
CH,2240,1,Organic Chemistry,24%,37%,16%,8%,5%,0%,0%,10%,"Schroeder, Jacob D",
CH,2240,2,Organic Chemistry,29%,38%,16%,9%,6%,0%,0%,2%,"Schroeder, Jacob D",
CH,2270,1,Organic Chem Lab,88%,6%,0%,0%,0%,0%,0%,6%,"O'Connor, Sean",
CH,2270,3,Organic Chem Lab,81%,19%,0%,0%,0%,0%,0%,0%,"O'Connor, Sean",
CH,2270,4,Organic Chem Lab,69%,13%,6%,0%,0%,0%,0%,13%,"O'Connor, Sean",
CH,2270,8,Organic Chem Lab,69%,31%,0%,0%,0%,0%,0%,0%,"O'Connor, Sean",
CH,2270,12,Organic Chem Lab,81%,0%,13%,0%,6%,0%,0%,0%,"O'Connor, Sean",
CH,2270,14,Organic Chem Lab,88%,6%,6%,0%,0%,0%,0%,0%,"O'Connor, Sean",
CH,2270,15,Organic Chem Lab,88%,0%,0%,0%,0%,0%,0%,13%,"O'Connor, Sean",
CH,2270,19,Organic Chem Lab,88%,6%,0%,0%,0%,0%,0%,6%,"O'Connor, Sean",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 22 of 112,
Grades Report for 201608,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CH,2270,21,Organic Chem Lab,81%,13%,6%,0%,0%,0%,0%,0%,"O'Connor, Sean",
CH,2270,26,Organic Chem Lab,81%,6%,6%,0%,0%,0%,0%,6%,"O'Connor, Sean",
CH,2270,28,Organic Chem Lab,88%,6%,0%,0%,0%,0%,0%,6%,"O'Connor, Sean",
CH,2270,29,Organic Chem Lab,88%,0%,0%,0%,0%,0%,0%,13%,"O'Connor, Sean",
CH,2270,30,Organic Chem Lab,88%,6%,0%,0%,0%,0%,0%,6%,"O'Connor, Sean",
CH,2270,31,Organic Chem Lab,88%,6%,0%,0%,0%,0%,0%,6%,"O'Connor, Sean",
CH,2270,32,Organic Chem Lab,88%,0%,0%,0%,0%,0%,0%,13%,"O'Connor, Sean",
CH,2270,34,Organic Chem Lab,88%,6%,0%,0%,0%,0%,0%,6%,"O'Connor, Sean",
CH,2270,35,Organic Chem Lab,75%,13%,13%,0%,0%,0%,0%,0%,"O'Connor, Sean",
CH,2280,4,Organic Chem Lab,89%,0%,0%,0%,0%,0%,0%,11%,"O'Connor, Sean",
CH,2280,5,Organic Chem Lab,71%,24%,6%,0%,0%,0%,0%,0%,"O'Connor, Sean",
CH,2280,6,Organic Chem Lab,86%,0%,0%,0%,0%,0%,0%,14%,"O'Connor, Sean",
CH,2280,7,Organic Chem Lab,72%,22%,0%,6%,0%,0%,0%,0%,"O'Connor, Sean",
CH,2280,8,Organic Chem Lab,83%,6%,0%,0%,0%,0%,0%,11%,"O'Connor, Sean",
CH,2280,9,Organic Chem Lab,77%,8%,0%,0%,0%,0%,0%,15%,"O'Connor, Sean",
CH,2280,10,Organic Chem Lab,88%,6%,6%,0%,0%,0%,0%,0%,"O'Connor, Sean",
CH,3130,1,Quantitative Analys,49%,24%,16%,3%,0%,0%,0%,8%,"Creager, Stephen E",
CH,3300,1,Intro to Phys Chem,29%,43%,21%,6%,0%,0%,0%,1%,"Dominy, Brian N",
CH,3310,1,Physical Chemistry,38%,19%,19%,19%,0%,0%,0%,6%,"McNeill, Jason D",
CH,3310,2,Physical Chemistry,25%,25%,21%,8%,17%,0%,0%,4%,"Casabianca, Leah Bec",
CH,3320,1,Physical Chemistry,18%,41%,32%,0%,5%,0%,0%,5%,"Kholodenko, Arkady L",
CH,3390,2,Physical Chem Lab,60%,40%,0%,0%,0%,0%,0%,0%,"Cox, Princess MyCia",
CH,3390,3,Physical Chem Lab,90%,10%,0%,0%,0%,0%,0%,0%,"Cox, Princess MyCia",
CH,3390,4,Physical Chem Lab,80%,20%,0%,0%,0%,0%,0%,0%,"Cox, Princess MyCia",
CH,4010,1,Organometallic Chemistry,58%,33%,3%,0%,3%,0%,0%,3%,"Tennyson, Andrew Gre",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 23 of 112,
Grades Report for 201608,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CH,4020,1,Inorganic Chemistry,53%,42%,5%,0%,0%,0%,0%,0%,"Kolis, Joseph W",
CH,4210,1,Advanced Organic Chemistry,50%,39%,0%,0%,0%,0%,0%,11%,"Whitehead, Daniel C",
CH,8070,1,Chem Trans Elem,43%,57%,0%,0%,0%,0%,0%,0%,"Brumaghim, Julia",
CH,8090,1,Chem App/X-Ray Cryst,86%,14%,0%,0%,0%,0%,0%,0%,"McMillen, Colin D",
CH,8120,1,Chemical Spectroscopic Methods,42%,58%,0%,0%,0%,0%,0%,0%,"Chumanov, George",
CH,8150,1,Mass Spectrometry,54%,23%,23%,0%,0%,0%,0%,0%,"Marcus, Richard K",
CH,8210,1,Organic Chem I,40%,40%,20%,0%,0%,0%,0%,0%,"Dieter, R Karl",
CH,8300,1,Fund Phys Chem,57%,43%,0%,0%,0%,0%,0%,0%,"Perahia, Dvora",
CH,8510,1,Grad Student Seminar,71%,24%,3%,0%,3%,0%,0%,0%,"Thrasher, Joseph Stu",
CH,8510,2,Grad Student Seminar,91%,3%,0%,0%,0%,0%,0%,6%,"Stuart, Steven J",
CHE,2110,1,Mass and Energy Balances,24%,20%,24%,8%,20%,0%,0%,4%,"Roberts, Mark E",
CHE,2110,2,Mass and Energy Balances,28%,43%,13%,3%,7%,0%,0%,4%,"Roberts, Mark E",
CHE,3210,1,Ch E Thermo II,14%,14%,35%,21%,12%,0%,0%,5%,"Sarupria, Sapna",
CHE,3210,2,Ch E Thermo II,20%,31%,23%,17%,9%,0%,0%,0%,"Sarupria, Sapna",
CHE,3300,1,Mass Trans & Seprtn,19%,15%,43%,6%,9%,0%,0%,8%,"Thies, Mark C",
CHE,4070,1,Unit Op Lab II,14%,75%,11%,0%,0%,0%,0%,0%,"Norfolk, Christopher",
CHE,4310,1,Process Design I,20%,45%,35%,0%,0%,0%,0%,0%,"Bruce, David A",
CHE,4500,1,Chem Reaction Engr,45%,26%,16%,12%,0%,0%,0%,0%,"Getman, Rachel B",
CHE,8030,1,Advanced Transport,27%,55%,18%,0%,0%,0%,0%,0%,"Davis, Eric Mikel",
CHE,8040,1,Ch E Thermodynamics,38%,25%,38%,0%,0%,0%,0%,0%,"Kitchens, Christophe",
CHE,8050,1,Ch E Kinetics,67%,22%,11%,0%,0%,0%,0%,0%,"Blenner, Mark Alan",
CHE,8140,1,Numerical Methods,75%,13%,0%,0%,13%,0%,0%,0%,"Scott, Joseph K",
CHIN,1010,1,Elementary Chinese,67%,27%,0%,0%,0%,0%,0%,7%,"Rao, Ling",
CHIN,1010,2,Elementary Chinese,60%,20%,0%,0%,10%,0%,0%,10%,"Rao, Ling",
CHIN,1020,1,Elementary Chinese,42%,17%,33%,8%,0%,0%,0%,0%,"Rao, Ling",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 24 of 112,
Grades Report for 201608,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CHIN,2010,1,Intermediate Chinese,83%,8%,8%,0%,0%,0%,0%,0%,"Chen, Su-I",
CHIN,2020,1,Intermediate Chinese,30%,70%,0%,0%,0%,0%,0%,0%,"Zhang, Yanhua",
CHIN,4010,1,Pre-Modern Chinese Literature,33%,56%,11%,0%,0%,0%,0%,0%,"An, Yanming",
COM,1010,1,Acad & Dev I,0%,0%,0%,0%,0%,97%,0%,3%,"Smith, Eddie R",
COM,1010,3,Acad & Dev I,0%,0%,0%,0%,0%,94%,0%,6%,"Smith, Eddie R",
COM,1500,1,Intro to Human Communication,71%,25%,3%,0%,0%,0%,0%,1%,"Smith, Eddie R",
COM,1500,2,Intro to Human Communication,66%,25%,4%,1%,1%,0%,0%,4%,"Fecher, Daniel Lelan",
COM,1500,3,Intro to Human Communication,71%,26%,1%,0%,0%,0%,0%,2%,"Smith, Eddie R",
COM,1500,4,Intro to Human Communication,68%,23%,5%,1%,1%,0%,0%,1%,"Glaser, Marianne Her",
COM,1500,5,Intro to Human Communication,70%,22%,5%,2%,0%,0%,0%,1%,"Glaser, Marianne Her",
COM,1500,6,Intro to Human Communication,65%,25%,7%,0%,0%,0%,0%,3%,"Glaser, Marianne Her",
COM,1500,7,Intro to Human Communication,40%,43%,3%,3%,8%,0%,0%,3%,"Fecher, Daniel Lelan",
COM,2010,1,Intr to Comm Studies,62%,31%,7%,0%,0%,0%,0%,0%,"Linvill, Darren L",
COM,2010,2,Intr to Comm Studies,71%,25%,4%,0%,0%,0%,0%,0%,"Linvill, Darren L",
COM,2500,1,Public Speaking,42%,37%,16%,5%,0%,0%,0%,0%,"Boatwright, Brandon",
COM,2500,2,Public Speaking,39%,33%,11%,6%,6%,0%,0%,6%,"Pugh, Marilyn Denise",
COM,2500,3,Public Speaking,28%,50%,22%,0%,0%,0%,0%,0%,"Pugh, Marilyn Denise",
COM,2500,4,Public Speaking,63%,37%,0%,0%,0%,0%,0%,0%,"Crocker, Sara Grumbl",
COM,2500,5,Public Speaking,26%,58%,16%,0%,0%,0%,0%,0%,"Pugh, Marilyn Denise",
COM,2500,6,Public Speaking,68%,26%,0%,0%,5%,0%,0%,0%,"Baker, Caitlin E",
COM,2500,7,Public Speaking,74%,21%,5%,0%,0%,0%,0%,0%,"Davis, Alyssa Christ",
COM,2500,8,Public Speaking,84%,11%,5%,0%,0%,0%,0%,0%,"Baker, Caitlin E",
COM,2500,9,Public Speaking,84%,16%,0%,0%,0%,0%,0%,0%,"Baker, Caitlin E",
COM,2500,10,Public Speaking,89%,5%,5%,0%,0%,0%,0%,0%,"Schoonover, Katharin",
COM,2500,11,Public Speaking,47%,32%,5%,5%,5%,0%,0%,5%,"Crocker, Sara Grumbl",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 25 of 112,
Grades Report for 201608,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
COM,2500,12,Public Speaking,68%,16%,5%,5%,5%,0%,0%,0%,"Crocker, Sara Grumbl",
COM,2500,13,Public Speaking,67%,33%,0%,0%,0%,0%,0%,0%,"Davis, Alyssa Christ",
COM,2500,14,Public Speaking,53%,29%,6%,0%,0%,0%,0%,12%,"Condon, Vanessa Anne",
COM,2500,15,Public Speaking,17%,39%,44%,0%,0%,0%,0%,0%,"Matthey, Pauline",
COM,2500,16,Public Speaking,29%,35%,12%,0%,0%,0%,0%,24%,"Matthey, Pauline",
COM,2500,17,Public Speaking,74%,21%,5%,0%,0%,0%,0%,0%,"Geddes, The Estate o",
COM,2500,19,Public Speaking,63%,26%,0%,0%,0%,0%,0%,11%,"Condon, Vanessa Anne",
COM,2500,20,Public Speaking,21%,58%,11%,0%,0%,0%,0%,11%,"Matthey, Pauline",
COM,2500,21,Public Speaking,42%,37%,16%,5%,0%,0%,0%,0%,"Condon, Vanessa Anne",
COM,2500,22,Public Speaking,79%,11%,0%,0%,0%,0%,0%,11%,"Condon, Vanessa Anne",
COM,2500,23,Public Speaking,37%,47%,11%,0%,0%,0%,0%,5%,"Matthey, Pauline",
COM,2500,28,Public Speaking,89%,0%,11%,0%,0%,0%,0%,0%,"Baker, Caitlin E",
COM,2500,29,Public Speaking,58%,32%,5%,0%,0%,0%,0%,5%,"Davis, Alyssa Christ",
COM,2500,30,Public Speaking,53%,32%,11%,0%,0%,0%,0%,5%,"Crocker, Sara Grumbl",
COM,2500,31,Public Speaking,21%,42%,16%,5%,5%,0%,0%,11%,"Pugh, Marilyn Denise",
COM,2500,32,Public Speaking,67%,28%,0%,0%,0%,0%,0%,6%,"Taweh, Jumah Patrici",
COM,2500,33,Public Speaking,68%,21%,11%,0%,0%,0%,0%,0%,"Taweh, Jumah Patrici",
COM,2500,34,Public Speaking,84%,11%,0%,0%,0%,0%,0%,5%,"Taweh, Jumah Patrici",
COM,2500,35,Public Speaking,37%,37%,11%,0%,11%,0%,0%,5%,"Taweh, Jumah Patrici",
COM,2500,400,Public Speaking,61%,33%,0%,0%,0%,0%,0%,6%,"Davis, Alexis Zachar",
COM,2500,401,Public Speaking,83%,11%,0%,0%,0%,0%,0%,6%,"Davis, Alexis Zachar",
COM,2500,402,Public Speaking,78%,22%,0%,0%,0%,0%,0%,0%,"Davis, Alexis Zachar",
COM,2500,403,Public Speaking,63%,37%,0%,0%,0%,0%,0%,0%,"Davis, Alexis Zachar",
COM,3010,1,Comm Theory,78%,22%,0%,0%,0%,0%,0%,0%,"Cranmer, Gregory Kei",
COM,3050,1,Persuasion,76%,24%,0%,0%,0%,0%,0%,0%,"Dixon, Lindsey C",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 26 of 112,
Grades Report for 201608,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
COM,3060,1,Crit-Cultural Rsrch Methods,47%,29%,12%,6%,6%,0%,0%,0%,"Kumanyika, Chenjerai",
COM,3080,1,Pub Comm & Pop Cult,47%,29%,18%,6%,0%,0%,0%,0%,"Kumanyika, Chenjerai",
COM,3080,2,Pub Comm & Pop Cult,44%,33%,17%,6%,0%,0%,0%,0%,"Kumanyika, Chenjerai",
COM,3110,1,Qual Comm Methods,68%,11%,16%,5%,0%,0%,0%,0%,"Pratt, Angela N",
COM,3150,1,Critical-Cultural Comm Theory,67%,28%,6%,0%,0%,0%,0%,0%,"Scott, David Travers",
COM,3200,1,Bdcst Production,89%,0%,0%,0%,6%,0%,0%,6%,"Johnson, Wanda A",
COM,3220,1,Communication Design,89%,11%,0%,0%,0%,0%,0%,0%,"Pindar, Lori Marlise",
COM,3240,1,"Communication, Sport & Society",53%,42%,5%,0%,0%,0%,0%,0%,"Cranmer, Gregory Kei",
COM,3240,2,"Communication, Sport & Society",28%,56%,6%,11%,0%,0%,0%,0%,"Cranmer, Gregory Kei",
COM,3260,1,Pr in Sports,84%,11%,5%,0%,0%,0%,0%,0%,"Pratt, Angela N",
COM,3260,2,Pr in Sports,79%,21%,0%,0%,0%,0%,0%,0%,"Pratt, Angela N",
COM,3270,1,Sports Media Criticism,74%,21%,0%,0%,0%,0%,0%,5%,"Boatwright, Brandon",
COM,3660,3,Video Comm with Adobe CC,83%,6%,0%,6%,0%,0%,0%,6%,"Rodgers, Michael E.",
COM,3690,1,Political Comm,79%,16%,5%,0%,0%,0%,0%,0%,"Ash, Erin Michelle",
COM,3690,2,Political Comm,42%,42%,11%,0%,5%,0%,0%,0%,"Ash, Erin Michelle",
COM,3700,1,Survey of Brand Communications,79%,11%,0%,0%,0%,0%,0%,11%,"Papenfus, Lisa Willi",
COM,3720,1,Digital Analytics in Brand Com,79%,11%,0%,0%,0%,0%,0%,11%,"Littleton, Alicia Ni",
COM,3740,1,Brand Comm and Media Strategy,88%,13%,0%,0%,0%,0%,0%,0%,"Beasley, Roger W",
COM,4020,1,Mass Com: His & Crit,50%,50%,0%,0%,0%,0%,0%,0%,"Denham, Bryan E.",
COM,4250,1,Adv Sports Comm,68%,26%,5%,0%,0%,0%,0%,0%,"Spinda, John Steven",
COM,4250,2,Adv Sports Comm,72%,17%,11%,0%,0%,0%,0%,0%,"Spinda, John Steven",
COM,4300,1,Legal Communication,28%,61%,0%,0%,0%,0%,0%,11%,"Roberts, James Isaac",
COM,4560,1,PR for Assoc & Nonprofits,79%,16%,0%,5%,0%,0%,0%,0%,"Pyle, Andrew Stephen",
COM,4660,1,Narrative Res. for Soc. Change,67%,28%,6%,0%,0%,0%,0%,0%,"Pangborn, Stephanie",
