Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,8,Physics Lab I,83%,11%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,9,Physics Lab I,28%,61%,0%,0%,0%,0%,0%,6%,0%,6%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,10,Physics Lab I,61%,33%,0%,0%,0%,0%,0%,0%,0%,6%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,11,Physics Lab I,67%,6%,17%,0%,0%,0%,0%,0%,0%,6%,6%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,12,Physics Lab I,19%,25%,0%,0%,0%,0%,0%,19%,0%,38%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,13,Physics Lab I,47%,29%,12%,0%,0%,0%,0%,0%,0%,6%,0%,6%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,14,Physics Lab I,17%,33%,17%,0%,0%,0%,0%,17%,0%,17%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,15,Physics Lab I,83%,6%,0%,0%,0%,0%,0%,6%,0%,6%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 110 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
PHYS,1240,16,Physics Lab I,72%,22%,0%,0%,0%,0%,0%,0%,0%,6%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,17,Physics Lab I,39%,39%,11%,0%,0%,0%,0%,6%,0%,6%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,18,Physics Lab I,39%,33%,11%,0%,0%,0%,0%,6%,0%,11%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,19,Physics Lab I,78%,17%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,20,Physics Lab I,31%,44%,6%,0%,0%,0%,0%,0%,0%,19%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,21,Physics Lab I,28%,33%,17%,0%,0%,0%,0%,0%,0%,22%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,22,Physics Lab I,72%,0%,0%,0%,0%,0%,0%,0%,0%,22%,0%,6%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,23,Physics Lab I,83%,11%,0%,0%,0%,0%,0%,0%,0%,6%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,24,Physics Lab I,78%,6%,6%,0%,0%,0%,0%,11%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,25,Physics Lab I,89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,26,Physics Lab I,11%,33%,6%,0%,6%,0%,0%,0%,0%,28%,17%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,27,Physics Lab I,56%,22%,0%,0%,0%,0%,0%,11%,0%,0%,6%,6%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,28,Physics Lab I,73%,20%,0%,0%,0%,0%,0%,0%,0%,7%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,1240,29,Physics Lab I,57%,29%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 111 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
PHYS,1240,30,Physics Lab I,71%,12%,0%,0%,0%,0%,0%,0%,0%,12%,6%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2000,1,Introductory Physics,47%,34%,5%,2%,0%,0%,0%,0%,0%,8%,0%,5%,Puneet Pooja,
PHYS,2070,1,General Physics I,43%,26%,7%,1%,0%,0%,0%,5%,0%,10%,4%,4%,Kilgore Ethan Edward,
PHYS,2070,2,General Physics I,54%,26%,3%,0%,0%,0%,0%,6%,0%,3%,0%,9%,Connick David,
,,,,,,,,,,,,,,,,Edward,
PHYS,2080,1,General Physics II,71%,20%,2%,1%,0%,0%,0%,0%,0%,4%,0%,0%,Pope Amy Liann,
PHYS,2080,2,General Physics II,87%,9%,1%,0%,0%,0%,0%,1%,0%,1%,0%,0%,Pope Amy Liann,
PHYS,2080,4,General Physics II,82%,9%,0%,0%,0%,0%,0%,0%,0%,9%,0%,0%,Connick David,
,,,,,,,,,,,,,,,,Edward,
PHYS,2090,1,Gen Phys Lab I,63%,25%,0%,0%,0%,0%,0%,0%,0%,13%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2090,2,Gen Phys Lab I,54%,25%,0%,0%,0%,0%,0%,13%,0%,8%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2090,3,Gen Phys Lab I,81%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2090,4,Gen Phys Lab I,46%,25%,4%,0%,0%,0%,0%,4%,0%,8%,0%,13%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2090,5,Gen Phys Lab I,50%,33%,4%,0%,0%,0%,0%,4%,0%,8%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2090,6,Gen Phys Lab I,64%,18%,0%,0%,0%,0%,0%,9%,0%,9%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2090,7,Gen Phys Lab I,63%,26%,5%,0%,0%,0%,0%,0%,0%,5%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2090,8,Gen Phys Lab I,79%,13%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2090,9,Gen Phys Lab I,65%,17%,0%,0%,0%,0%,0%,9%,0%,4%,0%,4%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 112 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
PHYS,2090,10,Gen Phys Lab I,30%,39%,13%,0%,0%,0%,0%,13%,0%,0%,4%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,1,Gen Phys Lab II,92%,4%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,2,Gen Phys Lab II,83%,13%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,3,Gen Phys Lab II,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,4,Gen Phys Lab II,91%,4%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,5,Gen Phys Lab II,92%,4%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,6,Gen Phys Lab II,95%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,7,Gen Phys Lab II,63%,21%,4%,0%,0%,0%,0%,8%,0%,4%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,8,Gen Phys Lab II,92%,0%,0%,0%,0%,0%,0%,0%,0%,8%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,9,Gen Phys Lab II,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,10,Gen Phys Lab II,91%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,11,Gen Phys Lab II,78%,17%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,12,Gen Phys Lab II,88%,0%,0%,4%,0%,0%,0%,0%,0%,8%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,13,Gen Phys Lab II,91%,4%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 113 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
PHYS,2100,16,Gen Phys Lab II,78%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,17,Gen Phys Lab II,96%,0%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,18,Gen Phys Lab II,52%,35%,9%,0%,0%,0%,0%,4%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,19,Gen Phys Lab II,50%,30%,10%,0%,0%,0%,0%,0%,0%,10%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2100,21,Gen Phys Lab II,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2210,1,Physics with Calculus II,37%,28%,6%,0%,0%,0%,0%,5%,0%,20%,3%,2%,Brown Jason,
,,,,,,,,,,,,,,,,Stratford,
PHYS,2210,2,Physics with Calculus II,38%,21%,9%,0%,0%,0%,0%,4%,0%,22%,2%,5%,Brown Jason,
,,,,,,,,,,,,,,,,Stratford,
PHYS,2210,5,Physics with Calculus II,50%,21%,0%,7%,7%,0%,0%,7%,0%,7%,0%,0%,Daw Murray S,
PHYS,2220,1,Physics with Calculus III,57%,21%,7%,0%,0%,0%,0%,7%,0%,0%,7%,0%,Marler Joan P,
PHYS,2230,1,Physics Lab II,11%,56%,0%,0%,6%,0%,0%,11%,0%,11%,6%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2230,2,Physics Lab II,17%,61%,0%,0%,0%,0%,0%,0%,0%,22%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2230,3,Physics Lab II,71%,18%,0%,0%,0%,0%,0%,0%,0%,6%,0%,6%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2230,4,Physics Lab II,47%,18%,0%,0%,0%,0%,0%,12%,0%,24%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2230,5,Physics Lab II,63%,26%,0%,0%,5%,0%,0%,5%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2230,6,Physics Lab II,29%,59%,0%,0%,0%,0%,0%,6%,0%,6%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 114 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
PHYS,2230,7,Physics Lab II,28%,72%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2230,8,Physics Lab II,67%,17%,0%,0%,0%,0%,0%,0%,0%,17%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2230,9,Physics Lab II,83%,6%,6%,0%,0%,0%,0%,0%,0%,6%,0%,0%,Thompson Daniel,
,,,,,,,,,,,,,,,,Ross,
PHYS,2400,1,Phys of Weather,40%,31%,9%,0%,0%,0%,0%,6%,0%,14%,0%,0%,Oberheide Jens,
PHYS,3110,1,Methods Theor Phys,48%,17%,7%,0%,3%,0%,0%,0%,0%,21%,0%,3%,The Lih-sin,
PHYS,3220,1,Mechanics II,35%,35%,0%,0%,0%,0%,0%,0%,0%,24%,0%,6%,Kaeppler Stephen,
,,,,,,,,,,,,,,,,Roland,
PHYS,3260,1,Exper Physics II,94%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Gao Jianbo,
PHYS,3990,1,CI STEM Competition,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Brown Jason,
,,,,,,,,,,,,,,,,Stratford,
PHYS,4650,1,Thermo and Stat Mech,36%,29%,0%,0%,0%,0%,0%,7%,0%,14%,0%,14%,Leising Mark D,
PHYS,8150,1,Statistical Therm I,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Hartmann Dieter H,
PHYS,9910,10,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Gao Jianbo,
PHYS,9910,16,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Ajello Marco,
PKSC,1020,1,Intro to Pkg Sci,16%,38%,5%,0%,0%,0%,0%,7%,0%,23%,5%,5%,Batt Heather P,
PKSC,2010,1,Pkg Perishable Prod,4%,18%,11%,3%,3%,0%,0%,8%,0%,30%,14%,11%,Batt Heather P,
PKSC,2020,1,Packaging Mtl & Mfg,22%,22%,11%,6%,0%,0%,0%,0%,0%,17%,6%,17%,Guerra Marcondes,
,,,,,,,,,,,,,,,,Patricia Dione,
PKSC,2040,1,Container Systems,31%,45%,7%,0%,0%,0%,0%,0%,0%,14%,0%,3%,Guerra Marcondes,
,,,,,,,,,,,,,,,,Patricia Dione,
PKSC,2060,1,Container Sys Lab,85%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Campbell Alicia Cutler,
PKSC,2200,1,Product & Pkg Design,50%,30%,0%,0%,0%,0%,0%,10%,0%,5%,5%,0%,Appleby Haley Ellis,
PKSC,3200,1,Pkg Design Theory,93%,4%,0%,0%,0%,0%,0%,0%,0%,2%,0%,0%,Hurley Rupert A,
PKSC,3680,400,Pkg and Society,38%,18%,11%,3%,0%,0%,0%,2%,0%,14%,9%,5%,Batt Heather P,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 115 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
PKSC,4030,1,Packaging Career Preparati,78%,16%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Kimmel Robert M.,
PKSC,4200,1,Package Design & Develop,62%,24%,5%,0%,0%,0%,0%,0%,0%,8%,0%,0%,Kimmel Robert M.,
PKSC,4300,1,Converting for Flexible Pkg,42%,43%,3%,1%,0%,0%,0%,1%,0%,9%,0%,0%,Darby Duncan O,
PKSC,4400,1,Packaging for Distribution,23%,40%,13%,0%,0%,0%,0%,3%,0%,18%,0%,5%,Batt Gregory S,
PKSC,4400,400,Packaging for Distribution,0%,19%,10%,2%,4%,0%,0%,2%,0%,44%,10%,8%,Batt Gregory S,
PKSC,4640,1,Food & Health Care Pkg Sy,69%,22%,3%,0%,0%,0%,0%,0%,0%,3%,3%,0%,Cooksey Kay D,
PKSC,6400,400,Packaging for Distribution,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,Batt Gregory S,
PLPA,2130,1,Fungi & Civilization,22%,25%,7%,3%,1%,0%,0%,11%,0%,22%,2%,8%,Kerrigan Julia Louise,
PORT,1010,1,Elem Portuguese,31%,31%,0%,0%,0%,0%,0%,8%,0%,23%,8%,0%,Miller Ana Paula E,
POSC,1010,1,Amer National Govt,48%,41%,0%,0%,0%,0%,0%,4%,0%,7%,0%,0%,Stewart Joseph Earl,
POSC,1010,2,Amer National Govt,20%,30%,0%,0%,0%,0%,0%,0%,0%,30%,0%,20%,Carey Robert T,
POSC,1010,2,Amer National Govt,20%,30%,0%,0%,0%,0%,0%,0%,0%,30%,0%,20%,Carey Robert T,
POSC,1010,3,Amer National Govt,49%,24%,8%,2%,0%,0%,0%,0%,0%,12%,0%,6%,Carey Robert T,
POSC,1010,3,Amer National Govt,49%,24%,8%,2%,0%,0%,0%,0%,0%,12%,0%,6%,Carey Robert T,
POSC,1020,1,Intro Intl Relations,61%,35%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Miller Steven Vincent,
POSC,1020,2,Intro Intl Relations,26%,47%,0%,0%,0%,0%,0%,5%,0%,16%,4%,2%,Tannenbaum Aron,
,,,,,,,,,,,,,,,,George,
POSC,1020,3,Intro Intl Relations,38%,25%,2%,0%,0%,0%,0%,10%,0%,15%,4%,6%,Trask Tara Elizabeth,
POSC,1020,4,Intro Intl Relations,21%,30%,0%,2%,4%,0%,0%,4%,0%,38%,2%,0%,Trask Tara Elizabeth,
POSC,1030,1,Intro to Political Theory,57%,20%,0%,0%,0%,0%,0%,7%,0%,17%,0%,0%,Hoffpauir Jay M,
POSC,1030,2,Intro to Political Theory,69%,28%,0%,0%,0%,0%,0%,0%,3%,0%,0%,0%,Turner Brandon P,
POSC,1030,3,Intro to Political Theory,63%,11%,5%,0%,0%,0%,0%,5%,5%,11%,0%,0%,Thomas Adam,
,,,,,,,,,,,,,,,,Michael,
POSC,1030,4,Intro to Political Theory,75%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Duplessie Derek Neal,
POSC,1030,5,Intro to Political Theory,59%,21%,3%,0%,0%,0%,0%,0%,0%,14%,3%,0%,Vance Kevin Gregory,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 116 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
POSC,1040,1,Intro Compar Pol,43%,24%,2%,2%,0%,0%,0%,2%,0%,22%,2%,4%,Rhodes-Purdy,
,,,,,,,,,,,,,,,,Matthew Henry,
POSC,1990,1,Intro Pol Sci,51%,23%,4%,2%,0%,0%,0%,4%,0%,11%,4%,2%,Petersheim,
,,,,,,,,,,,,,,,,Meredith-Joy,
POSC,3020,1,State and Loc Gov,27%,46%,8%,0%,0%,0%,0%,6%,0%,13%,0%,0%,Ransom Bruce W,
POSC,3020,1,State and Loc Gov,27%,46%,8%,0%,0%,0%,0%,6%,0%,13%,0%,0%,Ransom Bruce W,
POSC,3050,10,Creative Inq in Political Sci,85%,0%,0%,0%,0%,0%,0%,0%,15%,0%,0%,0%,Matic Vladimir,
POSC,3210,1,Public Admin,50%,26%,6%,0%,0%,0%,0%,0%,0%,18%,0%,0%,Carey Robert T,
POSC,3210,1,Public Admin,50%,26%,6%,0%,0%,0%,0%,0%,0%,18%,0%,0%,Carey Robert T,
POSC,3410,1,Quant Meth in Pol Sc,71%,7%,0%,0%,0%,0%,0%,7%,0%,14%,0%,0%,Busby Ethan Craig,
POSC,3440,1,Public Opinion,52%,39%,4%,0%,0%,0%,0%,0%,0%,2%,0%,2%,Busby Ethan Craig,
POSC,3620,1,Intl Organizations,13%,25%,8%,0%,4%,0%,0%,21%,0%,21%,0%,8%,Taydas Zeynep,
POSC,3620,2,Intl Organizations,13%,39%,9%,0%,0%,0%,0%,17%,0%,17%,4%,0%,Taydas Zeynep,
POSC,3630,1,Us Foreign Policy,21%,32%,9%,0%,3%,0%,0%,18%,3%,15%,0%,0%,King Joshua Douglas,
POSC,3710,1,European Politics,33%,33%,3%,3%,0%,0%,0%,12%,0%,15%,0%,0%,Matic Vladimir,
POSC,3760,1,Democratization,50%,25%,5%,0%,0%,0%,0%,0%,5%,15%,0%,0%,Rhodes-Purdy,
,,,,,,,,,,,,,,,,Matthew Henry,
POSC,3810,1,African Amer Politic,57%,29%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,Ransom Bruce W,
POSC,3810,1,African Amer Politic,57%,29%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,Ransom Bruce W,
POSC,4050,1,The American Presidency,18%,18%,0%,5%,0%,0%,0%,18%,0%,32%,9%,0%,Warber Adam L,
POSC,4240,1,Federalism and Igr,40%,40%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,Ransom Bruce W,
POSC,4240,1,Federalism and Igr,40%,40%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,Ransom Bruce W,
POSC,4360,1,Law Courts Politics,75%,18%,0%,0%,0%,0%,0%,0%,3%,5%,0%,0%,Stewart Joseph Earl,
POSC,4360,2,Law Courts Politics,66%,12%,2%,0%,0%,0%,0%,5%,5%,10%,0%,0%,Stewart Joseph Earl,
POSC,4370,1,Constitut Law: Rights & Lib,58%,15%,2%,0%,0%,0%,0%,2%,0%,23%,0%,0%,Bambrick Christina,
,,,,,,,,,,,,,,,,Rose,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 117 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
POSC,4380,1,Constitut Law: Struc of Go,57%,30%,0%,0%,0%,0%,0%,5%,0%,8%,0%,0%,Vance Kevin Gregory,
POSC,4470,1,International Law,70%,22%,4%,0%,0%,0%,0%,4%,0%,0%,0%,0%,Trask Tara Elizabeth,
POSC,4500,1,Sovereignty and the State,72%,20%,0%,0%,0%,0%,0%,4%,4%,0%,0%,0%,Turner Brandon P,
POSC,4500,2,Ancient Political Thought,60%,30%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,Thompson C Bradley,
POSC,4530,1,American Political Thought,53%,27%,2%,0%,2%,0%,0%,2%,2%,10%,2%,0%,Pearce Colin Denby,
POSC,4580,1,Political Leadership,57%,7%,7%,0%,0%,0%,0%,7%,7%,14%,0%,0%,Hoffpauir Jay M,
POSC,4710,1,Russian Politics,65%,16%,0%,0%,0%,0%,0%,14%,0%,5%,0%,0%,Tannenbaum Aron,
,,,,,,,,,,,,,,,,George,
POSC,4760,1,Middle East Politics,36%,43%,0%,0%,7%,0%,0%,7%,0%,7%,0%,0%,Matic Vladimir,
POSC,4890,1,The Presidency in Film and,47%,20%,7%,0%,0%,0%,0%,10%,0%,13%,0%,3%,Warber Adam L,
POSC,4990,1,Capstone in Political Scienc,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Petersheim,
,,,,,,,,,,,,,,,,Meredith-Joy,
PRTM,1980,1,Creative Inquiry in PRTM I,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Tucker Teresa Walton,
PRTM,2060,1,Practicum I,0%,0%,0%,0%,0%,93%,0%,7%,0%,0%,0%,0%,Cathey Jamie Lynn,
PRTM,2070,1,Practicum II,0%,0%,0%,0%,0%,89%,0%,11%,0%,0%,0%,0%,Cathey Jamie Lynn,
PRTM,2200,1,Foundations of PRTM,58%,21%,0%,0%,0%,0%,0%,0%,0%,16%,0%,5%,Cathey Jamie Lynn,
PRTM,2270,1,Prov of Leisure Exp,90%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,Tucker Teresa Walton,
PRTM,2410,1,Intro to CRSCM,52%,34%,3%,0%,0%,0%,0%,0%,0%,7%,0%,3%,Cathey Jamie Lynn,
PRTM,2410,2,Intro to CRSCM,43%,50%,3%,0%,0%,0%,0%,0%,0%,3%,0%,0%,Townsend Jeffrey D,
PRTM,2600,1,Found of Recreational The,44%,24%,4%,0%,0%,0%,0%,8%,0%,16%,4%,0%,Tysor Deborah Anne,
PRTM,2650,1,Terminology in Rec Therap,70%,19%,0%,0%,0%,0%,0%,0%,0%,5%,0%,5%,Tysor Deborah Anne,
PRTM,2700,1,Intro Rec Res Mgt,60%,27%,7%,0%,0%,0%,0%,0%,0%,3%,3%,0%,Baldwin Elizabeth,
,,,,,,,,,,,,,,,,Dennis,
PRTM,2820,1,Principle Golfer Dev,73%,9%,0%,0%,0%,0%,0%,9%,0%,9%,0%,0%,Lucas Richard A,
PRTM,3050,1,Safety/Risk Mgt PRTM,40%,47%,3%,0%,0%,0%,0%,0%,0%,7%,3%,0%,Anderson Daniel,
,,,,,,,,,,,,,,,,Morgan,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
