Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
HIST,1240,2,Environmental Hist,5%,38%,40%,3%,5%,0%,0%,10%,"Jeffries, James Brad",
HIST,1720,1,The West and the World I,26%,41%,18%,8%,3%,0%,0%,5%,"Clark, Caroline Dunn",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 49 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
HIST,1730,1,The West and the World II,30%,32%,21%,0%,10%,0%,0%,7%,"Grubb, C Alan",
HIST,1730,2,The West and the World II,32%,24%,27%,7%,4%,0%,0%,7%,"Saunders, Richard L",
HIST,1730,3,The West and the World II,25%,44%,20%,2%,7%,0%,0%,2%,"Marks, Steven G",
HIST,2990,1,Historian's Craft,26%,63%,11%,0%,0%,0%,0%,0%,"Carney, Elizabeth D",
HIST,2990,2,Historian's Craft,84%,5%,0%,0%,11%,0%,0%,0%,"Moore, Rachel Anne",
HIST,3010,1,Am Rev & New Nation,26%,19%,33%,0%,15%,0%,0%,7%,"Jeffries, James Brad",
HIST,3080,1,US: Reagan/Clinton 1975-Pres,40%,27%,18%,0%,13%,0%,0%,2%,"Saunders, Richard L",
HIST,3110,1,African American Hist to 1877,35%,43%,8%,8%,5%,0%,0%,3%,"Bartley, Abel A",
HIST,3240,1,Hist of the South II,32%,49%,8%,3%,5%,0%,0%,3%,"Andrew, John R",
HIST,3260,1,Hist Am Transport,38%,31%,23%,0%,0%,0%,0%,8%,"Grant, H Roger",
HIST,3290,1,US Legal History Since 1890,15%,5%,20%,20%,0%,0%,0%,40%,"Morey, Maribel",
HIST,3380,1,Africa to 1875,63%,20%,7%,10%,0%,0%,0%,0%,"Burns, James M.",
HIST,3410,1,Modern Mexico,49%,40%,0%,3%,6%,0%,0%,3%,"Moore, Rachel Anne",
HIST,3870,1,Russian Rev,37%,33%,23%,0%,0%,0%,0%,7%,"Marks, Steven G",
HIST,3890,2,Monarchs & Courtiers,77%,15%,0%,8%,0%,0%,0%,0%,"Clark, Caroline Dunn",
HIST,3900,1,Mod Mil Hist,19%,31%,36%,8%,3%,0%,0%,3%,"Moise, Edwin E",
HIST,3970,1,Modern Middle East,62%,32%,3%,0%,0%,0%,0%,3%,"Bein, Amit",
HIST,4000,1,Battleground/Bloodfield RecnSC,23%,54%,23%,0%,0%,0%,0%,0%,"Anderson, Paul Chris",
HIST,4170,1,History and Tourism,59%,29%,6%,0%,6%,0%,0%,0%,"White, Leslie E",
HIST,4510,1,Alexander the Great,45%,25%,20%,0%,10%,0%,0%,0%,"Carney, Elizabeth D",
HIST,4710,1,20th C France,57%,21%,0%,0%,0%,0%,0%,21%,"Grubb, C Alan",
HIST,4900,3,Food In Preindus,38%,44%,19%,0%,0%,0%,0%,0%,"Clark, Caroline Dunn",
HIST,4900,4,Why Germans > Nazi?,38%,56%,6%,0%,0%,0%,0%,0%,"Meng, Michael L",
HIST,4920,1,US Iraq Wars,10%,60%,10%,0%,0%,0%,0%,20%,"Moise, Edwin E",
HIST,4930,1,Native American History - 1840,40%,30%,20%,10%,0%,0%,0%,0%,"Jeffries, James Brad",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 50 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
HIST,8200,1,Amer Historiography,78%,11%,0%,0%,0%,0%,0%,11%,"Andrew, John R",
HLTH,2020,1,Introduction to Public Health,46%,35%,15%,0%,4%,0%,0%,0%,"Kingree, Jeffrey B",
HLTH,2020,2,Introduction to Public Health,38%,35%,19%,5%,0%,0%,0%,3%,"Kingree, Jeffrey B",
HLTH,2020,400,Introduction to Public Health,57%,24%,5%,0%,10%,0%,0%,5%,"Welsh, Ralph Stewart",
HLTH,2030,1,Health Care Sys,74%,23%,0%,0%,0%,0%,0%,3%,"Welsh, Ralph Stewart",
HLTH,2030,2,Health Care Sys,38%,48%,12%,0%,0%,0%,0%,2%,"Fraizer, Frederic L",
HLTH,2030,400,Health Care Sys,80%,15%,0%,0%,5%,0%,0%,0%,"Welsh, Ralph Stewart",
HLTH,2030,401,Health Care Sys,78%,6%,0%,0%,6%,0%,0%,11%,"Welsh, Ralph Stewart",
HLTH,2400,1,Deter of Hlth Behav,29%,51%,15%,3%,3%,0%,0%,0%,"Williams, Joel Edwar",
HLTH,2980,1,Human Hlth & Disease,88%,12%,0%,0%,0%,0%,0%,0%,"Amani, Annah Kamugiz",
HLTH,2980,2,Human Hlth & Disease,74%,21%,2%,0%,0%,0%,0%,2%,"Amani, Annah Kamugiz",
HLTH,3100,1,Women's Hlth Issues,50%,41%,3%,3%,0%,0%,0%,3%,"Mayo, Rachel M",
HLTH,3150,1,Social Epidemiology,50%,42%,8%,0%,0%,0%,0%,0%,"Crandall, Lee Alden",
HLTH,3800,1,Epidemiology,37%,34%,17%,5%,2%,0%,0%,5%,"Mayo, Rachel M",
HLTH,3800,2,Epidemiology,32%,52%,16%,0%,0%,0%,0%,0%,"Falta, Deborah Alma",
HLTH,3980,2,Hlth Appraisal Sklls,73%,27%,0%,0%,0%,0%,0%,0%,"Meyer, Kathleen M",
HLTH,4000,1,Health Systems Reform,60%,40%,0%,0%,0%,0%,0%,0%,"Zhang, Lingling",
HLTH,4190,1,Health Sci Internship Prep Sem,44%,34%,12%,5%,2%,0%,0%,2%,"Meyer, Kathleen M",
HLTH,4200,1,Hlth Science Intern,75%,16%,6%,0%,0%,0%,0%,3%,"Meyer, Kathleen M",
HLTH,4300,1,Hlth Prom of Aged,52%,22%,17%,4%,0%,0%,0%,4%,"Dye, Cheryl Jo",
HLTH,4310,1,Public & Environ Hlt,53%,36%,11%,0%,0%,0%,0%,0%,"Falta, Deborah Alma",
HLTH,4600,1,Health Info Systems,50%,36%,7%,0%,0%,0%,0%,7%,"Gimbel, Ronald W",
HLTH,4780,1,Hlth Pol Ehtics Law,7%,45%,31%,3%,3%,0%,0%,10%,"Spitler, Hugh D",
HLTH,4790,1,Fin Mgmt & Hlth Budg,22%,52%,13%,4%,9%,0%,0%,0%,"Truong, Khoa Dang",
HLTH,4800,1,Comm Hlth Promotion,24%,74%,0%,0%,0%,0%,0%,3%,"Griffin, Sarah F",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 51 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
HLTH,4900,1,Res Eval St Pub Hlth,87%,6%,4%,4%,0%,0%,0%,0%,"Shi, Lu",
HLTH,4900,2,Res Eval St Pub Hlth,37%,53%,10%,0%,0%,0%,0%,0%,"Zhang, Lingling",
HLTH,4970,1,Creative Inq in Public Health,88%,13%,0%,0%,0%,0%,0%,0%,"Kemper, Karen A",
HLTH,4970,4,Creative Inq in Public Health,85%,15%,0%,0%,0%,0%,0%,0%,"Clay, George W",
HLTH,8110,1,Health Care Delivery Systems,40%,40%,0%,0%,0%,0%,0%,20%,"Truong, Khoa Dang",
HLTH,8310,1,Quantitative Analy in Hlth I,60%,0%,0%,0%,0%,0%,0%,40%,"Shi, Lu",
HON,2060,1,Intro to Nanotechnology,56%,39%,0%,0%,0%,0%,0%,6%,"Kitchens, Christophe",
HON,2210,1,Beauty in Western Literature,74%,21%,0%,0%,0%,0%,0%,5%,"Schmidt, Johannes",
HON,2210,3,Reading Data,50%,39%,6%,0%,0%,0%,0%,6%,"Thomas, Lindsay Carr",
HON,2220,2,Doubles and Doppelgangers,50%,50%,0%,0%,0%,0%,0%,0%,"Stoicea, Gabriela",
HORT,1010,1,Horticulture,82%,12%,3%,0%,0%,0%,0%,3%,"Vincent, Ellen Anita",
HORT,2110,1,Growing Spring Plnts,15%,30%,45%,5%,0%,0%,0%,5%,"Faust, James Emerson",
HORT,4000,4,Vegetable Crops,73%,21%,6%,0%,0%,0%,0%,0%,"Thavarajah, Dilruksh",
HORT,4040,1,Plant Propagation,13%,25%,46%,8%,4%,0%,0%,4%,"Adelberg, Jeffrey W",
HORT,4050,1,Plant Propagation Techniq Lab,64%,36%,0%,0%,0%,0%,0%,0%,"Adelberg, Jeffrey W",
HORT,4050,2,Plant Propagation Techniq Lab,33%,42%,17%,0%,0%,0%,0%,8%,"Adelberg, Jeffrey W",
HORT,4270,1,Urban Tree Care,24%,36%,20%,8%,8%,0%,0%,4%,"Polomski, Robert F",
HORT,4330,1,Turf Weed Management,16%,52%,24%,4%,4%,0%,0%,0%,"Whitwell, Ted",
HRD,8470,405,Instru System Design,75%,0%,0%,0%,25%,0%,0%,0%,"McGee, Philip H",
HRD,8490,402,Eval of T&D/Hrd Prog,71%,29%,0%,0%,0%,0%,0%,0%,"McGee, Philip H",
HRD,8490,405,Eval of T&D/Hrd Prog,63%,25%,0%,0%,0%,0%,0%,13%,"McGee, Philip H",
HRD,8490,406,Eval of T&D/Hrd Prog,38%,38%,13%,0%,13%,0%,0%,0%,"McGee, Philip H",
HRD,8800,404,Research Concepts,94%,0%,0%,0%,6%,0%,0%,0%,"Christiansen, Jon Fr",
HRD,8970,402,Appl Resear & Devel,50%,50%,0%,0%,0%,0%,0%,0%,"Sims, Cynthia M",
HRD,8970,403,Appl Resear & Devel,25%,63%,0%,0%,0%,0%,0%,13%,"Sims, Cynthia M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 52 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
IE,2010,1,Systems Design I,74%,24%,0%,0%,0%,0%,0%,1%,"Riggs, Robert James",
IE,2100,1,Des Analysis Wrk Sys,16%,52%,24%,4%,2%,0%,0%,2%,"Neyens, David M",
IE,2800,1,Deterministic Operations Rsrch,20%,25%,38%,9%,4%,0%,0%,5%,"Eksioglu, Burak",
IE,3610,1,Industrial App of Prob/Stat II,42%,42%,9%,3%,3%,0%,0%,0%,"Greenstein, Joel S",
IE,3810,1,Probabilistic Operations Rsrch,26%,44%,20%,6%,5%,0%,0%,0%,"Khademi, Amin",
IE,3840,1,Engr Econ Analysis,29%,23%,12%,7%,10%,0%,0%,18%,"Melloy, Brian J",
IE,3860,1,Prod Plan & Cont,43%,41%,11%,2%,2%,0%,0%,1%,"Riggs, Robert James",
IE,4570,1,Transp/Logistic Engr,34%,40%,11%,14%,0%,0%,0%,0%,"Eksioglu, Sandra Dun",
IE,4620,1,Six Sigma Quality,25%,39%,27%,3%,0%,4%,0%,1%,"Cho, Byung Rae",
IE,4670,1,System Design II,93%,7%,0%,0%,0%,0%,0%,0%,"Chalil Madathil, Kap",
IE,4860,1,Scheduling,29%,50%,14%,7%,0%,0%,0%,0%,"Mason, Scott Jenning",
IE,4910,2,HF in Transportation Systems,64%,26%,10%,0%,0%,0%,0%,0%,"Neyens, David M",
IE,6810,1,App of Prob Models in Ind Engr,80%,20%,0%,0%,0%,0%,0%,0%,"Melloy, Brian J",
IE,6860,1,Scheduling,50%,38%,13%,0%,0%,0%,0%,0%,"Mason, Scott Jenning",
IE,8010,1,Human-Machine Sys,50%,50%,0%,0%,0%,0%,0%,0%,"Greenstein, Joel S",
IE,8040,1,Mfg Sys Plan & Des,12%,31%,19%,0%,19%,0%,0%,19%,"Ferrell, William G",
IE,8050,1,Found Qual Engr,42%,46%,13%,0%,0%,0%,0%,0%,"Cho, Byung Rae",
IE,8150,1,Research Methods in Ergonomics,59%,41%,0%,0%,0%,0%,0%,0%,"Riggs, Sara Lu",
IE,8520,1,Model Decis Making,80%,15%,2%,0%,0%,0%,0%,2%,"Smith, Jonathan Cole",
IE,8540,1,Fund of Sc and Log,74%,14%,5%,0%,0%,0%,0%,7%,"Ferrell, William G",
IE,8580,1,Case Stu Cap Prof Sc,68%,26%,6%,0%,0%,0%,0%,0%,"Mason, Scott Jenning",
IE,8810,1,Metaheuristics,82%,18%,0%,0%,0%,0%,0%,0%,"Eksioglu, Sandra Dun",
IE,8880,1,Adv Prob Methods,33%,56%,0%,0%,0%,0%,0%,11%,"Eksioglu, Burak",
INT,1010,5,UPIC 1st Part Time Internship,0%,0%,0%,0%,0%,96%,4%,1%,"Nunamaker, Troy D",
INT,2020,5,UPIC 2nd Full Time Internship,0%,0%,0%,0%,0%,77%,15%,8%,"Nunamaker, Troy D",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 53 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
IS,1010,1,CCA International Experience,0%,0%,0%,0%,0%,84%,12%,3%,"Wilson, Meredith Fan",
IS,2100,615,Sel Topics Int Study,44%,56%,0%,0%,0%,0%,0%,0%,"Turnbull, Sallie Bro",
ITAL,1010,1,Elementary Italian,48%,29%,10%,0%,5%,0%,0%,10%,"Schmidt, Julia",
ITAL,1020,1,Elementary Italian,76%,19%,5%,0%,0%,0%,0%,0%,"Barattoni, Luca",
ITAL,1020,3,Elementary Italian,33%,40%,27%,0%,0%,0%,0%,0%,"Lombardi, Valentina",
ITAL,2010,1,Intermediate Italian,23%,38%,31%,8%,0%,0%,0%,0%,"Lombardi, Valentina",
ITAL,2020,1,Intermediate Italian,42%,47%,11%,0%,0%,0%,0%,0%,"Lombardi, Valentina",
ITAL,2020,2,Intermediate Italian,36%,43%,21%,0%,0%,0%,0%,0%,"Lombardi, Valentina",
JAPN,1010,1,Elementary Japanese,43%,0%,21%,7%,7%,0%,0%,21%,"Shoji, Kazuko",
JAPN,1010,2,Elementary Japanese,53%,24%,6%,6%,0%,0%,0%,12%,"Kishimoto, Toshiko",
JAPN,1020,1,Elementary Japanese,50%,25%,8%,0%,8%,0%,0%,8%,"Joerger, Toshiko",
JAPN,1020,2,Elementary Japanese,58%,25%,8%,0%,0%,0%,0%,8%,"Joerger, Toshiko",
JAPN,2020,1,Intermed Japanese,69%,15%,15%,0%,0%,0%,0%,0%,"Shoji, Kazuko",
JAPN,3060,1,Japanese Conversation & Comp,50%,50%,0%,0%,0%,0%,0%,0%,"Kishimoto, Toshiko",
LARC,1160,1,History of Landscape Architect,39%,30%,16%,8%,1%,0%,0%,6%,"Nassar, Hala Fouad",
LARC,1160,2,History of Larch,59%,35%,2%,4%,0%,0%,0%,0%,"Holland, Martin John",
LARC,1520,1,Basic Design II,50%,43%,0%,0%,0%,0%,0%,7%,"Russell, Paul C",
LARC,4280,1,Comput Aided Design,50%,44%,0%,0%,6%,0%,0%,0%,"Jiang, Shan",
LARC,6530,1,Key Issues in Larch,56%,44%,0%,0%,0%,0%,0%,0%,"Chang, Hyejung",
LARC,8300,1,Grad Seminar I,57%,43%,0%,0%,0%,0%,0%,0%,"Schurch, Thomas Will",
LAW,3220,1,Legal Env of Bus,30%,60%,8%,2%,0%,0%,0%,0%,"Claggett, Edward Ray",
LAW,3220,2,Legal Env of Bus,32%,48%,12%,6%,2%,0%,0%,0%,"Claggett, Edward Ray",
LAW,3220,3,Legal Env of Bus,39%,52%,6%,3%,0%,0%,0%,0%,"Edwards, Frances L",
LAW,3220,4,Legal Env of Bus,45%,38%,14%,3%,0%,0%,0%,0%,"Stith, Melvin T",
LAW,3220,5,Legal Env of Bus,44%,34%,13%,5%,3%,0%,0%,2%,"Stith, Melvin T",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 54 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
LAW,3220,6,Legal Env of Bus,16%,30%,21%,9%,5%,0%,0%,19%,"Ward-Vaughn, Virgini",
LAW,3220,7,Legal Env of Bus,11%,54%,19%,5%,3%,0%,0%,8%,"Ward-Vaughn, Virgini",
LAW,3220,8,Legal Env of Bus,6%,42%,32%,0%,10%,0%,0%,10%,"Ward-Vaughn, Virgini",
LAW,3220,10,Legal Env of Bus,44%,44%,13%,0%,0%,0%,0%,0%,"Jahn, Judson R",
LAW,3220,11,Legal Env of Bus,9%,53%,27%,8%,3%,0%,0%,0%,"Toussaint, Kenneth S",
LAW,3220,12,Legal Env of Bus,16%,37%,30%,16%,2%,0%,0%,0%,"Toussaint, Kenneth S",
LAW,3220,13,Legal Env of Bus,25%,49%,19%,2%,0%,0%,0%,5%,"Hine, John M",
LAW,3220,14,Legal Env of Bus,23%,59%,16%,0%,0%,0%,0%,2%,"Hine, John M",
LAW,3330,1,Real Estate Law,15%,50%,32%,0%,3%,0%,0%,0%,"Burrell, Michael Bra",
LAW,4060,1,Sports Law,63%,29%,0%,0%,4%,4%,0%,0%,"Phillips, Terry Don",
LAW,8480,1,Law Real Estate Prof,79%,17%,0%,0%,0%,0%,0%,4%,"Lawrence, Maurie Lou",
LAW,8500,1,Law for Prof Accts,45%,52%,3%,0%,0%,0%,0%,0%,"Jahn, Judson R",
LAW,8500,2,Law for Prof Accts,50%,47%,3%,0%,0%,0%,0%,0%,"Jahn, Judson R",
LS,1000,2,Fitness Leadership,83%,0%,0%,0%,0%,0%,0%,17%,"Figueroa, Patricia M",
LS,1000,7,Intro to Photography,53%,47%,0%,0%,0%,0%,0%,0%,"Mudder, Sarah Elizab",
LS,1000,9,Intro to Salsa Dance,91%,9%,0%,0%,0%,0%,0%,0%,"Baxter, Malik Lewis",
LS,1000,12,Intermediate Rock Climbing,75%,17%,0%,0%,0%,0%,0%,8%,"Middleton, Glenn Dav",
LS,1000,22,Intermediate Ashtanga Yoga,82%,18%,0%,0%,0%,0%,0%,0%,"Reina-Nunnelley, Ani",
LS,1000,27,Beg. Non-competitive Karate,73%,0%,0%,9%,0%,0%,0%,18%,"Pilcher, June J.",
LS,1130,1,Wood Carving,88%,0%,0%,0%,0%,0%,0%,13%,"Anderson, Daniel Mor",
LS,1410,2,Top Rope Climbing,82%,12%,0%,0%,0%,0%,0%,6%,"Middleton, Glenn Dav",
LS,1580,2,Archery,80%,0%,7%,0%,0%,0%,0%,13%,"Strickland, Herbert",
LS,1650,3,Inland Kayak Touring,83%,17%,0%,0%,0%,0%,0%,0%,"Thompson, George Wal",
LS,1830,1,Intro to Rugby,83%,17%,0%,0%,0%,0%,0%,0%,"Hickey, Justin M",
LS,1870,2,Frisbee Sports,86%,5%,0%,0%,0%,0%,0%,9%,"Goodman, Craig T",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 55 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
LS,1940,1,Racquetball,83%,8%,0%,0%,0%,0%,0%,8%,"Petersen, Raymond F",
LS,1940,2,Racquetball,85%,0%,0%,0%,0%,0%,0%,15%,"Petersen, Raymond F",
LS,1990,1,Intermediate Golf,85%,0%,0%,0%,0%,0%,0%,15%,"Jordan, Jason L",
LS,2100,2,Learn to Dance,91%,0%,0%,0%,4%,0%,0%,4%,"Krabbe, Matthew Lee",
LS,2100,4,Learn to Dance,74%,7%,15%,0%,0%,0%,0%,4%,"Hoke, Paul E",
LS,2110,2,Introduction to Belly Dance,82%,5%,5%,0%,0%,0%,0%,9%,"Pack, Stephanie L",
LS,2190,1,Country West Dance,86%,0%,0%,0%,5%,0%,0%,10%,"Krabbe, Matthew Lee",
LS,2200,6,Shag,81%,0%,0%,0%,0%,0%,0%,19%,"Fleming, Broadus D",
LS,2200,8,Shag,93%,0%,0%,0%,0%,0%,0%,7%,"Krabbe, Matthew Lee",
LS,2270,1,Intro to Swing Dance,95%,0%,0%,0%,3%,0%,0%,3%,"Hoke, Paul E",
LS,2270,4,Intro to Swing Dance,95%,0%,0%,0%,0%,0%,0%,5%,"Hoke, Paul E",
LS,2320,1,Core Training,81%,10%,5%,0%,0%,0%,0%,5%,"Moreno, Diane F",
LS,2350,2,Basic Yoga,85%,5%,0%,0%,0%,0%,0%,10%,"Amin, Ranjanbala Dil",
LS,2350,3,Basic Yoga,83%,4%,9%,4%,0%,0%,0%,0%,"Gahan, Renee Warren",
LS,2350,4,Basic Yoga,91%,9%,0%,0%,0%,0%,0%,0%,"Gahan, Renee Warren",
LS,2350,5,Basic Yoga,87%,4%,4%,0%,0%,0%,0%,4%,"Gahan, Renee Warren",
LS,2350,6,Basic Yoga,80%,10%,0%,0%,0%,0%,0%,10%,"Amin, Ranjanbala Dil",
LS,2360,1,Power/Ashtanga Yoga,83%,17%,0%,0%,0%,0%,0%,0%,"Reina-Nunnelley, Ani",
LS,2360,2,Power/Ashtanga Yoga,86%,9%,0%,0%,0%,0%,0%,5%,"Reina-Nunnelley, Ani",
LS,2370,3,Kripalu Yoga,91%,5%,0%,0%,0%,0%,0%,5%,"Lester, Ashley Austi",
LS,2370,4,Kripalu Yoga,83%,17%,0%,0%,0%,0%,0%,0%,"Lester, Ashley Austi",
LS,2370,5,Kripalu Yoga,90%,5%,0%,0%,0%,0%,0%,5%,"Lester, Ashley Austi",
LS,2380,4,Vinyasa Flow Yoga,91%,0%,0%,0%,0%,0%,0%,9%,"Nadenicek, Jenefer M",
LS,2420,2,Meditation and Relax,92%,4%,4%,0%,0%,0%,0%,0%,"Reina-Nunnelley, Ani",
LS,2420,3,Meditation and Relax,79%,5%,0%,0%,0%,0%,0%,16%,"Amin, Ranjanbala Dil",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 56 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
LS,2420,4,Meditation and Relax,82%,5%,0%,0%,0%,0%,0%,14%,"Amin, Ranjanbala Dil",
LS,2420,6,Meditation and Relax,65%,13%,0%,4%,0%,0%,0%,17%,"Gahan, Renee Warren",
LS,2450,1,Pilates,87%,9%,0%,0%,0%,0%,0%,4%,"Job, Melanie Ivey",
LS,2500,1,Marathon Training,85%,5%,0%,0%,0%,0%,0%,10%,"Dunn, John Walston",H
LS,2510,2,Running & Jogging,88%,0%,6%,0%,0%,0%,0%,6%,"Brookover, Corey Dou",
LS,2660,1,Hapkido,88%,0%,0%,0%,0%,0%,0%,12%,"Smith, Kelly C",
MATH,1010,1,Essen Math for Informed Soc,40%,32%,12%,4%,0%,0%,0%,12%,"Reba, Marilyn",
MATH,1010,2,Essen Math for Informed Soc,42%,17%,31%,11%,0%,0%,0%,0%,"Cottingham, Judith E",
MATH,1010,3,Essen Math for Informed Soc,47%,21%,16%,11%,0%,0%,0%,5%,"Norton, Paran Rebeka",
MATH,1010,4,Essen Math for Informed Soc,32%,27%,16%,14%,3%,0%,0%,8%,"Cottingham, Judith E",
MATH,1010,5,Essen Math for Informed Soc,12%,29%,29%,0%,29%,0%,0%,0%,"Charnyi, Sergey",
MATH,1010,6,Essen Math for Informed Soc,38%,29%,21%,3%,3%,0%,0%,6%,"Ryan, Megan Elizabet",
MATH,1010,7,Essen Math for Informed Soc,32%,32%,16%,11%,5%,0%,0%,5%,"Glick, Merle J",
MATH,1020,1,Intro to Mathematical Analysis,24%,14%,10%,24%,14%,0%,0%,14%,"Capuano, Vito M",
MATH,1020,2,Intro to Mathematical Analysis,7%,24%,20%,24%,12%,0%,0%,12%,"To, Thanh Thien",
MATH,1020,3,Intro to Mathematical Analysis,13%,22%,20%,7%,33%,0%,0%,4%,"Menard, Matthew Harr",
MATH,1020,4,Intro to Mathematical Analysis,15%,18%,21%,13%,26%,0%,0%,8%,"Zhu, Liu",
MATH,1020,5,Intro to Mathematical Analysis,13%,41%,22%,9%,13%,0%,0%,2%,"Davidson, Randy E",
MATH,1020,6,Intro to Mathematical Analysis,15%,30%,25%,10%,10%,0%,0%,10%,"Rea, David James",
MATH,1020,7,Intro to Mathematical Analysis,15%,37%,20%,4%,22%,0%,0%,2%,"Bowers, Abigail L",
MATH,1020,8,Intro to Mathematical Analysis,11%,18%,27%,14%,27%,0%,0%,2%,"Shesman, Samuel Jose",
MATH,1020,9,Intro to Mathematical Analysis,20%,30%,30%,7%,11%,0%,0%,2%,"Bowers, Abigail L",
MATH,1020,10,Intro to Mathematical Analysis,19%,33%,29%,7%,7%,0%,0%,5%,"Davidson, Randy E",
MATH,1020,11,Intro to Mathematical Analysis,18%,46%,10%,10%,5%,0%,0%,10%,"Davidson, Randy E",
MATH,1020,12,Intro to Mathematical Analysis,20%,20%,30%,15%,10%,0%,0%,5%,"Justus, Isaac",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 57 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MATH,1020,13,Intro to Mathematical Analysis,14%,23%,27%,9%,18%,0%,0%,9%,"Rodriguez Esperanza,",
MATH,1020,14,Intro to Mathematical Analysis,16%,20%,38%,9%,9%,0%,0%,9%,"Bowers, Abigail L",
MATH,1040,1,Precalc & Intro Differen Calc,0%,0%,0%,0%,0%,28%,67%,5%,"Morales Hernandez, M",
MATH,1040,2,Precalc & Intro Differen Calc,0%,0%,0%,0%,0%,19%,72%,9%,"Ruiz Ramirez, Javier",
MATH,1050,400,Precalculus,0%,0%,0%,0%,0%,56%,44%,0%,"Gallagher, Eliza Dar",
MATH,1060,1,Calculus of One Variable I,2%,14%,24%,14%,24%,0%,0%,22%,"Watson, Charity N",
MATH,1060,2,Calculus of One Variable I,0%,4%,20%,16%,43%,0%,0%,16%,"Ahmad, Sanwar",
MATH,1060,3,Calculus of One Variable I,3%,39%,12%,12%,18%,0%,0%,15%,"Guest, Allen Anderso",
MATH,1060,4,Calculus of One Variable I,6%,12%,33%,27%,9%,0%,0%,12%,"Guest, Allen Anderso",
