Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CPSC,2910,7,Prof Issues I,80%,10%,10%,0%,0%,0%,0%,0%,"Jones, James H.",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 22 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CPSC,3220,1,Intro to Operating Systems,26%,21%,23%,5%,18%,0%,0%,8%,"Sorber, Jacob M",
CPSC,3220,2,Intro to Operating Systems,17%,14%,20%,9%,17%,0%,0%,23%,"Sorber, Jacob M",
CPSC,3300,1,Computer Systems Org,27%,24%,26%,6%,10%,0%,0%,6%,"Smotherman, Mark K",
CPSC,3500,1,Foundations of Computer Sci,15%,23%,37%,10%,6%,0%,0%,10%,"Safro, Ilya Mark",
CPSC,3520,1,Programming Systems,41%,30%,5%,0%,9%,0%,0%,16%,"Schalkoff, Robert J",
CPSC,3600,1,Network Programming,16%,27%,25%,16%,10%,0%,0%,6%,"Remy, Sekou Lionel",
CPSC,3620,1,Distributed Computng,29%,38%,15%,8%,4%,0%,0%,6%,"Ngo, Linh Bao",
CPSC,3720,1,Software Engineering,17%,39%,30%,4%,4%,0%,0%,4%,"Schaub, Stephen",
CPSC,3720,2,Software Engineering,26%,29%,29%,10%,3%,0%,0%,3%,"Schaub, Stephen",
CPSC,4050,1,Computer Graphics,26%,52%,13%,4%,0%,0%,0%,4%,"Geist, Robert M",
CPSC,4140,1,Human and Computer Interaction,35%,48%,4%,4%,9%,0%,0%,0%,"Babu, Sabarish Venka",
CPSC,4140,2,Human and Computer Interaction,53%,41%,0%,0%,0%,0%,0%,6%,"Caine, Kelly E",
CPSC,4160,1,2-D Game Engine Construction,50%,33%,10%,0%,7%,0%,0%,0%,"Malloy, Brian A",
CPSC,4240,1,System Admin and Security,15%,58%,19%,4%,4%,0%,0%,0%,"Martin, James J",
CPSC,4620,1,Database Management Systems,22%,44%,22%,7%,4%,0%,0%,0%,"Wang, Zijun",
CPSC,4820,1,Design & Implementation,64%,27%,0%,0%,0%,0%,0%,9%,"Joerg, Christina Sop",
CPSC,4820,2,Mobile Device,59%,35%,0%,0%,0%,0%,0%,6%,"Pargas, Roy P",
CPSC,4910,1,Prof Issues II,93%,4%,0%,0%,2%,0%,0%,0%,"Jones, James H.",
CPSC,6050,1,Computer Graphics,76%,14%,10%,0%,0%,0%,0%,0%,"Geist, Robert M",
CPSC,6140,1,Human and Computer Interaction,57%,29%,7%,0%,0%,0%,0%,7%,"Babu, Sabarish Venka",
CPSC,6140,2,Human and Computer Interaction,47%,47%,0%,0%,0%,0%,0%,7%,"Caine, Kelly E",
CPSC,6160,1,2-D Game Engine Construction,55%,45%,0%,0%,0%,0%,0%,0%,"Malloy, Brian A",
CPSC,6240,1,System Admin and Security,57%,29%,7%,0%,0%,0%,0%,7%,"Martin, James J",
CPSC,6620,1,Database Management Systems,46%,27%,19%,0%,8%,0%,0%,0%,"Wang, Zijun",
CPSC,6820,1,Special Topics:Design & Imple,73%,27%,0%,0%,0%,0%,0%,0%,"Joerg, Christina Sop",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 23 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CPSC,8080,1,Advanced Animation,67%,33%,0%,0%,0%,0%,0%,0%,"Donar, David Stewart",
CPSC,8090,1,Render and Shade,57%,43%,0%,0%,0%,0%,0%,0%,"Davis, Timothy A",
CPSC,8220,1,Case Study in Operating Sys,27%,67%,0%,0%,0%,0%,0%,7%,"Geist, Robert M",
CPSC,8280,1,Theory of Program. Languages,33%,56%,0%,0%,0%,0%,0%,11%,"Sitaraman, Murali",
CPSC,8550,1,Embedded Network Sys,71%,21%,7%,0%,0%,0%,0%,0%,"Feaster, Yvon H.",
CPSC,8620,1,Database Mngmt System Design,32%,59%,9%,0%,0%,0%,0%,0%,"Wang, Zijun",
CPSC,8630,1,Multimedia Sys/Apps,27%,50%,14%,0%,5%,0%,0%,5%,"Wang, Zijun",
CPSC,8750,1,Software Architectur,32%,50%,18%,0%,0%,0%,0%,0%,"McGregor, John D",
CPSC,8810,1,Topic:Info Retrieval,23%,65%,10%,0%,0%,0%,0%,3%,"Luo, Feng",
CPSC,8810,2,Advanced Networking & Security,83%,13%,0%,0%,0%,0%,0%,4%,"Hu, Hongxin",
CRP,8020,1,Site Planning,80%,15%,0%,0%,0%,0%,0%,5%,"Ellis, Clifford Dona",
CRP,8040,1,Land Use Analysis,82%,0%,12%,0%,0%,0%,0%,6%,"Sperry, Stephen L",
CRP,8050,1,Plning Theory & Hist,53%,32%,11%,0%,0%,0%,0%,5%,"Lauria, Mickey",
CRP,8090,1,Current Issues,71%,29%,0%,0%,0%,0%,0%,0%,"Nocks, Barry C",
CRP,8130,1,Transportation Plan,57%,43%,0%,0%,0%,0%,0%,0%,"Morris, Eric A",
CRP,8200,1,Negotiation,50%,50%,0%,0%,0%,0%,0%,0%,"Nocks, Barry C",
CRP,8220,1,Urban Design,63%,38%,0%,0%,0%,0%,0%,0%,"Schurch, Thomas Will",
CSM,1500,1,Constr Prob Solving,39%,56%,0%,0%,6%,0%,0%,0%,"Lucas, Jason D",
CSM,1500,2,Constr Prob Solving,57%,24%,19%,0%,0%,0%,0%,0%,"Lucas, Jason D",
CSM,1500,3,Constr Prob Solving,30%,60%,5%,5%,0%,0%,0%,0%,"Lucas, Jason D",
CSM,2020,1,Structures II,24%,38%,24%,14%,0%,0%,0%,0%,"Clarke, Shima N",
CSM,2020,2,Structures II,26%,47%,26%,0%,0%,0%,0%,0%,"Clarke, Shima N",
CSM,2040,1,Cont Documents,25%,67%,8%,0%,0%,0%,0%,0%,"Wintz, Joseph A",
CSM,2040,2,Cont Documents,40%,40%,20%,0%,0%,0%,0%,0%,"Wintz, Joseph A",
CSM,2050,1,Mats & Methods II,37%,33%,22%,7%,0%,0%,0%,0%,"Wintz, Joseph A",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 24 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
CSM,2050,2,Mats & Methods II,69%,23%,8%,0%,0%,0%,0%,0%,"Wintz, Joseph A",
CSM,3050,1,Envir Systems II,30%,50%,20%,0%,0%,0%,0%,0%,"Burgett, Joseph Mich",
CSM,3050,2,Envir Systems II,25%,63%,13%,0%,0%,0%,0%,0%,"Burgett, Joseph Mich",
CSM,3520,1,Const Scheduling,20%,50%,25%,0%,0%,0%,0%,5%,"Piper, Christine A",
CSM,3520,2,Const Scheduling,16%,32%,53%,0%,0%,0%,0%,0%,"Piper, Christine A",
CSM,3530,1,Const Estimating II,55%,36%,5%,0%,0%,0%,0%,5%,"Smith, James Packer",
CSM,3530,2,Const Estimating II,56%,44%,0%,0%,0%,0%,0%,0%,"Smith, James Packer",
CSM,4540,1,Const Capstone,0%,67%,33%,0%,0%,0%,0%,0%,"Bausman, Dennis C",
CSM,4540,2,Const Capstone,55%,40%,5%,0%,0%,0%,0%,0%,"Bausman, Dennis C",
CSM,8610,1,Construction Control Systems,7%,67%,27%,0%,0%,0%,0%,0%,"Piper, Christine A",
CSM,8610,400,Construction Control Systems,47%,47%,0%,0%,7%,0%,0%,0%,"Piper, Christine A",
CSM,8810,1,Professional Seminar,23%,77%,0%,0%,0%,0%,0%,0%,"Liska, Roger William",
CSM,8810,400,Professional Seminar,67%,33%,0%,0%,0%,0%,0%,0%,"Liska, Roger William",
CU,1000,1,Clemson Connect,0%,0%,0%,0%,0%,91%,6%,3%,"Appling, Jeffrey R",
CU,1010,1,Univ Success Skills,83%,4%,4%,4%,0%,0%,0%,4%,"Sheriff, Rise Jean",
CU,1010,2,Univ Success Skills,68%,5%,14%,5%,0%,0%,0%,9%,"Hamby, Cecelia S",
CU,1010,3,Univ Success Skills,55%,36%,5%,0%,0%,0%,0%,5%,"Kirk, Matthew James",
CU,1010,4,Univ Success Skills,41%,55%,0%,0%,3%,0%,0%,0%,"Kirk, Matthew James",
CU,1010,5,Univ Success Skills,54%,33%,4%,0%,0%,0%,0%,8%,"Von Kaenel, Mary McP",
CU,1010,6,Univ Success Skills,65%,17%,13%,0%,4%,0%,0%,0%,"Brackett, Robert Dav",
CU,1010,7,Univ Success Skills,50%,25%,19%,0%,6%,0%,0%,0%,"Vaughn, Deborah Ann",
CU,2010,1,Sustainability Leadership,80%,20%,0%,0%,0%,0%,0%,0%,"Klotz, Leidy E",
DPA,3070,1,Method 3d Production,52%,19%,5%,10%,0%,0%,0%,14%,"Nearing, Virginia Ba",
DPA,8600,1,Production Studio,56%,22%,22%,0%,0%,0%,0%,0%,"Tessendorf, Jerry A.",
DPA,8600,2,Production Studio,56%,22%,22%,0%,0%,0%,0%,0%,"Tessendorf, Jerry A.",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 25 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECE,2010,1,Logic & Comp Device,19%,32%,18%,19%,9%,0%,0%,4%,"Zhu, Lin",
ECE,2020,1,Electric Circuits I,14%,22%,29%,18%,12%,0%,0%,4%,"Harrell, William R",
ECE,2070,1,Basic Electrical Engineering,44%,24%,14%,5%,4%,0%,0%,9%,"Sharma, Surya",
ECE,2070,2,Basic Electrical Engineering,56%,33%,10%,1%,0%,0%,0%,0%,"Xiao, Hai",
ECE,2070,3,Basic Electrical Engineering,89%,4%,5%,0%,0%,0%,0%,1%,"Kim, Sung-O",
ECE,2080,5,Electrical Engineering Lab I,80%,10%,0%,5%,0%,0%,0%,5%,"Harrell, William R",
ECE,2080,8,Electrical Engineering Lab I,90%,0%,0%,0%,0%,0%,0%,10%,"Harrell, William R",
ECE,2080,13,Electrical Engineering Lab I,85%,10%,0%,0%,0%,0%,0%,5%,"Harrell, William R",
ECE,2080,17,Electrical Engineering Lab I,78%,6%,6%,0%,6%,0%,0%,6%,"Harrell, William R",
ECE,2080,18,Electrical Engineering Lab I,90%,0%,0%,0%,0%,0%,0%,10%,"Harrell, William R",
ECE,2080,20,Electrical Engineering Lab I,90%,10%,0%,0%,0%,0%,0%,0%,"Harrell, William R",
ECE,2090,4,Logic Lab,67%,8%,8%,8%,0%,0%,0%,8%,"Harrell, William R",
ECE,2220,1,Syst Prog Concept,23%,21%,23%,12%,10%,0%,0%,12%,"Reid, William J",
ECE,2230,1,Comp Sys Eng,20%,12%,32%,5%,15%,0%,0%,17%,"Russell, Harlan B",
ECE,2620,1,Elec Circuits II,33%,27%,23%,9%,7%,0%,0%,1%,"Groff, Richard E",
ECE,2620,2,Elec Circuits II (HON),71%,24%,6%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Dee",H
ECE,2720,1,Comp Organization,28%,31%,25%,11%,5%,0%,0%,0%,"Reid, William J",
ECE,2720,1,,28%,31%,25%,11%,5%,0%,0%,0%,"Reid, William J",
ECE,2730,1,Computer Org Lab,47%,35%,18%,0%,0%,0%,0%,0%,"Harrell, William R",
ECE,2730,3,Computer Org Lab,79%,7%,7%,0%,0%,0%,0%,7%,"Harrell, William R",
ECE,2730,4,Computer Org Lab,58%,42%,0%,0%,0%,0%,0%,0%,"Harrell, William R",
ECE,2730,5,Computer Org Lab,71%,14%,7%,0%,7%,0%,0%,0%,"Harrell, William R",
ECE,2730,6,Computer Org Lab,79%,21%,0%,0%,0%,0%,0%,0%,"Harrell, William R",
ECE,2730,7,Computer Org Lab,40%,50%,10%,0%,0%,0%,0%,0%,"Harrell, William R",
ECE,3110,1,Electrical Engineering Lab III,56%,13%,0%,13%,13%,0%,0%,6%,"Harrell, William R",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 26 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECE,3110,4,Electrical Engineering Lab III,81%,13%,0%,0%,0%,0%,0%,6%,"Harrell, William R",
ECE,3110,5,Electrical Engineering Lab III,88%,0%,0%,0%,0%,0%,0%,13%,"Harrell, William R",
ECE,3170,1,Rand Signal Analysis,16%,34%,20%,9%,13%,0%,0%,8%,"Hubbard, Stephen J",
ECE,3170,2,Rand Signal Analysis (HON),30%,50%,20%,0%,0%,0%,0%,0%,"Baum, Carl W",H
ECE,3200,1,Electronics I,28%,22%,15%,13%,20%,0%,0%,3%,"Hubbard, Stephen J",
ECE,3210,1,Electronics II,55%,27%,9%,2%,8%,0%,0%,0%,"Hubbard, Stephen J",
ECE,3220,1,Intro Operating Sys,6%,41%,35%,6%,0%,0%,0%,12%,"Sorber, Jacob M",
ECE,3220,2,Intro Operating Sys,5%,35%,40%,5%,5%,0%,0%,10%,"Sorber, Jacob M",
ECE,3270,1,Dig Comp Design,10%,26%,26%,8%,8%,0%,0%,23%,"Smith, Melissa Crawl",
ECE,3300,1,Signals & Systems,21%,19%,23%,14%,14%,0%,0%,8%,"Baum, Carl W",
ECE,3520,1,Programming Systems,28%,48%,14%,3%,0%,0%,0%,7%,"Schalkoff, Robert J",
ECE,3600,1,Elect Power Engr,25%,29%,25%,6%,6%,0%,0%,8%,"Collins, Edward R",
ECE,3710,1,Microcontr Interface,40%,38%,20%,1%,1%,0%,0%,0%,"Reid, William J",
ECE,3720,6,Micro Int Lab,83%,17%,0%,0%,0%,0%,0%,0%,"Harrell, William R",
ECE,3800,1,Electromagnetics,23%,18%,36%,13%,10%,0%,0%,0%,"Martin, Anthony Q",
ECE,3810,1,Field Waves & Ckts,45%,33%,16%,4%,2%,0%,0%,0%,"Johnson, Eric Gordon",
ECE,4090,1,Cont & Discrete Sys,37%,40%,17%,6%,0%,0%,0%,0%,"Kapadia, Apoorva Dee",
ECE,4190,1,Elec Mach and Drives,28%,38%,21%,0%,3%,0%,0%,10%,"Corzine, Keith A",
ECE,4270,1,Communications Sys,24%,29%,30%,9%,5%,0%,0%,3%,"Manandhar, Madhabi",
ECE,4380,1,Computer Commun,28%,18%,23%,13%,5%,0%,0%,15%,"Russell, Harlan B",
ECE,4680,1,Embedded Computing,74%,17%,4%,0%,0%,0%,0%,4%,"Hoover, Adam W",
ECE,4700,1,Vehicle Electronics,54%,35%,6%,4%,0%,0%,0%,0%,"Hubing, Todd H",
ECE,4950,1,Int Sys Design I,64%,28%,8%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Dee",
ECE,4960,1,Int Sys Design II,54%,38%,8%,0%,0%,0%,0%,0%,"Groff, Richard E",
ECE,6190,1,Elec Mach and Drives,58%,33%,8%,0%,0%,0%,0%,0%,"Corzine, Keith A",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 27 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECE,6380,1,Computer Commun,75%,25%,0%,0%,0%,0%,0%,0%,"Russell, Harlan B",
ECE,6460,1,Antennas,71%,14%,14%,0%,0%,0%,0%,0%,"Martin, Anthony Q",
ECE,6680,1,Embedded Computing,42%,50%,8%,0%,0%,0%,0%,0%,"Hoover, Adam W",
ECE,6930,1,MEMS,60%,40%,0%,0%,0%,0%,0%,0%,"Wang, Pingshan",
ECE,8070,1,Comp Meth Pwr Anal,60%,30%,0%,0%,0%,0%,0%,10%,"Venayagamoorthy, Gan",
ECE,8160,1,Elec Power Distr Sys Engr,53%,47%,0%,0%,0%,0%,0%,0%,"Makram, Elham B",
ECE,8300,1,Electromagnetics I,60%,20%,20%,0%,0%,0%,0%,0%,"Martin, Anthony Q",
ECE,8400,1,Semicond Devices,71%,21%,7%,0%,0%,0%,0%,0%,"Harrell, William R",
ECE,8440,1,Digital Signal Proc,43%,52%,5%,0%,0%,0%,0%,0%,"Gowdy, John N",
ECE,8560,1,Pattern Recognition,37%,46%,11%,0%,0%,0%,0%,6%,"Schalkoff, Robert J",
ECE,8930,3,HPC with GPUs,32%,52%,8%,0%,0%,0%,0%,8%,"Smith, Melissa Crawl",
ECE,8930,4,Distributed Dynamical Systems,44%,44%,0%,0%,0%,0%,0%,11%,"Wang, Yongqiang",
ECON,2000,1,Economic Concepts,5%,35%,23%,10%,18%,0%,0%,10%,"Garg, Mallika",
ECON,2000,2,Economic Concepts,31%,39%,17%,8%,3%,0%,0%,3%,"Garg, Mallika",
ECON,2000,3,Economic Concepts,30%,28%,15%,8%,15%,0%,0%,5%,"Ivankovic, Miren",
ECON,2110,1,Principles of Microeconomics,36%,21%,33%,3%,3%,0%,0%,5%,"Tollison, Robert Dew",
ECON,2110,2,Principles of Microeconomics,15%,48%,30%,3%,3%,0%,0%,3%,"Fiore, Alexander J",
ECON,2110,3,Principles of Microeconomics,14%,49%,25%,7%,3%,0%,0%,3%,"Millsap, Adam A",
ECON,2110,4,Principles of Microeconomics,32%,37%,15%,5%,2%,0%,0%,10%,"Kerr, Amanda Caitlin",
ECON,2110,5,Principles of Microeconomics,18%,38%,40%,0%,3%,0%,0%,3%,"Espey, Molly",
ECON,2110,6,Principles of Microeconomics,29%,26%,14%,10%,14%,0%,0%,7%,"Swanson, Andew L",
ECON,2110,7,Principles of Microeconomics,28%,41%,24%,3%,3%,0%,0%,2%,"Fiore, Alexander J",
ECON,2110,8,Principles of Microeconomics,29%,26%,26%,8%,5%,0%,0%,6%,"Bersak, Timothy Andr",
ECON,2110,10,Principles of Microeconomics,23%,34%,26%,6%,0%,0%,0%,11%,"Anders, Anne",
ECON,2110,11,Principles of Microeconomics,39%,32%,23%,7%,0%,0%,0%,0%,"Kerr, Amanda Caitlin",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 28 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECON,2110,12,Principles of Microeconomics,10%,58%,25%,5%,0%,0%,0%,3%,"Espey, Molly",
ECON,2120,1,Principles of Macro,11%,58%,32%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,2,Principles of Macro,17%,22%,56%,6%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,3,Principles of Macro,16%,63%,21%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,4,Principles of Macro,21%,47%,26%,0%,5%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,5,Principles of Macro,41%,24%,29%,0%,0%,0%,0%,6%,"Baier, Scott L.",
ECON,2120,6,Principles of Macro,11%,56%,22%,0%,6%,0%,0%,6%,"Baier, Scott L.",
ECON,2120,7,Principles of Macro,21%,16%,53%,5%,0%,0%,0%,5%,"Baier, Scott L.",
ECON,2120,8,Principles of Macro,37%,16%,47%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,9,Principles of Macro,20%,25%,35%,5%,5%,0%,0%,10%,"Baier, Scott L.",
ECON,2120,10,Principles of Macro,58%,32%,11%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,11,Principles of Macro,42%,37%,21%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,12,Principles of Macro,26%,37%,32%,0%,0%,0%,0%,5%,"Baier, Scott L.",
ECON,2120,13,Principles of Macro,37%,21%,37%,5%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,14,Principles of Macro,37%,42%,21%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,15,Principles of Macro,29%,43%,24%,0%,0%,0%,0%,5%,"Baier, Scott L.",
ECON,2120,16,Principles of Macro,21%,42%,37%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,17,Principles of Macro,32%,37%,32%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,18,Principles of Macro,16%,53%,26%,0%,0%,0%,0%,5%,"Baier, Scott L.",
ECON,2120,19,Principles of Macro,47%,47%,5%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,20,Principles of Macro,26%,36%,30%,4%,2%,0%,0%,2%,"Lorenz, Peter David",
ECON,2120,21,Principles of Macro,25%,51%,20%,3%,0%,0%,0%,2%,"Lorenz, Peter David",
ECON,2120,22,Principles of Macro,35%,25%,33%,3%,0%,0%,0%,5%,"Sun, Yukun",
ECON,2120,23,Principles of Macro,45%,38%,18%,0%,0%,0%,0%,0%,"Sun, Yukun",
ECON,2120,24,Principles of Macro,21%,52%,17%,5%,4%,0%,0%,1%,"Barkowski, Scott J",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 29 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECON,2120,25,Principles of Macro,17%,64%,17%,0%,3%,0%,0%,0%,"Barkowski, Scott J",
ECON,2120,26,Principles of Macro,22%,8%,27%,5%,22%,0%,0%,16%,"Allen, Ralph Charles",
ECON,3020,1,Money and Banking,23%,23%,30%,13%,5%,0%,0%,8%,"Zanzalari, Danielle",
ECON,3060,1,Managerial Economics,28%,31%,25%,3%,6%,0%,0%,6%,"Burgdorf, Jacob E",
ECON,3100,1,International Econ,26%,33%,17%,17%,2%,0%,0%,5%,"Erdogan, Ayse Mujde",
ECON,3140,1,Intermediate Micro,23%,28%,21%,8%,5%,0%,0%,15%,"Warren, Patrick L",
ECON,3140,2,Intermediate Micro,13%,19%,29%,13%,3%,0%,0%,23%,"Fleck, Robert Kennet",
ECON,3140,3,Intermediate Micro,17%,19%,33%,8%,17%,0%,0%,6%,"Hanssen, Frederick A",
ECON,3150,1,Intermediate Macro,36%,26%,22%,7%,3%,0%,0%,6%,"Erdogan, Ayse Mujde",
ECON,3150,2,Intermediate Macro,31%,26%,26%,0%,3%,0%,0%,14%,"Mityakov, Sergey Vla",
ECON,3440,1,Property Rights,11%,30%,26%,7%,7%,0%,0%,19%,"Litsukova-Bokar, Dar",
ECON,3600,1,Public Choice,38%,50%,12%,0%,0%,0%,0%,0%,"Tollison, Robert Dew",
ECON,4010,1,Labor Mkt Analysis,38%,38%,15%,0%,4%,0%,0%,4%,"Simon, Curtis J",
ECON,4020,1,Law and Economics,42%,25%,21%,8%,0%,0%,0%,4%,"Hazlett, Thomas Wins",
ECON,4050,1,Intro to Econometric,22%,30%,28%,8%,8%,0%,0%,4%,"Oliveira, JAQUELINE",
ECON,4100,1,Economic Development,40%,32%,12%,4%,0%,0%,0%,12%,"Tamura, Robert F",
ECON,4200,1,Pub Sector Econ,29%,29%,24%,0%,0%,0%,0%,19%,"Dougan, William R",
ECON,4240,1,Organization of Ind,36%,39%,14%,4%,4%,0%,0%,4%,"Lewis, Matthew S",
ECON,4260,1,Sem Sport Economics,71%,19%,0%,0%,0%,0%,0%,10%,"Sauer, Raymond D",
ECON,4270,1,Dev American Economy,34%,28%,19%,13%,0%,0%,0%,6%,"Bodenhorn, Howard Ne",
ECON,4290,1,Economics of Energy Markets,48%,38%,0%,0%,0%,0%,0%,14%,"Lewis, Matthew S",
ECON,4400,1,Game Theory,47%,37%,0%,0%,0%,0%,0%,16%,"Wood, Daniel H",
ECON,4570,1,"Nat Res Use, Technol & Policy",38%,25%,13%,19%,0%,0%,0%,6%,"Templeton, Scott R.",
ECON,8020,1,Adv Econ Concepts and Applic I,26%,53%,21%,0%,0%,0%,0%,0%,"Tsui, Kevin Ka Kin",
ECON,8050,1,Macroeconomic Theory,55%,42%,3%,0%,0%,0%,0%,0%,"Baier, Scott L.",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 30 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECON,8070,1,Econometrics II,10%,65%,25%,0%,0%,0%,0%,0%,"Wilson, Paul Wayne",
ECON,8200,1,Public Finance,78%,22%,0%,0%,0%,0%,0%,0%,"Dougan, William R",
ECON,8990,1,Sel Topics-Appl Welfare Econ,74%,26%,0%,0%,0%,0%,0%,0%,"Harberger, Arnold C",
ECON,9010,1,Price Theory,42%,58%,0%,0%,0%,0%,0%,0%,"Wood, Daniel H",
ECON,9090,1,Time-Series Econ,64%,36%,0%,0%,0%,0%,0%,0%,"Dwyer, Gerald P",
ED,1050,1,Educ Orientation,75%,8%,0%,0%,8%,0%,0%,8%,"Tannebaum, Rory Phil",
ED,1050,3,Educ Orientation,86%,10%,0%,0%,5%,0%,0%,0%,"Tannebaum, Rory Phil",
ED,8380,400,Astronomy - Middle School Tch,75%,25%,0%,0%,0%,0%,0%,0%,"White, Richard Dallm",
ED,8380,534,Literacy Lessons for Indiv II,50%,33%,0%,0%,0%,0%,0%,17%,"Adams, Jennifer L",
ED,8380,537,Literacy Lessons for Indiv II,38%,63%,0%,0%,0%,0%,0%,0%,"Steadman, Vicki H",
ED,8380,539,Literacy Lessons for Indiv II,57%,43%,0%,0%,0%,0%,0%,0%,"Ridley, Jean P",
ED,8600,400,Action Research,75%,25%,0%,0%,0%,0%,0%,0%,"Kaminski, Rebecca A",
EDC,8060,1,Student Aff Issues,88%,12%,0%,0%,0%,0%,0%,0%,"Havice, Pamela A",
EDC,8190,1,Cont College Student,79%,21%,0%,0%,0%,0%,0%,0%,"Havice, Pamela A",
EDEC,4200,1,Early Childhood Science,88%,12%,0%,0%,0%,0%,0%,0%,"Stegelin, Dolores An",
EDEC,4500,1,EC Curric & Soc Stud Methods,88%,4%,8%,0%,0%,0%,0%,0%,"Hall, Anna Henson",
EDEL,3100,2,Arts in Ele School,92%,8%,0%,0%,0%,0%,0%,0%,"Leonard, Alison Eliz",
