Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
"Monday, September 23, 2019",,,,,,,,,,,,Page 1 of 122,
Grades Report for 201408,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ACCT,2020,4,Managerial Accountin,24%,27%,25%,12%,8%,0%,0%,4%,"Philo, Annieka C",
ACCT,2020,6,Managerial Accountin,57%,22%,14%,0%,2%,0%,0%,6%,"Martin, Sarah L",
ACCT,2020,7,Managerial Accountin,14%,21%,31%,3%,12%,0%,0%,21%,"Anderson, Henry K.",
ACCT,2020,8,Managerial Accountin,67%,27%,0%,0%,0%,0%,0%,7%,"Martin, Sarah L",
ACCT,2040,1,Accounting Procedure,53%,25%,8%,2%,2%,0%,0%,11%,"McMillan, Jeffrey J",
ACCT,2040,2,Accounting Procedure,37%,25%,14%,2%,3%,0%,0%,19%,"McMillan, Jeffrey J",
ACCT,3030,1,Cost Accounting,31%,24%,28%,0%,3%,0%,0%,14%,"Anderson, Henry K.",
ACCT,3030,2,Cost Accounting,22%,35%,22%,5%,11%,0%,0%,5%,"Anderson, Henry K.",
ACCT,3030,3,Cost Accounting,38%,28%,23%,0%,5%,0%,0%,5%,"Radtke, Robin R",
ACCT,3030,5,Cost Accounting,28%,35%,13%,3%,10%,0%,0%,13%,"Radtke, Robin R",
ACCT,3110,1,Intermed Financial A,50%,31%,13%,6%,0%,0%,0%,0%,"Knause, Terry Daniel",
ACCT,3110,2,Intermed Financial A,51%,36%,5%,3%,3%,0%,0%,3%,"Knause, Terry Daniel",
ACCT,3110,3,Intermed Financial A,38%,23%,28%,5%,0%,0%,0%,5%,"Knause, Terry Daniel",
ACCT,3110,5,Intermed Financial A,35%,32%,19%,5%,0%,0%,0%,8%,"Knause, Terry Daniel",
ACCT,3120,1,Intermed Financial A,3%,18%,41%,21%,9%,0%,0%,9%,"Carver, Brian Todd",
ACCT,3120,2,Intermed Financial A,17%,30%,26%,9%,7%,0%,0%,11%,"Pearse, Suzanne",
ACCT,3120,3,Intermed Financial A,5%,18%,37%,18%,8%,0%,0%,13%,"Carver, Brian Todd",
ACCT,3120,4,Intermed Financial A,9%,31%,36%,16%,2%,0%,0%,7%,"Pearse, Suzanne",
ACCT,3130,1,Intermed Financial A,17%,42%,42%,0%,0%,0%,0%,0%,"Madray, J Russell",
ACCT,3130,2,Intermed Financial A,19%,47%,22%,6%,0%,0%,0%,6%,"Madray, J Russell",
ACCT,3130,3,Intermed Financial A,21%,47%,24%,0%,5%,0%,0%,3%,"Madray, J Russell",
ACCT,3130,5,Intermed Financial A,18%,24%,42%,5%,5%,0%,0%,5%,"Madray, J Russell",
ACCT,3220,1,Accounting Informati,21%,26%,31%,8%,5%,0%,0%,10%,"Maiberger, Philip A",
ACCT,3220,2,Accounting Informati,15%,41%,8%,13%,8%,0%,0%,15%,"Maiberger, Philip A",
ACCT,3220,3,Accounting Informati,20%,55%,15%,0%,5%,0%,0%,5%,"Harp, Nancy Lee",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 2 of 122,
Grades Report for 201408,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ACCT,4040,2,Individual Taxation,36%,36%,24%,2%,0%,0%,0%,2%,"Dalton, Derek W.",
ACCT,4040,3,Individual Taxation,10%,44%,28%,3%,5%,0%,0%,10%,"Dalton, Derek W.",
ACCT,4080,1,Retire & Estate Plan,45%,36%,9%,9%,0%,0%,0%,0%,"Hine, John M",
ACCT,4100,1,Reporting and Mgmt C,34%,42%,18%,3%,0%,0%,0%,3%,"Widener, Sally Kathr",
ACCT,4100,2,Reporting and Mgmt C,57%,30%,4%,4%,4%,0%,0%,0%,"Widener, Sally Kathr",
ACCT,4150,1,Auditing,6%,34%,38%,19%,3%,0%,0%,0%,"Hollingsworth, Carl",
ACCT,4150,2,Auditing,32%,42%,10%,6%,3%,0%,0%,6%,"Hollingsworth, Carl",
ACCT,8510,1,Tax Research,25%,59%,16%,0%,0%,0%,0%,0%,"Dickens, Thomas L",
ACCT,8510,2,Tax Research,6%,79%,12%,0%,3%,0%,0%,0%,"Dickens, Thomas L",
ACCT,8530,1,Adv Acct Problems,52%,36%,9%,0%,0%,0%,0%,3%,"Welton, Ralph E",
ACCT,8530,2,Adv Acct Problems,48%,42%,3%,0%,6%,0%,0%,0%,"Welton, Ralph E",
ACCT,8550,1,Gov't and Nonprofit,59%,35%,3%,0%,3%,0%,0%,0%,"Barnes, James D",
ACCT,8550,2,Gov't and Nonprofit,64%,36%,0%,0%,0%,0%,0%,0%,"Barnes, James D",
ACCT,8630,1,Forensics Analysis,47%,47%,6%,0%,0%,0%,0%,0%,"Irving, James H",
ACCT,8630,2,Forensics Analysis,33%,58%,8%,0%,0%,0%,0%,0%,"Irving, James H",
ACCT,8630,3,Forensics Analysis,53%,42%,5%,0%,0%,0%,0%,0%,"Irving, James H",
ACCT,8730,1,Intl/Spec Tax Topic,32%,42%,21%,0%,0%,0%,0%,5%,"Jahn, Judson R",
ACCT,8730,2,Intl/Spec Tax Topic,60%,20%,0%,0%,20%,0%,0%,0%,"Jahn, Judson R",
AGED,1020,1,Freshman Seminar,85%,10%,0%,0%,0%,0%,0%,5%,"Leard, Christina Mel",
AGED,2010,1,Intro to Agric Educ,53%,37%,11%,0%,0%,0%,0%,0%,"Fravel, Philip M",
AGED,2040,1,App Ag Calculations,45%,36%,18%,0%,0%,0%,0%,0%,"Fravel, Philip M",
AGED,3030,1,Ag Ed Mech Tech,57%,33%,10%,0%,0%,0%,0%,0%,"Fravel, Philip M",
AGED,3650,1,Multiculturalism in,84%,11%,0%,0%,0%,0%,0%,5%,"Byrd, Alex P",
AGED,4010,1,Instr Methods Ag Ed,82%,18%,0%,0%,0%,0%,0%,0%,"Dobbins, Thomas R",
AGED,4010,1,Instr Methods Ag Ed,82%,18%,0%,0%,0%,0%,0%,0%,"Layfield, Kevin D",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 3 of 122,
Grades Report for 201408,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
AGED,4030,1,Prin Adult/Ext Ed,55%,10%,20%,0%,5%,0%,0%,10%,"Waltz, Freddie C",
AGED,4230,400,Curriculum,80%,20%,0%,0%,0%,0%,0%,0%,"Layfield, Kevin D",
AGED,6010,1,Instr Methods Ag Ed,67%,0%,0%,0%,0%,0%,0%,33%,"Layfield, Kevin D",
AGED,6010,1,Instr Methods Ag Ed,67%,0%,0%,0%,0%,0%,0%,33%,"Dobbins, Thomas R",
AGM,1010,1,Intro Ag Mech & Bus,64%,25%,7%,2%,2%,0%,0%,0%,"Massey, Hunter F",
AGM,2050,1,Prin of Fabrication,15%,52%,28%,1%,1%,0%,0%,1%,"Massey, Hunter F",
AGM,2060,1,Machinery Mgt,15%,40%,30%,15%,0%,0%,0%,0%,"Massey, Hunter F",
AGM,2190,1,Agribuxiness and Foo,24%,45%,29%,2%,0%,0%,0%,0%,"Ferreira, Wilder N.",
AGM,2210,1,Land Measurements,44%,40%,12%,1%,3%,0%,0%,0%,"Privette, Charles V",
AGM,3010,1,Soil Water Conserv,29%,41%,14%,10%,6%,0%,0%,0%,"Sawyer, Calvin B",
AGM,3190,1,Agribusiness Decisio,38%,28%,22%,13%,0%,0%,0%,0%,"Ferreira, Wilder N.",
AGM,4050,1,Env Cont in Anim Str,38%,56%,5%,0%,0%,0%,0%,0%,"Chastain, John P",
AGM,4060,1,Mech & Hydraulic Sys,42%,45%,12%,0%,0%,0%,0%,0%,"Han, Young J",
AGM,4600,1,Electrical Systems,42%,52%,6%,0%,0%,0%,0%,0%,"Han, Young J",
AL,3490,400,Principles of Coachi,36%,40%,12%,4%,0%,0%,0%,8%,"Cadorette, Deborah J",
AL,3490,401,Principles of Coachi,52%,33%,15%,0%,0%,0%,0%,0%,"Cadorette, Deborah J",
AL,3490,402,Principles of Coachi,65%,35%,0%,0%,0%,0%,0%,0%,"Wright, Julia S",
AL,3490,403,Principles of Coachi,41%,35%,0%,18%,6%,0%,0%,0%,"Connor, Clyde Keith",
AL,3500,400,Sci Basis I/Ex Phy,22%,44%,26%,4%,4%,0%,0%,0%,"Godfrey, Michael G",
AL,3500,401,Sci Basis I/Ex Phy,28%,12%,16%,32%,8%,0%,0%,4%,"Godfrey, Michael G",
AL,3520,400,Kinesiology,29%,21%,21%,14%,14%,0%,0%,0%,"Godfrey, Michael G",
AL,3530,400,Athletic Injuries,16%,47%,21%,11%,5%,0%,0%,0%,"Colbert, Isaac Sean",
AL,3530,401,Athletic Injuries,15%,25%,15%,35%,10%,0%,0%,0%,"Colbert, Isaac Sean",
AL,3600,400,Hgh Sch Athl Ethical,43%,25%,18%,7%,4%,0%,0%,4%,"Connor, Clyde Keith",
AL,3610,400,Admin/Org of Athleti,73%,19%,4%,0%,4%,0%,0%,0%,"Oates, Henry C.",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 4 of 122,
Grades Report for 201408,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
AL,3610,401,Admin/Org of Athleti,73%,23%,4%,0%,0%,0%,0%,0%,"Oates, Henry C.",
AL,3610,402,Admin/Org of Athleti,80%,12%,0%,0%,4%,0%,0%,4%,"Oates, Henry C.",
AL,3620,400,Psychology of Coachi,28%,28%,24%,12%,4%,0%,0%,4%,"Carter, Natalie Anne",
AL,3620,401,Psychology of Coachi,24%,20%,44%,12%,0%,0%,0%,0%,"Carter, Natalie Anne",
AL,3740,400,Coaching Football,67%,7%,0%,19%,0%,0%,0%,7%,"Fry, Edmond H",
AL,3760,400,Coaching Strength/Co,79%,8%,4%,8%,0%,0%,0%,0%,"Fry, Edmond H",
AL,3760,401,Coaching Strength/Co,42%,21%,5%,16%,5%,0%,0%,11%,"Fry, Edmond H",
AL,4380,400,Coach & Athlete in E,50%,14%,29%,7%,0%,0%,0%,0%,"Cadorette, Deborah J",
AL,8490,400,Athletic Leadership,52%,35%,4%,0%,4%,0%,0%,4%,"Godfrey, Michael G",
ANTH,2010,1,Intro Anthropology,7%,17%,32%,19%,8%,0%,0%,18%,"Coggeshall, John M",
ANTH,2010,1,Introduction to Anth,7%,17%,32%,19%,8%,0%,0%,18%,"Coggeshall, John M",
ANTH,2010,2,Intro Anthropology,15%,21%,29%,21%,8%,0%,0%,6%,"Coggeshall, John M",
ANTH,2010,2,Introduction to Anth,15%,21%,29%,21%,8%,0%,0%,6%,"Coggeshall, John M",
ANTH,2010,3,Introduction to Anth,24%,59%,8%,4%,2%,0%,0%,2%,"Weisensee, Katherine",
ANTH,2010,3,Intro Anthropology,24%,59%,8%,4%,2%,0%,0%,2%,"Weisensee, Katherine",
ANTH,2010,4,Introduction to Anth,17%,44%,18%,7%,0%,0%,0%,15%,"Vogel, Melissa A",
ANTH,2010,4,Intro Anthropology,17%,44%,18%,7%,0%,0%,0%,15%,"Vogel, Melissa A",
ANTH,2010,5,Introduction to Anth,29%,40%,18%,0%,4%,0%,0%,9%,"Rapaport, Lisa G",
ANTH,2010,5,Intro Anthropology,29%,40%,18%,0%,4%,0%,0%,9%,"Rapaport, Lisa G",
ANTH,3010,1,Cultural Anthropolog,18%,35%,24%,6%,6%,0%,0%,12%,"Coggeshall, John M",
ANTH,3320,1,World Archaeology,21%,32%,21%,16%,5%,0%,0%,5%,"Vogel, Melissa A",
ANTH,3510,1,Biological Anthropol,20%,53%,13%,0%,0%,0%,0%,13%,"Rapaport, Lisa G",
ANTH,3530,1,Forensic Anthropolog,30%,57%,9%,4%,0%,0%,0%,0%,"Weisensee, Katherine",
ANTH,4660,1,Evolution of Human B,40%,30%,10%,0%,0%,0%,0%,20%,"Rapaport, Lisa G",
ANTH,4960,3,Creative Inquiry,80%,0%,0%,0%,0%,0%,0%,20%,"Nagy, Sharon",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 5 of 122,
Grades Report for 201408,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
APEC,2020,1,Agric Economics,28%,30%,33%,3%,4%,0%,0%,1%,"Smathers, Webb M",
APEC,2020,2,Agric Economics,14%,28%,28%,17%,0%,0%,0%,14%,"Willis, David Brian",
APEC,2050,1,Agric and Society,30%,47%,23%,0%,0%,0%,0%,0%,"Vassalos, Michael",
APEC,2570,1,Nat Res Env Econ,15%,27%,30%,12%,5%,0%,0%,12%,"Willis, David Brian",
APEC,3020,1,Econ of Farm Mgt,31%,37%,31%,0%,0%,0%,0%,0%,"Vassalos, Michael",
APEC,3090,1,Econ Agric Marketing,73%,9%,16%,0%,0%,0%,0%,2%,"Bolotova, Yuliya Val",
APEC,3510,1,Prin of Advertising,38%,52%,10%,0%,0%,0%,0%,0%,"Smathers, Webb M",
APEC,3610,1,Int Health Care Econ,47%,41%,6%,6%,0%,0%,0%,0%,"Truong, Khoa Dang",
APEC,4900,2,CAFLS Plus Prof. Dev,83%,0%,0%,0%,0%,0%,0%,17%,"Scott, Thomas R",
ARAB,1010,1,Elementary Arabic I,59%,18%,0%,0%,0%,0%,0%,24%,"Abou-Samra, Sulafa",
ARCH,1010,1,Intro to Arch,56%,36%,3%,0%,1%,0%,0%,5%,"Hambright-Belue, Sal",
ARCH,2040,1,Hist of Modern Arch,38%,25%,35%,3%,0%,0%,0%,0%,"Bruhns, Robert A.",
ARCH,2510,1,Arch Foundations I,33%,56%,11%,0%,0%,0%,0%,0%,"Silance, Robert T",
ARCH,2510,1,Arch Foundations I,33%,56%,11%,0%,0%,0%,0%,0%,"Glaser, Marianne Her",
ARCH,2510,1,Arch Foundations I,33%,56%,11%,0%,0%,0%,0%,0%,"Silance, Robert T",
ARCH,2510,2,Arch Foundations I,73%,18%,9%,0%,0%,0%,0%,0%,"Choma, Joseph",
ARCH,2510,2,Arch Foundations I,73%,18%,9%,0%,0%,0%,0%,0%,"Glaser, Marianne Her",
ARCH,2510,3,Arch Foundations I,60%,20%,20%,0%,0%,0%,0%,0%,"Mendez, Clarissa A",
ARCH,2510,3,Arch Foundations I,60%,20%,20%,0%,0%,0%,0%,0%,"Mendez, Clarissa A",
ARCH,2510,3,Arch Foundations I,60%,20%,20%,0%,0%,0%,0%,0%,"Glaser, Marianne Her",
ARCH,2510,4,Arch Foundations I,50%,30%,20%,0%,0%,0%,0%,0%,"Glaser, Marianne Her",
ARCH,2510,4,Arch Foundations I,50%,30%,20%,0%,0%,0%,0%,0%,"Jacques, Annemarie H",
ARCH,2510,4,Arch Foundations I,50%,30%,20%,0%,0%,0%,0%,0%,"Jacques, Annemarie H",
ARCH,2700,1,Structures I,42%,33%,8%,8%,8%,0%,0%,0%,"Albright, Dustin Gra",
ARCH,3510,1,Studio Clemson,40%,53%,7%,0%,0%,0%,0%,0%,"Hogan, Robert John",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 6 of 122,
Grades Report for 201408,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ARCH,3510,2,Studio Clemson,42%,58%,0%,0%,0%,0%,0%,0%,"Wilkerson, Julie Poe",
ARCH,3510,2,Studio Clemson,42%,58%,0%,0%,0%,0%,0%,0%,"Hogan, Robert John",
ARCH,3510,3,Studio Clemson,33%,50%,8%,8%,0%,0%,0%,0%,"Hogan, Robert John",
ARCH,3510,3,Studio Clemson,33%,50%,8%,8%,0%,0%,0%,0%,"Mills, Criss B.",
ARCH,3530,1,Studio Genoa,27%,64%,9%,0%,0%,0%,0%,0%,"Lee, David M",
ARCH,3540,1,Studio Barcelona,88%,13%,0%,0%,0%,0%,0%,0%,"Heine, Ulrike Ann-So",
ARCH,3540,1,Studio Barcelona,88%,13%,0%,0%,0%,0%,0%,0%,"Roldan, Miguel",
ARCH,4010,1,Arch Portfolio,39%,61%,0%,0%,0%,0%,0%,0%,"Skinner, Martha L.",
ARCH,4010,2,Arch Portfolio,33%,29%,29%,5%,0%,0%,0%,5%,"Soleimani, Arash",
ARCH,4120,1,History Research,55%,45%,0%,0%,0%,0%,0%,0%,"Lee, David M",
ARCH,4120,2,History Research,50%,50%,0%,0%,0%,0%,0%,0%,"Heine, Ulrike Ann-So",
ARCH,4120,2,History Research,50%,50%,0%,0%,0%,0%,0%,0%,"Roldan, Miguel",
ARCH,4140,1,Design Seminar,73%,27%,0%,0%,0%,0%,0%,0%,"Lee, David M",
ARCH,4160,2,Field Studies,78%,11%,11%,0%,0%,0%,0%,0%,"Heine, Ulrike Ann-So",
ARCH,4160,2,Field Studies,78%,11%,11%,0%,0%,0%,0%,0%,"Roldan, Miguel",
ARCH,6290,2,Arch Graphics,78%,22%,0%,0%,0%,0%,0%,0%,"Bray, Lloyd B.",
ARCH,6850,1,H/Th: Arch+Health,75%,25%,0%,0%,0%,0%,0%,0%,"Battisto, Dina G.",
ARCH,8210,1,Research Methods,63%,35%,0%,0%,0%,0%,0%,3%,"Battisto, Dina G.",
ARCH,8410,1,Arch Studio I,44%,56%,0%,0%,0%,0%,0%,0%,"Laurence, Peter L",
ARCH,8410,2,Arch Studio I,50%,38%,0%,0%,0%,0%,0%,13%,"Satoh, Junichi",
ARCH,8510,1,Design Studio III,9%,82%,0%,0%,0%,0%,0%,9%,"Heine, Ulrike Ann-So",
ARCH,8510,1,Design Studio III,9%,82%,0%,0%,0%,0%,0%,9%,"Albright, Dustin Gra",
ARCH,8510,2,Design Studio III,57%,43%,0%,0%,0%,0%,0%,0%,"Albright, Dustin Gra",
ARCH,8510,3,Design Studio III,38%,63%,0%,0%,0%,0%,0%,0%,"Albright, Dustin Gra",
ARCH,8510,3,Design Studio III,38%,63%,0%,0%,0%,0%,0%,0%,"Ersoy, Ufuk",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 7 of 122,
Grades Report for 201408,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ARCH,8510,4,Design Studio III,29%,43%,29%,0%,0%,0%,0%,0%,"Albright, Dustin Gra",
ARCH,8510,4,Design Studio III,29%,43%,29%,0%,0%,0%,0%,0%,"Franco Santa Cruz, D",
ARCH,8600,1,History/Theory I,53%,41%,0%,0%,0%,0%,0%,6%,"Ersoy, Ufuk",
ARCH,8720,1,Production & Assemb,98%,0%,0%,0%,0%,0%,0%,2%,"Harding, Daniel Nevi",
ARCH,8720,1,Production & Assemb,98%,0%,0%,0%,0%,0%,0%,2%,"Franco Santa Cruz, D",
ARCH,8790,2,Digtial Manufacturin,50%,50%,0%,0%,0%,0%,0%,0%,"Hecker, Douglas A.",
ARCH,8810,1,Pro Practice Survey,64%,33%,0%,0%,0%,0%,0%,3%,"Schwennsen, Katherin",
ARCH,8890,1,Mentorship,82%,18%,0%,0%,0%,0%,0%,0%,"Jennings, Ashley K",
ARCH,8950,1,A+H Studio: Projects,38%,62%,0%,0%,0%,0%,0%,0%,"Edwards, Byron Malet",
ARCH,8950,1,A+H Studio: Projects,38%,62%,0%,0%,0%,0%,0%,0%,"Allison, David J",
ART,1050,1,Foundation Drawing I,50%,44%,6%,0%,0%,0%,0%,0%,"Thum, Kathleen Ann",
ART,1510,1,Foundations Art I,80%,7%,7%,7%,0%,0%,0%,0%,"Giannell, Alexandra",
ART,2070,1,Beginning Painting,71%,24%,6%,0%,0%,0%,0%,0%,"Siber, Hilary Erin",
ART,2110,1,Begin Printmaking,71%,29%,0%,0%,0%,0%,0%,0%,"Bridges, Laken Grace",
ART,2130,1,Begin Photography,86%,0%,0%,0%,0%,0%,0%,14%,"Wrangle, Anderson",
ART,2170,1,Beginning Ceramics,82%,9%,0%,0%,0%,0%,0%,9%,"Kawar, Nina Jeanette",
ART,3550,1,Atelier InSite Creat,78%,11%,11%,0%,0%,0%,0%,0%,"Woodward-Detrich, De",
ART,3550,1,Atelier InSite Creat,78%,11%,11%,0%,0%,0%,0%,0%,"Manson V, Joseph Ric",
ART,3550,1,Atelier InSite Creat,78%,11%,11%,0%,0%,0%,0%,0%,"Detrich, David M",
ART,4550,1,Atelier InSite Creat,89%,11%,0%,0%,0%,0%,0%,0%,"Detrich, David M",
ART,4550,1,Atelier InSite Creat,89%,11%,0%,0%,0%,0%,0%,0%,"Woodward-Detrich, De",
ART,4550,1,Atelier InSite Creat,89%,11%,0%,0%,0%,0%,0%,0%,"Manson V, Joseph Ric",
ART,8210,1,Visual Narrative,89%,11%,0%,0%,0%,0%,0%,0%,"Donar, David Stewart",
AS,1090,1,Air Force Today I,85%,0%,8%,0%,8%,0%,0%,0%,"Mann, Christopher R",
AS,1090,1,Air Force Today I,85%,0%,8%,0%,8%,0%,0%,0%,"Wiggins, Stacey Dean",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 8 of 122,
Grades Report for 201408,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
AS,1090,1,Air Force Today I,85%,0%,8%,0%,8%,0%,0%,0%,"Jordan, Steven Price",
AS,1090,2,Air Force Today I,81%,13%,0%,0%,0%,0%,0%,6%,"Jordan, Steven Price",
AS,1090,2,Air Force Today I,81%,13%,0%,0%,0%,0%,0%,6%,"Mann, Christopher R",
AS,1090,2,Air Force Today I,81%,13%,0%,0%,0%,0%,0%,6%,"Wiggins, Stacey Dean",
AS,1090,3,Air Force Today I,40%,40%,0%,0%,0%,0%,0%,20%,"Wiggins, Stacey Dean",
AS,1090,3,Air Force Today I,40%,40%,0%,0%,0%,0%,0%,20%,"Mann, Christopher R",
AS,1090,3,Air Force Today I,40%,40%,0%,0%,0%,0%,0%,20%,"Jordan, Steven Price",
AS,1090,4,Air Force Today I,80%,20%,0%,0%,0%,0%,0%,0%,"Wiggins, Stacey Dean",
AS,1090,4,Air Force Today I,80%,20%,0%,0%,0%,0%,0%,0%,"Mann, Christopher R",
AS,1090,4,Air Force Today I,80%,20%,0%,0%,0%,0%,0%,0%,"Jordan, Steven Price",
AS,2090,2,Dev of Air Power I,58%,33%,8%,0%,0%,0%,0%,0%,"Jordan, Steven Price",
AS,2090,2,Dev of Air Power I,58%,33%,8%,0%,0%,0%,0%,0%,"Mann, Christopher R",
AS,2090,2,Dev of Air Power I,58%,33%,8%,0%,0%,0%,0%,0%,"Wiggins, Stacey Dean",
AS,2090,3,Dev of Air Power I,80%,15%,5%,0%,0%,0%,0%,0%,"Mann, Christopher R",
AS,2090,3,Dev of Air Power I,80%,15%,5%,0%,0%,0%,0%,0%,"Jordan, Steven Price",
AS,2090,3,Dev of Air Power I,80%,15%,5%,0%,0%,0%,0%,0%,"Wiggins, Stacey Dean",
ASL,1010,3,Am Sign Lang I,70%,10%,10%,0%,10%,0%,0%,0%,"May, Joseph Paul",
ASL,2010,1,Am Sign Lang II,28%,44%,28%,0%,0%,0%,0%,0%,"Brant, William Alton",
