Course,Number,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
HP,8100,1,Conservation Lab,69%,23%,8%,0%,0%,0%,0%,0%,"Ford, Frances H",
HRD,8200,1,Human Perform Improv,84%,5%,0%,0%,0%,0%,0%,11%,"Thompson, Ronald Pat",
HRD,8200,2,Human Perform Improv,78%,11%,0%,0%,11%,0%,0%,0%,"Thompson, Ronald Pat",
HRD,8200,3,Human Perform Improv,88%,13%,0%,0%,0%,0%,0%,0%,"Thompson, Ronald Pat",
HRD,8200,4,Human Perform Improv,65%,12%,6%,0%,0%,0%,0%,18%,"Thompson, Ronald Pat",
HRD,8300,2,Concepts of H R D,89%,11%,0%,0%,0%,0%,0%,0%,"Newmark, Eileen",
HRD,8300,3,Concepts of H R D,82%,0%,0%,0%,6%,0%,0%,12%,"Newmark, Eileen",
HRD,8300,4,Concepts of H R D,89%,0%,0%,0%,0%,0%,0%,11%,"Newmark, Eileen",
HRD,8600,2,Instruc Mat Devel,85%,0%,8%,0%,8%,0%,0%,0%,"McGee, Philip H",
IE,2000,1,Soph Seminar in I E,43%,28%,17%,5%,4%,0%,0%,3%,"Melloy, Brian J",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 59 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
IE,2010,1,Systems Design I,28%,56%,8%,8%,0%,0%,0%,0%,"Greenstein, Joel S",
IE,2010,2,Systems Design I,26%,53%,15%,3%,0%,0%,0%,3%,"Greenstein, Joel S",
IE,2010,3,Systems Design I,38%,59%,3%,0%,0%,0%,0%,0%,"Juang, Kevin A",
IE,2800,1,Deterministic Operations Rsrch,25%,39%,18%,13%,4%,0%,0%,2%,"Khademi, Amin",
IE,2800,2,Deterministic Operations Rsrch,49%,34%,9%,4%,2%,0%,0%,2%,"Magagnotti, Mariah S",
IE,3600,1,Industrial Apps of Prob/Stat I,34%,22%,26%,9%,8%,0%,0%,2%,"Melloy, Brian J",
IE,3680,1,Prof Practice in I E,83%,10%,5%,0%,1%,0%,0%,1%,"Melloy, Brian J",
IE,4300,1,Human Fact Engr in Healthcare,44%,39%,11%,0%,0%,0%,0%,6%,"Rodriguez, Antonia J",
IE,4560,1,Supply Chain Design & Control,65%,26%,6%,3%,0%,0%,0%,0%,"Ferrell, William G",
IE,4610,1,Quality Engineering,36%,33%,28%,3%,0%,0%,0%,0%,"Cho, Byung Rae",
IE,4630,1,Quality in Industry,71%,18%,9%,0%,0%,0%,0%,3%,"Gramopadhye, Anand K",
IE,4650,1,Facilities Planning & Design,42%,37%,18%,3%,0%,0%,0%,0%,"Melloy, Brian J",
IE,4820,1,Systems Modeling,26%,43%,22%,7%,1%,0%,0%,0%,"Taaffe, Kevin M",
IE,6300,1,Human Fact Engr in Healthcare,67%,33%,0%,0%,0%,0%,0%,0%,"Rodriguez, Antonia J",
IE,6400,1,Decision Support Sys,38%,63%,0%,0%,0%,0%,0%,0%,"Kurz, Mary Elizabeth",
IE,6630,1,Quality in Industry,88%,13%,0%,0%,0%,0%,0%,0%,"Gramopadhye, Anand K",
IE,6650,1,Facilities Planning & Design,67%,33%,0%,0%,0%,0%,0%,0%,"Melloy, Brian J",
IE,6820,1,Systems Modeling,58%,33%,8%,0%,0%,0%,0%,0%,"Taaffe, Kevin M",
IE,8000,1,Human Factors Eng,64%,33%,0%,0%,0%,0%,0%,2%,"Neyens, David M",
IE,8030,1,Engr Optimization and Appl,29%,20%,26%,0%,23%,0%,0%,3%,"Mason, Scott Jenning",
IE,8090,1,Model Sys Under Risk,41%,35%,21%,0%,3%,0%,0%,0%,"Cho, Byung Rae",
IE,8530,1,Foundations of Qual,78%,19%,0%,0%,3%,0%,0%,0%,"Gramopadhye, Anand K",
IE,8550,1,Capital Projects Sc,84%,16%,0%,0%,0%,0%,0%,0%,"Taaffe, Kevin M",
ITAL,1010,1,Elementary Italian,38%,44%,19%,0%,0%,0%,0%,0%,"Schmidt, Julia",
ITAL,1010,2,Elementary Italian,74%,11%,11%,0%,0%,0%,0%,5%,"Barattoni, Luca",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 60 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ITAL,1010,3,Elementary Italian,67%,17%,11%,0%,6%,0%,0%,0%,"Schmidt, Julia",
ITAL,2010,1,Intermediate Italian,32%,53%,5%,0%,5%,0%,0%,5%,"Lombardi, Valentina",
ITAL,2010,2,Intermediate Italian,21%,58%,16%,0%,0%,0%,0%,5%,"Lombardi, Valentina",
ITAL,2020,1,Intermediate Italian,40%,30%,20%,10%,0%,0%,0%,0%,"Lombardi, Valentina",
JAPN,1010,1,Elementary Japanese,47%,18%,24%,0%,0%,0%,0%,12%,"Williams, E Leslie",
JAPN,1010,2,Elementary Japanese,63%,25%,0%,0%,6%,0%,0%,6%,"Williams, E Leslie",
JAPN,2010,1,Intermed Japanese,54%,23%,15%,0%,0%,0%,0%,8%,"Shoji, Kazuko",
LANG,3710,1,Language and Culture,20%,40%,20%,0%,20%,0%,0%,0%,"Zhang, Yanhua",
LARC,1280,1,Technical Graphics,50%,50%,0%,0%,0%,0%,0%,0%,"Pearson, David D",
LARC,1510,1,Basic Design I,50%,50%,0%,0%,0%,0%,0%,0%,"Pearson, David D",
LARC,3510,1,Regional Design,47%,47%,7%,0%,0%,0%,0%,0%,"Powers, Matthew Neal",
LARC,3620,1,Design Impl II,30%,65%,5%,0%,0%,0%,0%,0%,"Russell, Paul C",
LARC,4280,1,Comput Aided Design,50%,40%,0%,0%,0%,0%,0%,10%,"Jiang, Shan",
LARC,4510,1,Community Design,27%,45%,27%,0%,0%,0%,0%,0%,"McCubbin, Marion Eli",
LARC,8210,1,Research Methods,67%,33%,0%,0%,0%,0%,0%,0%,"Nassar, Hala Fouad",
LARC,8230,1,Adv Community Design,50%,38%,13%,0%,0%,0%,0%,0%,"Schurch, Thomas Will",
LARC,8500,1,Grad Colloquium,82%,18%,0%,0%,0%,0%,0%,0%,"Ford, Daniel J",
LAW,3220,1,Legal Env of Bus,14%,29%,44%,10%,2%,0%,0%,2%,"Mowrey, Megan E.",
LAW,3220,2,Legal Env of Bus,43%,41%,13%,1%,0%,0%,0%,1%,"Edwards, Frances L",
LAW,3220,3,Legal Env of Bus (HON),70%,30%,0%,0%,0%,0%,0%,0%,"Mowrey, Megan E.",H
LAW,3220,4,Legal Env of Bus,15%,32%,15%,19%,6%,0%,0%,13%,"Ward-Vaughn, Virgini",
LAW,3220,5,Legal Env of Bus,11%,20%,27%,11%,9%,0%,0%,22%,"Ward-Vaughn, Virgini",
LAW,3220,6,Legal Env of Bus,4%,28%,26%,10%,4%,0%,0%,28%,"Ward-Vaughn, Virgini",
LAW,3220,7,Legal Env of Bus,2%,25%,18%,11%,9%,0%,0%,34%,"Ward-Vaughn, Virgini",
LAW,3220,8,Legal Env of Bus,53%,32%,13%,0%,0%,0%,0%,2%,"Claggett, Edward Ray",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 61 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
LAW,3220,9,Legal Env of Bus,53%,30%,10%,2%,2%,0%,0%,3%,"Claggett, Edward Ray",
LAW,3330,1,Real Estate Law,18%,29%,37%,6%,2%,0%,0%,8%,"Jahn, Judson R",
LAW,4050,1,Construction Law,75%,25%,0%,0%,0%,0%,0%,0%,"Edwards, Frances L",
LAW,4060,1,Sports Law,61%,28%,0%,0%,11%,0%,0%,0%,"Frock, David Joseph",
LIT,1270,1,Intro to L&It,0%,0%,0%,0%,0%,85%,4%,11%,"Williams, E Leslie",
LS,1000,3,Intermediate Top Rope,83%,8%,0%,0%,0%,0%,0%,8%,"Middleton, Glenn Dav",
LS,1000,6,Photography,83%,17%,0%,0%,0%,0%,0%,0%,"Mudder, Sarah Elizab",
LS,1000,7,Photography,81%,6%,0%,0%,0%,0%,0%,13%,"Mudder, Sarah Elizab",
LS,1000,14,Introduction to Salsa Dance,79%,14%,7%,0%,0%,0%,0%,0%,"Baxter, Malik Lewis",
LS,1000,15,Introduction to Salsa Dance,64%,18%,0%,0%,9%,0%,0%,9%,"Baxter, Malik Lewis",
LS,1260,1,Group Initiatives,94%,6%,0%,0%,0%,0%,0%,0%,"Crowe, Brandi M",
LS,1260,2,Group Initiatives,93%,0%,0%,0%,0%,0%,0%,7%,"Mazer, Christina Mar",
LS,1410,1,Top Rope Climbing,82%,6%,0%,0%,6%,0%,0%,6%,"Middleton, Glenn Dav",
LS,1410,2,Top Rope Climbing,79%,7%,0%,0%,0%,0%,0%,14%,"Middleton, Glenn Dav",
LS,1410,4,Top Rope Climbing,85%,8%,0%,0%,8%,0%,0%,0%,"Middleton, Glenn Dav",
LS,1410,5,Top Rope Climbing,82%,12%,0%,0%,0%,0%,0%,6%,"Middleton, Glenn Dav",
LS,1450,2,Camping/Backpacking,73%,0%,0%,0%,9%,0%,0%,18%,"Cordle, Jessica L",
LS,1450,4,Camping/Backpacking,89%,0%,0%,0%,0%,0%,0%,11%,"Langley, Carolyn Aus",
LS,1570,4,Shotgun Sports,92%,0%,8%,0%,0%,0%,0%,0%,"Atkinson, Jeffrey La",
LS,1580,2,Archery,88%,0%,0%,0%,0%,0%,0%,13%,"Strickland, Herbert",
LS,1640,1,Whitewater Kayaking,77%,8%,0%,0%,0%,0%,0%,15%,"Taylor, Robert L",
LS,1650,2,Inland Kayak Touring,88%,0%,0%,0%,0%,0%,0%,13%,"Cordle, Jessica L",
LS,1750,2,Fly Fishing,85%,0%,0%,0%,8%,0%,0%,8%,"Watts, Michael M",
LS,1790,1,Scuba I,95%,0%,0%,0%,0%,0%,0%,5%,"Bogan, Robert O",
LS,1830,1,Intro to Rugby,76%,24%,0%,0%,0%,0%,0%,0%,"Hickey, Justin M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 62 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
LS,1850,1,Bowling,91%,4%,0%,0%,0%,0%,0%,4%,"Hughes, Matthew Davi",
LS,1850,3,Bowling,89%,0%,4%,0%,0%,0%,0%,7%,"Hughes, Matthew Davi",
LS,1850,4,Bowling,73%,15%,8%,0%,4%,0%,0%,0%,"Cato, Megan Elizabet",
LS,1850,5,Bowling,96%,0%,0%,0%,4%,0%,0%,0%,"Cato, Megan Elizabet",
LS,1870,1,Frisbee Sports,96%,4%,0%,0%,0%,0%,0%,0%,"Goodman, Craig T",
LS,1870,2,Frisbee Sports,90%,5%,0%,0%,0%,0%,0%,5%,"Goodman, Craig T",
LS,1940,1,Racquetball,67%,33%,0%,0%,0%,0%,0%,0%,"Petersen, Raymond F",
LS,1940,2,Racquetball,85%,0%,15%,0%,0%,0%,0%,0%,"Petersen, Raymond F",
LS,1940,3,Racquetball,80%,0%,0%,0%,0%,0%,0%,20%,"Turke, Emily Grace",
LS,1980,8,Golf,90%,0%,0%,0%,0%,0%,0%,10%,"Jordan, Jason L",
LS,2040,2,Soccer,91%,0%,0%,0%,4%,0%,0%,4%,"Adams, Denise Ann",
LS,2110,2,Introduction to Belly Dance,89%,0%,0%,0%,0%,0%,0%,11%,"Pack, Stephanie L",
LS,2200,1,Shag,92%,0%,0%,0%,8%,0%,0%,0%,"Krabbe, Matthew Lee",
LS,2200,2,Shag,91%,0%,0%,0%,0%,0%,0%,9%,"Fleming, Broadus D",
LS,2200,6,Shag,90%,0%,0%,0%,0%,0%,0%,10%,"Fleming, Broadus D",
LS,2210,1,Intermediate Shag,88%,0%,0%,0%,6%,0%,0%,6%,"Hoke, Paul E",
LS,2270,2,Intro to Swing Dance,91%,0%,0%,0%,0%,0%,0%,9%,"Hoke, Paul E",
LS,2280,1,Intermediate Swing,90%,0%,0%,0%,0%,0%,0%,10%,"Hoke, Paul E",
LS,2320,1,Core Training,90%,0%,0%,0%,0%,0%,0%,10%,"Moreno, Diane F",
LS,2320,2,Core Training,82%,5%,0%,0%,5%,0%,0%,9%,"Moreno, Diane F",
LS,2350,1,Basic Yoga,88%,4%,0%,0%,0%,0%,0%,8%,"Amin, Ranjanbala Dil",
LS,2350,3,Basic Yoga,85%,15%,0%,0%,0%,0%,0%,0%,"Gahan, Renee Warren",
LS,2350,4,Basic Yoga,80%,10%,0%,0%,0%,0%,0%,10%,"Amin, Ranjanbala Dil",
LS,2350,6,Basic Yoga,76%,10%,0%,0%,0%,0%,0%,14%,"Amin, Ranjanbala Dil",
LS,2360,1,Power/Ashtanga Yoga,90%,5%,0%,0%,0%,0%,0%,5%,"Reina-Nunnelley, Ani",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 63 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
LS,2360,2,Power/Ashtanga Yoga,85%,5%,5%,0%,0%,0%,0%,5%,"Reina-Nunnelley, Ani",
LS,2360,3,Power/Ashtanga Yoga,91%,0%,0%,0%,0%,0%,0%,9%,"Reina-Nunnelley, Ani",
LS,2370,1,Kripalu Yoga,81%,14%,0%,0%,0%,0%,0%,5%,"Lester, Ashley Austi",
LS,2380,2,Vinyasa Flow Yoga,83%,17%,0%,0%,0%,0%,0%,0%,"O'Connell, Phaedra J",
LS,2380,3,Vinyasa Flow Yoga,92%,8%,0%,0%,0%,0%,0%,0%,"Reina-Nunnelley, Ani",
LS,2380,5,Vinyasa Flow Yoga,81%,5%,0%,0%,0%,0%,0%,14%,"O'Connell, Phaedra J",
LS,2420,1,Meditation and Relax,90%,10%,0%,0%,0%,0%,0%,0%,"Amin, Ranjanbala Dil",
LS,2420,2,Meditation and Relax,80%,0%,4%,0%,0%,0%,0%,16%,"Amin, Ranjanbala Dil",
LS,2420,4,Meditation and Relax,91%,5%,0%,0%,5%,0%,0%,0%,"O'Connell, Phaedra J",
LS,2450,1,Pilates,91%,4%,4%,0%,0%,0%,0%,0%,"Job, Melanie Ivey",
LS,2450,4,Pilates,87%,0%,0%,0%,0%,0%,0%,13%,"Moreno, Diane F",
LS,2460,1,Intermediate Pilates,83%,11%,0%,0%,0%,0%,0%,6%,"Job, Melanie Ivey",
LS,2500,1,Marathon Training,80%,5%,0%,0%,0%,0%,0%,15%,"Dunn, John Walston",
LS,2510,1,Running & Jogging,86%,0%,0%,0%,7%,0%,0%,7%,"Moede, Karen Renee",
LS,2660,1,Hapkido,78%,6%,6%,0%,6%,0%,0%,6%,"Smith, Kelly C",
LS,2700,1,Sports Officiating,81%,0%,0%,0%,6%,0%,0%,13%,"Bonadio, Wesley N",
LS,2770,1,Lifeguarding,50%,10%,20%,0%,0%,0%,0%,20%,"Womack, Kelly Lynn",
LS,2780,1,Wilderness First Aid,87%,0%,0%,0%,0%,0%,0%,13%,"Mazer, Christina Mar",
MBA,8030,1,Stat Analy of Bus Op,39%,39%,2%,0%,10%,0%,0%,10%,"Leffakis, Zachary Mo",
MBA,8060,1,Operations Mgt,49%,41%,6%,0%,0%,0%,0%,4%,"Ozkan, Gulru Fatma",
MBA,8070,1,Financial Management,39%,37%,13%,0%,3%,0%,0%,8%,"Franklin, Ramon Tolb",
MBA,8090,1,Org Beh & Hum Res Mg,51%,40%,7%,0%,0%,0%,0%,2%,"Zagenczyk, Thomas Jo",
MBA,8190,1,Intro to Acc and Fin,47%,19%,13%,0%,9%,0%,0%,13%,"McMillan, Jeffrey J",
MBA,8290,1,Marketing Foundation,52%,41%,0%,0%,0%,0%,0%,7%,"Kilbourne, William E",
MBA,8330,1,Real Estate Investmt,45%,50%,0%,0%,0%,0%,0%,5%,"Wallin, Franklin Bog",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 64 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MBA,8360,1,Real Estate Principles,43%,38%,19%,0%,0%,0%,0%,0%,"Randolph, Jeffrey B",
MBA,8370,1,Legal Environ of Bus,70%,28%,2%,0%,0%,0%,0%,0%,"Jahn, Judson R",
MBA,8400,1,Entrepreneurship & Venture Mgt,89%,11%,0%,0%,0%,0%,0%,0%,"Hopkins, John Edward",
MBA,8420,1,R E Valuation,35%,53%,12%,0%,0%,0%,0%,0%,"Stone, Charles Benja",
MBA,8430,1,Entrepreneurial Accounting,56%,39%,6%,0%,0%,0%,0%,0%,"Widener, Sally Kathr",
MBA,8440,1,Entrepreneurial Law,67%,33%,0%,0%,0%,0%,0%,0%,"Davis Lux, Melinda",
MBA,8450,1,Tech & Innova Mgt,63%,35%,2%,0%,0%,0%,0%,0%,"Mino, Michael George",
MBA,8480,1,Entrpr Mkting & Digital Strat,67%,28%,6%,0%,0%,0%,0%,0%,"Swain, Scott Darren",
MBA,8540,1,Mgrl Accounting,76%,18%,0%,0%,0%,0%,0%,7%,"Anderson, Henry K.",
MBA,8590,1,Mgr Decision Model,56%,24%,15%,0%,2%,0%,0%,2%,"Yoder, Sara Elizabet",
MBA,8600,1,Adv Mktg Strategy,75%,22%,0%,0%,3%,0%,0%,0%,"Dorsch, Michael J",
MBA,8600,2,Adv Mktg Strategy,65%,35%,0%,0%,0%,0%,0%,0%,"Dorsch, Michael J",
MBA,8610,1,Information Systems,73%,27%,0%,0%,0%,0%,0%,0%,"McKenzie, Kevin M",
MBA,8620,1,Managerial Economics,22%,47%,17%,0%,0%,0%,0%,14%,"Templeton, Scott R.",
MBA,8620,2,Managerial Economics,84%,11%,0%,0%,2%,0%,0%,2%,"Layton, Stephen Knec",
MBA,8700,1,Strategic Management,76%,24%,0%,0%,0%,0%,0%,0%,"Klein, Matthew Charl",
MBA,8990,2,Creativity,85%,11%,2%,0%,0%,0%,0%,2%,"Kegley, Kathleen Ann",
MBA,8990,3,International Business Law,43%,57%,0%,0%,0%,0%,0%,0%,"Jahn, Judson R",
ME,2000,1,Sophomore Seminar,87%,10%,2%,0%,1%,0%,0%,1%,"Beasley, Donald E",
ME,2010,1,Statics & Dynamics,5%,16%,11%,13%,38%,0%,0%,18%,"Biggers, Sherrill B",
ME,2010,2,Statics & Dynamics,9%,21%,19%,14%,27%,0%,0%,10%,"Joseph, Paul F",
ME,2010,3,Statics & Dynamics,4%,12%,12%,17%,44%,0%,0%,11%,"Katuri, Kalyan Chakr",
ME,2020,1,Founda Mech Syst,14%,33%,42%,9%,0%,0%,0%,2%,"Fadel, Georges M",
ME,2020,2,Founda Mech Syst,38%,48%,10%,0%,3%,0%,0%,0%,"Meyer, Paul Jeffrey",
ME,2030,1,Founda Th/Fl Syst,19%,22%,31%,16%,6%,0%,0%,6%,"Qiao, Rui",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 65 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ME,2030,2,Founda Th/Fl Syst,25%,21%,28%,17%,6%,0%,0%,4%,"Qiao, Rui",
ME,2220,1,Mech Engr Lab I,13%,50%,38%,0%,0%,0%,0%,0%,"Schweisinger, Todd A",
ME,2220,2,Mech Engr Lab I,25%,56%,6%,0%,0%,0%,0%,13%,"Schweisinger, Todd A",
ME,2220,3,Mech Engr Lab I,20%,50%,20%,0%,5%,0%,0%,5%,"Schweisinger, Todd A",
ME,2220,4,Mech Engr Lab I,13%,73%,0%,0%,0%,0%,0%,13%,"Schweisinger, Todd A",
ME,2220,5,Mech Engr Lab I,45%,45%,10%,0%,0%,0%,0%,0%,"Schweisinger, Todd A",
ME,2220,6,Mech Engr Lab I,29%,57%,7%,0%,7%,0%,0%,0%,"Schweisinger, Todd A",
ME,2220,7,Mech Engr Lab I,20%,65%,10%,0%,5%,0%,0%,0%,"Schweisinger, Todd A",
ME,2220,8,Mech Engr Lab I,38%,54%,8%,0%,0%,0%,0%,0%,"Schweisinger, Todd A",
ME,3020,2,Mech of Materials,15%,34%,41%,5%,5%,0%,0%,0%,"Zhao, Huijuan",
ME,3020,3,Mech of Materials,25%,30%,13%,8%,7%,0%,0%,17%,"Thompson, Lonny L",
ME,3030,1,Thermodynamics,4%,15%,27%,15%,19%,0%,0%,19%,"Saylor, John R",
ME,3030,2,Thermodynamics,20%,48%,28%,5%,0%,0%,0%,0%,"Miller, Richard S",
ME,3040,1,Heat Transfer,11%,14%,45%,23%,3%,0%,0%,3%,"Ochterbeck, Jay M",
ME,3050,1,Model/an Dy Syst,33%,45%,19%,2%,0%,0%,0%,0%,"Wang, Yue",
ME,3050,2,Model/an Dy Syst,16%,47%,32%,0%,3%,0%,0%,3%,"Tallapragada, Phanin",
ME,3060,1,Fund Machine Design,24%,39%,27%,4%,2%,0%,0%,4%,"Meyer, Paul Jeffrey",
ME,3060,2,Fund Machine Design,26%,14%,33%,14%,2%,0%,0%,12%,"Schweisinger, Todd A",
ME,3080,1,Fluid Mechanics,9%,44%,34%,9%,3%,0%,0%,0%,"Delhaye, Jean-Marc G",
ME,3080,2,Fluid Mechanics,18%,20%,49%,13%,0%,0%,0%,0%,"Tong, Chenning",
ME,3080,3,Fluid Mechanics,15%,30%,28%,19%,2%,0%,0%,6%,"Figliola, Richard S",
ME,3120,1,Manuf Processes,39%,53%,7%,0%,0%,0%,0%,2%,"Martinez-Duarte, Rod",
ME,3120,2,Manuf Processes,28%,49%,23%,0%,0%,0%,0%,0%,"Choi, Hong Seok",
ME,3330,1,Mech Engr Lab II,33%,20%,40%,7%,0%,0%,0%,0%,"Schweisinger, Todd A",
ME,3330,2,Mech Engr Lab II,13%,56%,19%,0%,0%,0%,0%,13%,"Schweisinger, Todd A",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 66 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ME,3330,3,Mech Engr Lab II,29%,64%,7%,0%,0%,0%,0%,0%,"Schweisinger, Todd A",
ME,3330,4,Mech Engr Lab II,30%,60%,10%,0%,0%,0%,0%,0%,"Schweisinger, Todd A",
ME,3330,5,Mech Engr Lab II,33%,67%,0%,0%,0%,0%,0%,0%,"Schweisinger, Todd A",
ME,3330,6,Mech Engr Lab II,29%,57%,14%,0%,0%,0%,0%,0%,"Schweisinger, Todd A",
ME,3330,7,Mech Engr Lab II,6%,75%,13%,0%,0%,0%,0%,6%,"Schweisinger, Todd A",
ME,4010,1,Mech Engr Design,36%,38%,26%,0%,0%,0%,0%,0%,"Summers, Joshua D.",
ME,4010,2,Mech Engr Design,32%,65%,3%,0%,0%,0%,0%,0%,"Zumbrunnen, David A",
ME,4020,1,Intern in Engr Des,53%,18%,18%,12%,0%,0%,0%,0%,"Mocko, Gregory",
ME,4030,1,Control Dynamic Syst,35%,23%,23%,12%,7%,0%,0%,0%,"Freeman, P Timothy",
ME,4030,3,Control Dynamic Syst,32%,42%,16%,4%,4%,0%,0%,2%,"Vahidi, Ardalan",
ME,4180,1,F E A in M E Design,30%,63%,3%,0%,3%,0%,0%,0%,"Li, Gang",
ME,4200,1,Ener Sources/Utiliz,39%,45%,16%,0%,0%,0%,0%,0%,"Zumbrunnen, David A",
ME,4210,1,Intro to Comp Flow,12%,32%,38%,12%,3%,0%,0%,3%,"Tong, Chenning",
ME,4300,1,Mech Comp Materials,21%,71%,7%,0%,0%,0%,0%,0%,"Li, Gang",
ME,4400,1,Matls for Aggr Envir,88%,9%,3%,0%,0%,0%,0%,0%,"Grujicic, Mica",
ME,4440,4,Mech Engr Lab III,36%,64%,0%,0%,0%,0%,0%,0%,"Wagner, John R",
ME,4440,6,Mech Engr Lab III,50%,50%,0%,0%,0%,0%,0%,0%,"Wagner, John R",
ME,4550,1,Design for Manuf,70%,26%,4%,0%,0%,0%,0%,0%,"Summers, Joshua D.",
ME,6550,1,Design for Manuf,35%,47%,12%,0%,3%,0%,0%,3%,"Summers, Joshua D.",
ME,8010,1,Found of Fluid Mech,28%,67%,6%,0%,0%,0%,0%,0%,"Battiato, Ilenia",
ME,8100,1,Macroscopic Thermo,64%,24%,12%,0%,0%,0%,0%,0%,"Xuan, Xiangchun",
ME,8180,1,Intro to Fin Ele Ana,68%,25%,0%,0%,2%,0%,0%,5%,"Thompson, Lonny L",
ME,8230,1,Control Systems,50%,41%,9%,0%,0%,0%,0%,0%,"Wagner, John R",
ME,8300,1,Cond/Rad Heat Tfr,73%,14%,9%,0%,0%,0%,0%,5%,"Xuan, Xiangchun",
ME,8370,1,Theory of Elast I,31%,54%,15%,0%,0%,0%,0%,0%,"Coutris, Nicole Gise",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 67 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ME,8460,1,Inter Dynamics,57%,38%,0%,0%,0%,0%,0%,5%,"Daqaq, Mohammed Fari",
ME,8700,1,Adv Design Methods,35%,62%,3%,0%,0%,0%,0%,0%,"Fadel, Georges M",
ME,8930,1,Sel Topic ME: Engr Informatics,67%,33%,0%,0%,0%,0%,0%,0%,"Mocko, Gregory",
ME,8930,2,Sel Topics ME: Adv Controls,58%,38%,0%,0%,0%,0%,0%,4%,"Vahidi, Ardalan",
MGT,2010,1,Principles of Mgt,5%,35%,29%,13%,8%,0%,0%,10%,"Clark, Katherine D",
MGT,2010,2,Principles of Mgt,24%,43%,22%,6%,5%,0%,0%,1%,"Clark, Katherine D",
