Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ENGR,1020,812,Engineering Discipl & Skills,58%,13%,19%,2%,8%,0%,0%,0%,0%,0%,0%,0%,"Martin, Baker",
,,,,,,,,,,,,,,,,Andrew,
ENGR,1020,813,Engineering Discipl & Skills,61%,28%,4%,0%,2%,0%,0%,2%,2%,0%,0%,0%,"Martin, Baker",
,,,,,,,,,,,,,,,,Andrew,
ENGR,1020,814,Engineering Discipl & Skills,48%,42%,8%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Martin, Baker",
,,,,,,,,,,,,,,,,Andrew,
ENGR,1020,815,Engineering Discipl & Skills,31%,35%,17%,6%,10%,0%,0%,0%,0%,0%,0%,0%,"Holter, Anne Marie",
ENGR,1020,816,Engineering Discipl & Skills,34%,40%,17%,2%,6%,0%,0%,0%,0%,0%,0%,0%,"Neptune, Andrew",
,,,,,,,,,,,,,,,,Isaac,
ENGR,1020,817,Engineering Discipl & Skills,40%,26%,14%,5%,5%,0%,0%,10%,0%,0%,0%,0%,"Neptune, Andrew",
,,,,,,,,,,,,,,,,Isaac,
ENGR,1100,705,Engineering Success Skills,65%,22%,2%,2%,7%,0%,0%,0%,2%,0%,0%,0%,"Chapa, Joseph",
,,,,,,,,,,,,,,,,Overlin,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 79 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ENGR,1100,706,Engineering Success Skills,59%,27%,6%,4%,4%,0%,0%,0%,0%,0%,0%,0%,"Stephan, Elizabeth",
,,,,,,,,,,,,,,,,Anne,
ENGR,1410,322,Programming & Problem S,17%,28%,30%,2%,4%,0%,0%,19%,0%,0%,0%,0%,"Martin, William D",
ENGR,1410,323,Programming & Problem S,19%,35%,19%,6%,8%,0%,0%,13%,0%,0%,0%,0%,"Martin, William D",
ENGR,1410,324,Programming & Problem S,11%,29%,25%,4%,9%,0%,0%,22%,0%,0%,0%,0%,"Brandon, Steven C",
ENGR,1510,113,Engineering Skills,15%,54%,15%,4%,7%,0%,0%,4%,2%,0%,0%,0%,"Stephan, Elizabeth",
,,,,,,,,,,,,,,,,Anne,
ENGR,1510,704,Engineering Skills,22%,30%,26%,14%,8%,0%,0%,0%,0%,0%,0%,0%,"Miller, Matthew Kent",
ENGR,2080,683,Engr Graphics & Machine,43%,20%,20%,4%,7%,0%,0%,4%,2%,0%,0%,0%,"Yasmin, Nighat",
ENGR,2080,685,Engr Graphics & Machine,65%,13%,10%,2%,6%,0%,0%,4%,0%,0%,0%,0%,"THOMAS, VISHAL",
,,,,,,,,,,,,,,,,JOSEPH,
ENGR,2080,686,Engr Graphics & Machine,61%,20%,11%,4%,2%,0%,0%,2%,0%,0%,0%,0%,"THOMAS, VISHAL",
,,,,,,,,,,,,,,,,JOSEPH,
ENGR,2080,881,Engr Graphics & Machine,60%,25%,6%,2%,2%,0%,0%,4%,0%,0%,0%,0%,"Walker, Kyle J",
ENGR,2080,882,Engr Graphics & Machine,50%,31%,8%,2%,6%,0%,0%,2%,0%,0%,0%,0%,"Walker, Kyle J",
ENGR,2100,803,CAD & Engineering Applica,19%,51%,15%,2%,6%,0%,0%,6%,0%,0%,0%,0%,"Mohammadi Nafchi,",
,,,,,,,,,,,,,,,,Ali,
ENGR,2100,805,CAD & Engineering Applica,32%,30%,15%,15%,9%,0%,0%,0%,0%,0%,0%,0%,"Cassule, Leonildo",
,,,,,,,,,,,,,,,,Nelson,
ENGR,2100,806,CAD & Engineering Applica,57%,14%,12%,7%,5%,0%,0%,5%,0%,0%,0%,0%,"Yasmin, Nighat",
ENR,1010,2,Intro to Envir & Natur Res I,72%,17%,6%,2%,2%,0%,0%,2%,0%,0%,0%,0%,"Barrett, Russell K",
ENR,1010,3,Intro to Envir & Natur Res I,84%,9%,1%,0%,3%,0%,0%,3%,0%,0%,0%,0%,"Barrett, Russell K",
ENR,4290,1,Environ Law & Policy,55%,32%,9%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Johnson, Alan R.",
ENR,4290,2,Environ Law & Policy,64%,24%,9%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Johnson, Alan R.",
ENSP,2000,1,Intro Environ Sci,62%,24%,4%,7%,0%,0%,0%,2%,0%,0%,0%,0%,"Brame, Scott E",
ENSP,2000,2,Intro Environ Sci,61%,35%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Nammouz, Minory",
ENSP,2000,3,Intro Environ Sci,55%,40%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Nammouz, Minory",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 80 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ENSP,2000,4,Intro Environ Sci,73%,20%,3%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Carraway, Elizabeth",
,,,,,,,,,,,,,,,,R.,
ENSP,2000,5,Intro Environ Sci,38%,40%,13%,6%,0%,0%,0%,2%,0%,0%,0%,0%,"Owino, Tom O.",
ENSP,2000,6,Intro Environ Sci,53%,45%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Scribner, Emily Don",
ENSP,4000,1,Studies in Environmental S,59%,23%,9%,0%,0%,0%,0%,5%,5%,0%,0%,0%,"Thompson, Margaret",
,,,,,,,,,,,,,,,,Louise,
ENT,3010,1,Insect Biology and Diversit,64%,18%,6%,0%,6%,0%,0%,3%,3%,0%,0%,0%,"Ferro, Michael L",
ENT,8090,1,Seminar in Entomology,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Cieniewicz, Elizabeth",
,,,,,,,,,,,,,,,,Jeannette,
ENTR,1010,3,Entrepreneurial Mindset,86%,11%,2%,0%,0%,0%,0%,1%,0%,0%,0%,0%,"Hannon, John",
,,,,,,,,,,,,,,,,Michael,
ENTR,1090,1,Creative Inq-Entrepreneur,95%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hannon, John",
,,,,,,,,,,,,,,,,Michael,
ENTR,2010,4,Sports Entrepreneurship,58%,20%,15%,0%,8%,0%,0%,0%,0%,0%,0%,0%,"Hannon, John",
,,,,,,,,,,,,,,,,Michael,
ESED,8610,1,Practicum in STEM Educati,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Lee, Cindy M",
ESED,8720,1,Action Research in STEM E,70%,10%,0%,0%,0%,0%,0%,10%,10%,0%,0%,0%,"High, Karen Ann",
ESED,9910,5,Dissertation Rsrch and Wri,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"High, Karen Ann",
ETOX,4300,1,Toxicology,36%,14%,29%,7%,4%,0%,0%,11%,0%,0%,0%,0%,"Bain, Lisa J",
ETOX,8610,1,Departmental Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Van den Hurk, Peter",
FCS,9910,3,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Small, Mark A",
FDSC,1010,1,Intro to Food Sci & Hum N,35%,39%,18%,4%,0%,0%,0%,4%,0%,0%,0%,0%,"Hegler, Carol M",
FDSC,3010,1,Food Regulations,88%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cothran, Sara Lane",
FDSC,3060,1,Institutional Food Service,87%,7%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Corbett, Bridgit",
,,,,,,,,,,,,,,,,Denise,
FDSC,4010,1,Food Chemistry I,40%,55%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Chen, Feng",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 81 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
FDSC,4040,1,Food Prsv & Process,31%,63%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Pometto, Anthony",
,,,,,,,,,,,,,,,,Louis,
FDSC,4060,1,Food Prsv & Proc Lab,86%,7%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,"McGregor, John U.",
FDSC,4200,4,Selected Topics,88%,6%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hegler, Carol M",
FDSC,4300,1,Dairy Process & Sant,55%,18%,18%,0%,0%,0%,0%,9%,0%,0%,0%,0%,"McGregor, John U.",
FDSC,4500,15,Creative Inquiry-Food Scie,91%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Haley-Zitlin, Vivian J",
FDSC,4500,18,Creative Inquiry-Food Scie,75%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Jiang, Xiuping",
FDSC,4500,22,Creative Inquiry-Food Scie,88%,0%,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,"Chen, Feng",
FDSC,4500,26,Creative Inquiry-Food Scie,90%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Cothran, Sara Lane",
FDSC,8100,1,Chem/Biochem Aspects of,73%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Dawson, Paul L",
FIN,2010,401,Intro to Personal Finance I,97%,2%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Harris, Joshua W",
FIN,2010,402,Intro to Personal Finance I,96%,2%,0%,0%,2%,0%,0%,0%,0%,0%,0%,0%,"Harris, Joshua W",
FIN,2020,401,Intro to Personal Finance II,97%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Harris, Joshua W",
FIN,3040,1,Risk & Insurance,16%,32%,41%,3%,0%,0%,0%,5%,3%,0%,0%,0%,"McMillan, Kerri D",
FIN,3050,1,Investment Analysis,9%,43%,30%,4%,9%,0%,0%,4%,0%,0%,0%,0%,"McMillan, Kerri D",
FIN,3050,2,Investment Analysis,23%,30%,19%,15%,11%,0%,0%,2%,0%,0%,0%,0%,"McMillan, Kerri D",
FIN,3050,3,Investment Analysis,22%,40%,26%,10%,0%,0%,0%,2%,0%,0%,0%,0%,"McMillan, Kerri D",
FIN,3050,4,Investment Analysis,0%,27%,32%,5%,9%,0%,0%,25%,2%,0%,0%,0%,"Alexander, John C",
FIN,3060,1,Corporation Finance,8%,15%,19%,25%,15%,0%,0%,19%,0%,0%,0%,0%,"Franklin, Ramon",
,,,,,,,,,,,,,,,,Tolbert,
FIN,3060,2,Corporation Finance,9%,20%,28%,17%,9%,0%,0%,17%,0%,0%,0%,0%,"Franklin, Ramon",
,,,,,,,,,,,,,,,,Tolbert,
FIN,3060,3,Corporation Finance,10%,35%,25%,13%,4%,0%,0%,13%,0%,0%,0%,0%,"Franklin, Ramon",
,,,,,,,,,,,,,,,,Tolbert,
FIN,3060,4,Corporation Finance,18%,45%,35%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Sun, Minxing",
FIN,3060,5,Corporation Finance,24%,53%,21%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Sun, Minxing",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 82 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
FIN,3060,6,Corporation Finance,19%,34%,19%,13%,16%,0%,0%,0%,0%,0%,0%,0%,"Sun, Minxing",
FIN,3060,7,Corporation Finance,19%,26%,34%,13%,2%,0%,0%,6%,0%,0%,0%,0%,"Samdani, Taufique",
FIN,3060,8,Corporation Finance,62%,31%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Harris, Joshua W",
FIN,3060,9,Corporation Finance,43%,47%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Harris, Joshua W",
FIN,3060,401,Corporation Finance,38%,34%,16%,0%,8%,0%,0%,4%,0%,0%,0%,0%,"Godbey, Jonathan M",
FIN,3060,402,Corporation Finance,33%,33%,19%,4%,6%,0%,0%,6%,0%,0%,0%,0%,"Godbey, Jonathan M",
FIN,3070,1,Prin of Real Estate,15%,36%,34%,6%,6%,0%,0%,2%,0%,0%,0%,0%,"Springer, Thomas M",
FIN,3070,2,Prin of Real Estate,13%,33%,31%,13%,5%,0%,0%,3%,3%,0%,0%,0%,"Springer, Thomas M",
FIN,3070,3,Prin of Real Estate,19%,42%,29%,6%,2%,0%,0%,2%,0%,0%,0%,0%,"Blackwood, Bryan T",
FIN,3080,1,Fin Inst & Mkts,26%,49%,18%,5%,3%,0%,0%,0%,0%,0%,0%,0%,"Greene, Daniel",
,,,,,,,,,,,,,,,,Thomas,
FIN,3080,401,Fin Inst & Mkts,45%,39%,11%,2%,1%,0%,0%,0%,1%,0%,0%,0%,"Greene, Daniel",
,,,,,,,,,,,,,,,,Thomas,
FIN,3080,402,Fin Inst & Mkts,70%,26%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Chernykh, Lyudmila A",
FIN,3080,403,Fin Inst & Mkts,65%,33%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Chernykh, Lyudmila A",
FIN,3110,1,Financial Management I,10%,0%,29%,10%,24%,0%,0%,29%,0%,0%,0%,0%,"Wolf, Jack G.",
FIN,3110,2,Financial Management I,5%,21%,29%,17%,12%,0%,0%,14%,2%,0%,0%,0%,"Wolf, Jack G.",
FIN,3110,3,Financial Management I,9%,33%,31%,7%,9%,0%,0%,11%,0%,0%,0%,0%,"Xu, Weike",
FIN,3110,4,Financial Management I,11%,44%,33%,7%,2%,0%,0%,2%,0%,0%,0%,0%,"Li, Fan",
FIN,3110,5,Financial Management I,30%,33%,33%,0%,3%,0%,0%,3%,0%,0%,0%,0%,"Li, Fan",
FIN,3110,6,Financial Management I,20%,44%,27%,4%,2%,0%,0%,2%,0%,0%,0%,0%,"Li, Fan",
FIN,3110,102,Financial Management I (H,40%,20%,20%,0%,0%,0%,0%,20%,0%,0%,0%,0%,"Wolf, Jack G.",H
FIN,3120,1,Financial Management II,11%,38%,27%,11%,4%,0%,0%,9%,0%,0%,0%,0%,"Xu, Weike",
FIN,3120,2,Financial Management II,16%,30%,30%,16%,0%,0%,0%,9%,0%,0%,0%,0%,"Xu, Weike",
FIN,3120,3,Financial Management II,19%,46%,25%,4%,0%,0%,0%,6%,0%,0%,0%,0%,"Samdani, Taufique",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 83 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
FIN,3120,4,Financial Management II,23%,30%,23%,8%,10%,0%,0%,5%,3%,0%,0%,0%,"Samdani, Taufique",
FIN,3120,5,Financial Management II,46%,32%,14%,4%,0%,0%,0%,4%,0%,0%,0%,0%,"Dayani, Arash",
FIN,3120,6,Financial Management II,38%,26%,19%,17%,0%,0%,0%,0%,0%,0%,0%,0%,"Dayani, Arash",
FIN,3120,101,Financial Mgt II (HON),60%,20%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Xu, Weike",H
FIN,4010,1,Corporate Financial Analysi,32%,46%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Lockhart, George",
,,,,,,,,,,,,,,,,Brandon,
FIN,4010,2,Corporate Financial Analysi,26%,61%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Lockhart, George",
,,,,,,,,,,,,,,,,Brandon,
FIN,4020,1,Corporate Valuation,30%,21%,33%,6%,3%,0%,0%,3%,3%,0%,0%,0%,"Morgan, Angela G.",
FIN,4020,101,Corporate Valuation (HON),60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Morgan, Angela G.",H
FIN,4030,1,Spreadsheet Apps in Finan,32%,20%,40%,4%,4%,0%,0%,0%,0%,0%,0%,0%,"Intintoli, Vincent",
,,,,,,,,,,,,,,,,James,
FIN,4030,2,Spreadsheet Apps in Finan,21%,37%,21%,0%,16%,0%,0%,0%,5%,0%,0%,0%,"Intintoli, Vincent",
,,,,,,,,,,,,,,,,James,
FIN,4050,1,Portfolio Management & T,19%,21%,28%,21%,9%,0%,0%,2%,0%,0%,0%,0%,"Alexander, John C",
FIN,4060,1,Derivatives Analysis,17%,24%,31%,14%,3%,0%,0%,10%,0%,0%,0%,0%,"Zykaj, Blerina",
FIN,4060,2,Derivatives Analysis,20%,37%,31%,11%,0%,0%,0%,0%,0%,0%,0%,0%,"Zykaj, Blerina",
FIN,4110,1,Int Fin Mgt,27%,51%,15%,5%,2%,0%,0%,0%,0%,0%,0%,0%,"DeVault, Luke Asher",
FIN,4110,2,Int Fin Mgt,40%,35%,18%,5%,0%,0%,0%,0%,3%,0%,0%,0%,"DeVault, Luke Asher",
FIN,4150,1,Real Estate Investmt,17%,19%,44%,15%,6%,0%,0%,0%,0%,0%,0%,0%,"Springer, Thomas M",
FIN,4980,2,CI in Finance: CFA,75%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,"Wolf, Jack G.",
FNPS,9910,8,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Northcutt, Julie",
,,,,,,,,,,,,,,,,Kathleen,
FNR,2040,1,Soil Information Systems,74%,24%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Mikhailova, Elena",
FNR,4700,5,Landscape Ecology / Appal,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Barrett, Russell K",
FNR,4700,41,Bass Conservation I,83%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,"Peoples, Brandon",
,,,,,,,,,,,,,,,,Kevin,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 84 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
FNR,4700,44,Alligator Ecology,80%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,"Jachowski, Catherine",
,,,,,,,,,,,,,,,,Michelle Bodinof,
FNR,8080,1,Graduate Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Hagan, Althea",
,,,,,,,,,,,,,,,,Simone Hotaling,
FNR,8080,4,Graduate Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Hagan, Althea",
,,,,,,,,,,,,,,,,Simone Hotaling,
FOR,2050,1,Dendrology,34%,29%,18%,8%,8%,0%,0%,3%,0%,0%,0%,0%,"Hagan, Donald L",
FOR,2050,2,Dendrology,68%,19%,8%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Hagan, Donald L",
FOR,2050,3,Dendrology,29%,33%,8%,17%,8%,0%,0%,4%,0%,0%,0%,0%,"Hagan, Donald L",
FOR,2210,2,Forest Biology,44%,16%,19%,19%,1%,0%,0%,2%,0%,0%,0%,0%,"Hagan, Donald L",
FOR,3020,2,Forest Biometrics,34%,39%,24%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Ritter, Brian A",
FOR,3040,1,Forest Resource Economic,63%,23%,8%,3%,0%,0%,0%,5%,0%,0%,0%,0%,"Khanal, Puskar",
FOR,3410,1,Wood Procure Pract,78%,17%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hiesl, Patrick",
FOR,4100,1,Harvesting Processes,73%,19%,4%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Hiesl, Patrick",
FOR,4130,1,Forest Protection,43%,43%,0%,5%,0%,0%,0%,0%,10%,0%,0%,0%,"Hartshorn, Jessica",
,,,,,,,,,,,,,,,,Ann,
FOR,4150,1,Forest Wildlife Managmen,50%,40%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Yarrow, Greg K",
FOR,4160,1,Forest Policy and Admin,65%,21%,6%,4%,2%,0%,0%,2%,0%,0%,0%,0%,"Layton, Patricia A",
FOR,4170,1,Forest Resource Mgt & Re,72%,21%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Khanal, Puskar",
FOR,4310,1,Recreation Res Plan in For,42%,58%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Powell, Robert Baxter",
FOR,4330,1,GPS Applications,75%,17%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ritter, Brian A",
FOR,4340,1,GIS for Natural Resources,91%,6%,0%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Post, Christopher J.",
FOR,6340,7,GIS for Natural Resources,75%,0%,8%,0%,0%,0%,0%,17%,0%,0%,0%,0%,"Langlois, Lillie",
,,,,,,,,,,,,,,,,Amanda,
FR,1010,1,Elementary French,72%,12%,4%,8%,4%,0%,0%,0%,0%,0%,0%,0%,"Sawyer, Amy Lyn",
,,,,,,,,,,,,,,,,Griffin,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 85 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
FR,1010,2,Elementary French,74%,9%,4%,4%,4%,0%,0%,4%,0%,0%,0%,0%,"Sawyer, Amy Lyn",
,,,,,,,,,,,,,,,,Griffin,
FR,1010,3,Elementary French,76%,10%,10%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Sawyer, Amy Lyn",
,,,,,,,,,,,,,,,,Griffin,
FR,1020,1,Elementary French,25%,33%,8%,33%,0%,0%,0%,0%,0%,0%,0%,0%,"Salces Y Nedeo,",
,,,,,,,,,,,,,,,,Anne Carole,
FR,1020,2,Elementary French,25%,42%,13%,4%,4%,0%,0%,13%,0%,0%,0%,0%,"Salces Y Nedeo,",
,,,,,,,,,,,,,,,,Anne Carole,
FR,2010,1,Intermediate French,31%,31%,13%,19%,0%,0%,0%,6%,0%,0%,0%,0%,"Salces Y Nedeo,",
,,,,,,,,,,,,,,,,Anne Carole,
FR,2010,2,Intermediate French,56%,44%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Peebles, Kelly Digby",
FR,2010,3,Intermediate French,60%,33%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,"De Tholozany,",
,,,,,,,,,,,,,,,,Pauline,
FR,2020,2,Intermediate French,61%,22%,0%,6%,0%,0%,0%,6%,6%,0%,0%,0%,"Peebles, Kelly Digby",
FR,2020,4,Intermediate French,75%,10%,10%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Sawyer, Amy Lyn",
,,,,,,,,,,,,,,,,Griffin,
FR,3000,1,Survey of French Lit,76%,24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"De Tholozany,",
,,,,,,,,,,,,,,,,Pauline,
FR,3050,1,Int Fr Con & Comp I,44%,50%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Widgren, Kenneth",
,,,,,,,,,,,,,,,,David,
FR,3070,1,French Civilization,88%,8%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Widgren, Kenneth",
,,,,,,,,,,,,,,,,David,
FR,4120,1,Fr & Francoph Cinema,88%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Mai, Joseph H",
GC,1010,2,Orientation to G C,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Woolbright, Nona L",
GC,1020,1,Intro to Digital Graphics,75%,15%,5%,2%,2%,0%,0%,3%,0%,0%,0%,0%,"Bridges, Amanda",
,,,,,,,,,,,,,,,,Wells,
GC,1040,1,Graphic Communications I,65%,23%,2%,2%,8%,0%,0%,0%,0%,0%,0%,0%,"Fox, Michelle Suki",
,,,,,,,,,,,,,,,,Bost,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 86 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
GC,1050,1,App of Digital Graphics,83%,0%,11%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Bridges, Amanda",
,,,,,,,,,,,,,,,,Wells,
GC,1050,2,App of Digital Graphics,88%,6%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Bridges, Amanda",
,,,,,,,,,,,,,,,,Wells,
GC,1050,4,App of Digital Graphics,89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Bridges, Amanda",
,,,,,,,,,,,,,,,,Wells,
GC,2070,1,Graphic Communications II,56%,33%,6%,2%,0%,0%,0%,2%,0%,0%,0%,0%,"Weiss, Charles Tabor",
GC,2400,1,Intro to Web Design and D,72%,19%,3%,3%,0%,0%,0%,3%,0%,0%,0%,0%,"Stevens, William D",
GC,2990,3,Cr Inquiry in GC II-TAGA,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"O'Hara, Liam Henry",
GC,3400,1,Digital Imaging,46%,32%,19%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Walker, Erica Black",
GC,3450,1,Video Campaigns in the Di,70%,30%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Walker, Erica Black",
GC,3460,1,Ink and Substrates,72%,26%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Chang, Shu",
GC,3500,1,G C Internship I,94%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"O'Hara, Liam Henry",
